t P_alpha_to_beta P_alpha_to_alpha 2sin2theta_cos2theta
7.352735e-01 3.953332e-01 6.046668e-01 3.540367e-01
7.356736e-01 3.944540e-01 6.055460e-01 3.540367e-01
7.360736e-01 3.935745e-01 6.064255e-01 3.540367e-01
7.364736e-01 3.926948e-01 6.073052e-01 3.540367e-01
7.368737e-01 3.918149e-01 6.081851e-01 3.540367e-01
7.372737e-01 3.909347e-01 6.090653e-01 3.540367e-01
7.376738e-01 3.900543e-01 6.099457e-01 3.540367e-01
7.380738e-01 3.891737e-01 6.108263e-01 3.540367e-01
7.384738e-01 3.882928e-01 6.117072e-01 3.540367e-01
7.388739e-01 3.874118e-01 6.125882e-01 3.540367e-01
7.392739e-01 3.865305e-01 6.134695e-01 3.540367e-01
7.396740e-01 3.856490e-01 6.143510e-01 3.540367e-01
7.400740e-01 3.847673e-01 6.152327e-01 3.540367e-01
7.404740e-01 3.838855e-01 6.161145e-01 3.540367e-01
7.408741e-01 3.830034e-01 6.169966e-01 3.540367e-01
7.412741e-01 3.821212e-01 6.178788e-01 3.540367e-01
7.416742e-01 3.812388e-01 6.187612e-01 3.540367e-01
7.420742e-01 3.803562e-01 6.196438e-01 3.540367e-01
7.424742e-01 3.794735e-01 6.205265e-01 3.540367e-01
7.428743e-01 3.785906e-01 6.214094e-01 3.540367e-01
7.432743e-01 3.777075e-01 6.222925e-01 3.540367e-01
7.436744e-01 3.768243e-01 6.231757e-01 3.540367e-01
7.440744e-01 3.759410e-01 6.240590e-01 3.540367e-01
7.444744e-01 3.750575e-01 6.249425e-01 3.540367e-01
7.448745e-01 3.741739e-01 6.258261e-01 3.540367e-01
7.452745e-01 3.732901e-01 6.267099e-01 3.540367e-01
7.456746e-01 3.724063e-01 6.275937e-01 3.540367e-01
7.460746e-01 3.715223e-01 6.284777e-01 3.540367e-01
7.464746e-01 3.706382e-01 6.293618e-01 3.540367e-01
7.468747e-01 3.697540e-01 6.302460e-01 3.540367e-01
7.472747e-01 3.688698e-01 6.311302e-01 3.540367e-01
7.476748e-01 3.679854e-01 6.320146e-01 3.540367e-01
7.480748e-01 3.671009e-01 6.328991e-01 3.540367e-01
7.484748e-01 3.662164e-01 6.337836e-01 3.540367e-01
7.488749e-01 3.653318e-01 6.346682e-01 3.540367e-01
7.492749e-01 3.644471e-01 6.355529e-01 3.540367e-01
7.496750e-01 3.635623e-01 6.364377e-01 3.540367e-01
7.500750e-01 3.626775e-01 6.373225e-01 3.540367e-01
7.504750e-01 3.617926e-01 6.382074e-01 3.540367e-01
7.508751e-01 3.609077e-01 6.390923e-01 3.540367e-01
7.512751e-01 3.600227e-01 6.399773e-01 3.540367e-01
7.516752e-01 3.591378e-01 6.408622e-01 3.540367e-01
7.520752e-01 3.582527e-01 6.417473e-01 3.540367e-01
7.524752e-01 3.573677e-01 6.426323e-01 3.540367e-01
7.528753e-01 3.564826e-01 6.435174e-01 3.540367e-01
7.532753e-01 3.555975e-01 6.444025e-01 3.540367e-01
7.536754e-01 3.547124e-01 6.452876e-01 3.540367e-01
7.540754e-01 3.538273e-01 6.461727e-01 3.540367e-01
7.544754e-01 3.529422e-01 6.470578e-01 3.540367e-01
7.548755e-01 3.520571e-01 6.479429e-01 3.540367e-01
7.552755e-01 3.511720e-01 6.488280e-01 3.540367e-01
7.556756e-01 3.502869e-01 6.497131e-01 3.540367e-01
7.560756e-01 3.494019e-01 6.505981e-01 3.540367e-01
7.564756e-01 3.485169e-01 6.514831e-01 3.540367e-01
7.568757e-01 3.476319e-01 6.523681e-01 3.540367e-01
7.572757e-01 3.467470e-01 6.532530e-01 3.540367e-01
7.576758e-01 3.458621e-01 6.541379e-01 3.540367e-01
7.580758e-01 3.449772e-01 6.550228e-01 3.540367e-01
7.584758e-01 3.440925e-01 6.559075e-01 3.540367e-01
7.588759e-01 3.432077e-01 6.567923e-01 3.540367e-01
7.592759e-01 3.423231e-01 6.576769e-01 3.540367e-01
7.596760e-01 3.414385e-01 6.585615e-01 3.540367e-01
7.600760e-01 3.405540e-01 6.594460e-01 3.540367e-01
7.604760e-01 3.396696e-01 6.603304e-01 3.540367e-01
7.608761e-01 3.387853e-01 6.612147e-01 3.540367e-01
7.612761e-01 3.379010e-01 6.620990e-01 3.540367e-01
7.616762e-01 3.370169e-01 6.629831e-01 3.540367e-01
7.620762e-01 3.361329e-01 6.638671e-01 3.540367e-01
7.624762e-01 3.352490e-01 6.647510e-01 3.540367e-01
7.628763e-01 3.343652e-01 6.656348e-01 3.540367e-01
7.632763e-01 3.334815e-01 6.665185e-01 3.540367e-01
7.636764e-01 3.325980e-01 6.674020e-01 3.540367e-01
7.640764e-01 3.317145e-01 6.682855e-01 3.540367e-01
7.644764e-01 3.308313e-01 6.691687e-01 3.540367e-01
7.648765e-01 3.299482e-01 6.700518e-01 3.540367e-01
7.652765e-01 3.290652e-01 6.709348e-01 3.540367e-01
7.656766e-01 3.281824e-01 6.718176e-01 3.540367e-01
7.660766e-01 3.272997e-01 6.727003e-01 3.540367e-01
7.664766e-01 3.264172e-01 6.735828e-01 3.540367e-01
7.668767e-01 3.255349e-01 6.744651e-01 3.540367e-01
7.672767e-01 3.246528e-01 6.753472e-01 3.540367e-01
7.676768e-01 3.237708e-01 6.762292e-01 3.540367e-01
7.680768e-01 3.228891e-01 6.771109e-01 3.540367e-01
7.684768e-01 3.220075e-01 6.779925e-01 3.540367e-01
7.688769e-01 3.211261e-01 6.788739e-01 3.540367e-01
7.692769e-01 3.202450e-01 6.797550e-01 3.540367e-01
7.696770e-01 3.193640e-01 6.806360e-01 3.540367e-01
7.700770e-01 3.184833e-01 6.815167e-01 3.540367e-01
7.704770e-01 3.176028e-01 6.823972e-01 3.540367e-01
7.708771e-01 3.167225e-01 6.832775e-01 3.540367e-01
7.712771e-01 3.158424e-01 6.841576e-01 3.540367e-01
7.716772e-01 3.149626e-01 6.850374e-01 3.540367e-01
7.720772e-01 3.140831e-01 6.859169e-01 3.540367e-01
7.724772e-01 3.132037e-01 6.867963e-01 3.540367e-01
7.728773e-01 3.123247e-01 6.876753e-01 3.540367e-01
7.732773e-01 3.114459e-01 6.885541e-01 3.540367e-01
7.736774e-01 3.105673e-01 6.894327e-01 3.540367e-01
7.740774e-01 3.096891e-01 6.903109e-01 3.540367e-01
7.744774e-01 3.088111e-01 6.911889e-01 3.540367e-01
7.748775e-01 3.079334e-01 6.920666e-01 3.540367e-01
7.752775e-01 3.070560e-01 6.929440e-01 3.540367e-01
7.756776e-01 3.061789e-01 6.938211e-01 3.540367e-01
7.760776e-01 3.053020e-01 6.946980e-01 3.540367e-01
7.764776e-01 3.044255e-01 6.955745e-01 3.540367e-01
7.768777e-01 3.035493e-01 6.964507e-01 3.540367e-01
7.772777e-01 3.026734e-01 6.973266e-01 3.540367e-01
7.776778e-01 3.017979e-01 6.982021e-01 3.540367e-01
7.780778e-01 3.009226e-01 6.990774e-01 3.540367e-01
7.784778e-01 3.000477e-01 6.999523e-01 3.540367e-01
7.788779e-01 2.991731e-01 7.008269e-01 3.540367e-01
7.792779e-01 2.982989e-01 7.017011e-01 3.540367e-01
7.796780e-01 2.974250e-01 7.025750e-01 3.540367e-01
7.800780e-01 2.965515e-01 7.034485e-01 3.540367e-01
7.804780e-01 2.956783e-01 7.043217e-01 3.540367e-01
7.808781e-01 2.948055e-01 7.051945e-01 3.540367e-01
7.812781e-01 2.939331e-01 7.060669e-01 3.540367e-01
7.816782e-01 2.930611e-01 7.069389e-01 3.540367e-01
7.820782e-01 2.921894e-01 7.078106e-01 3.540367e-01
7.824782e-01 2.913181e-01 7.086819e-01 3.540367e-01
7.828783e-01 2.904472e-01 7.095528e-01 3.540367e-01
7.832783e-01 2.895767e-01 7.104233e-01 3.540367e-01
7.836784e-01 2.887066e-01 7.112934e-01 3.540367e-01
7.840784e-01 2.878369e-01 7.121631e-01 3.540367e-01
7.844784e-01 2.869677e-01 7.130323e-01 3.540367e-01
7.848785e-01 2.860988e-01 7.139012e-01 3.540367e-01
7.852785e-01 2.852304e-01 7.147696e-01 3.540367e-01
7.856786e-01 2.843624e-01 7.156376e-01 3.540367e-01
7.860786e-01 2.834948e-01 7.165052e-01 3.540367e-01
7.864786e-01 2.826277e-01 7.173723e-01 3.540367e-01
7.868787e-01 2.817610e-01 7.182390e-01 3.540367e-01
7.872787e-01 2.808948e-01 7.191052e-01 3.540367e-01
7.876788e-01 2.800291e-01 7.199709e-01 3.540367e-01
7.880788e-01 2.791638e-01 7.208362e-01 3.540367e-01
7.884788e-01 2.782989e-01 7.217011e-01 3.540367e-01
7.888789e-01 2.774346e-01 7.225654e-01 3.540367e-01
7.892789e-01 2.765707e-01 7.234293e-01 3.540367e-01
7.896790e-01 2.757073e-01 7.242927e-01 3.540367e-01
7.900790e-01 2.748444e-01 7.251556e-01 3.540367e-01
7.904790e-01 2.739820e-01 7.260180e-01 3.540367e-01
7.908791e-01 2.731201e-01 7.268799e-01 3.540367e-01
7.912791e-01 2.722587e-01 7.277413e-01 3.540367e-01
7.916792e-01 2.713978e-01 7.286022e-01 3.540367e-01
7.920792e-01 2.705374e-01 7.294626e-01 3.540367e-01
7.924792e-01 2.696775e-01 7.303225e-01 3.540367e-01
7.928793e-01 2.688182e-01 7.311818e-01 3.540367e-01
7.932793e-01 2.679594e-01 7.320406e-01 3.540367e-01
7.936794e-01 2.671012e-01 7.328988e-01 3.540367e-01
7.940794e-01 2.662435e-01 7.337565e-01 3.540367e-01
7.944794e-01 2.653863e-01 7.346137e-01 3.540367e-01
7.948795e-01 2.645297e-01 7.354703e-01 3.540367e-01
7.952795e-01 2.636736e-01 7.363264e-01 3.540367e-01
7.956796e-01 2.628182e-01 7.371818e-01 3.540367e-01
7.960796e-01 2.619632e-01 7.380368e-01 3.540367e-01
7.964796e-01 2.611089e-01 7.388911e-01 3.540367e-01
7.968797e-01 2.602552e-01 7.397448e-01 3.540367e-01
7.972797e-01 2.594020e-01 7.405980e-01 3.540367e-01
7.976798e-01 2.585494e-01 7.414506e-01 3.540367e-01
7.980798e-01 2.576974e-01 7.423026e-01 3.540367e-01
7.984798e-01 2.568460e-01 7.431540e-01 3.540367e-01
7.988799e-01 2.559953e-01 7.440047e-01 3.540367e-01
7.992799e-01 2.551451e-01 7.448549e-01 3.540367e-01
7.996800e-01 2.542956e-01 7.457044e-01 3.540367e-01
8.000800e-01 2.534467e-01 7.465533e-01 3.540367e-01
8.004800e-01 2.525984e-01 7.474016e-01 3.540367e-01
8.008801e-01 2.517507e-01 7.482493e-01 3.540367e-01
8.012801e-01 2.509037e-01 7.490963e-01 3.540367e-01
8.016802e-01 2.500573e-01 7.499427e-01 3.540367e-01
8.020802e-01 2.492116e-01 7.507884e-01 3.540367e-01
8.024802e-01 2.483666e-01 7.516334e-01 3.540367e-01
8.028803e-01 2.475222e-01 7.524778e-01 3.540367e-01
8.032803e-01 2.466784e-01 7.533216e-01 3.540367e-01
8.036804e-01 2.458354e-01 7.541646e-01 3.540367e-01
8.040804e-01 2.449930e-01 7.550070e-01 3.540367e-01
8.044804e-01 2.441513e-01 7.558487e-01 3.540367e-01
8.048805e-01 2.433103e-01 7.566897e-01 3.540367e-01
8.052805e-01 2.424699e-01 7.575301e-01 3.540367e-01
8.056806e-01 2.416303e-01 7.583697e-01 3.540367e-01
8.060806e-01 2.407914e-01 7.592086e-01 3.540367e-01
8.064806e-01 2.399532e-01 7.600468e-01 3.540367e-01
8.068807e-01 2.391157e-01 7.608843e-01 3.540367e-01
8.072807e-01 2.382789e-01 7.617211e-01 3.540367e-01
8.076808e-01 2.374428e-01 7.625572e-01 3.540367e-01
8.080808e-01 2.366075e-01 7.633925e-01 3.540367e-01
8.084808e-01 2.357729e-01 7.642271e-01 3.540367e-01
8.088809e-01 2.349390e-01 7.650610e-01 3.540367e-01
8.092809e-01 2.341059e-01 7.658941e-01 3.540367e-01
8.096810e-01 2.332735e-01 7.667265e-01 3.540367e-01
8.100810e-01 2.324419e-01 7.675581e-01 3.540367e-01
8.104810e-01 2.316111e-01 7.683889e-01 3.540367e-01
8.108811e-01 2.307810e-01 7.692190e-01 3.540367e-01
8.112811e-01 2.299517e-01 7.700483e-01 3.540367e-01
8.116812e-01 2.291232e-01 7.708768e-01 3.540367e-01
8.120812e-01 2.282954e-01 7.717046e-01 3.540367e-01
8.124812e-01 2.274684e-01 7.725316e-01 3.540367e-01
8.128813e-01 2.266423e-01 7.733577e-01 3.540367e-01
8.132813e-01 2.258169e-01 7.741831e-01 3.540367e-01
8.136814e-01 2.249923e-01 7.750077e-01 3.540367e-01
8.140814e-01 2.241685e-01 7.758315e-01 3.540367e-01
8.144814e-01 2.233456e-01 7.766544e-01 3.540367e-01
8.148815e-01 2.225234e-01 7.774766e-01 3.540367e-01
8.152815e-01 2.217021e-01 7.782979e-01 3.540367e-01
8.156816e-01 2.208816e-01 7.791184e-01 3.540367e-01
8.160816e-01 2.200619e-01 7.799381e-01 3.540367e-01
8.164816e-01 2.192431e-01 7.807569e-01 3.540367e-01
8.168817e-01 2.184251e-01 7.815749e-01 3.540367e-01
8.172817e-01 2.176080e-01 7.823920e-01 3.540367e-01
8.176818e-01 2.167917e-01 7.832083e-01 3.540367e-01
8.180818e-01 2.159763e-01 7.840237e-01 3.540367e-01
8.184818e-01 2.151617e-01 7.848383e-01 3.540367e-01
8.188819e-01 2.143480e-01 7.856520e-01 3.540367e-01
8.192819e-01 2.135352e-01 7.864648e-01 3.540367e-01
8.196820e-01 2.127233e-01 7.872767e-01 3.540367e-01
8.200820e-01 2.119122e-01 7.880878e-01 3.540367e-01
8.204820e-01 2.111021e-01 7.888979e-01 3.540367e-01
8.208821e-01 2.102928e-01 7.897072e-01 3.540367e-01
8.212821e-01 2.094844e-01 7.905156e-01 3.540367e-01
8.216822e-01 2.086770e-01 7.913230e-01 3.540367e-01
8.220822e-01 2.078704e-01 7.921296e-01 3.540367e-01
8.224822e-01 2.070647e-01 7.929353e-01 3.540367e-01
8.228823e-01 2.062600e-01 7.937400e-01 3.540367e-01
8.232823e-01 2.054562e-01 7.945438e-01 3.540367e-01
8.236824e-01 2.046533e-01 7.953467e-01 3.540367e-01
8.240824e-01 2.038514e-01 7.961486e-01 3.540367e-01
8.244824e-01 2.030504e-01 7.969496e-01 3.540367e-01
8.248825e-01 2.022503e-01 7.977497e-01 3.540367e-01
8.252825e-01 2.014512e-01 7.985488e-01 3.540367e-01
8.256826e-01 2.006531e-01 7.993469e-01 3.540367e-01
8.260826e-01 1.998559e-01 8.001441e-01 3.540367e-01
8.264826e-01 1.990596e-01 8.009404e-01 3.540367e-01
8.268827e-01 1.982644e-01 8.017356e-01 3.540367e-01
8.272827e-01 1.974701e-01 8.025299e-01 3.540367e-01
8.276828e-01 1.966768e-01 8.033232e-01 3.540367e-01
8.280828e-01 1.958845e-01 8.041155e-01 3.540367e-01
8.284828e-01 1.950931e-01 8.049069e-01 3.540367e-01
8.288829e-01 1.943028e-01 8.056972e-01 3.540367e-01
8.292829e-01 1.935134e-01 8.064866e-01 3.540367e-01
8.296830e-01 1.927251e-01 8.072749e-01 3.540367e-01
8.300830e-01 1.919378e-01 8.080622e-01 3.540367e-01
8.304830e-01 1.911514e-01 8.088486e-01 3.540367e-01
8.308831e-01 1.903661e-01 8.096339e-01 3.540367e-01
8.312831e-01 1.895819e-01 8.104181e-01 3.540367e-01
8.316832e-01 1.887986e-01 8.112014e-01 3.540367e-01
8.320832e-01 1.880164e-01 8.119836e-01 3.540367e-01
8.324832e-01 1.872352e-01 8.127648e-01 3.540367e-01
8.328833e-01 1.864551e-01 8.135449e-01 3.540367e-01
8.332833e-01 1.856760e-01 8.143240e-01 3.540367e-01
8.336834e-01 1.848979e-01 8.151021e-01 3.540367e-01
8.340834e-01 1.841210e-01 8.158790e-01 3.540367e-01
8.344834e-01 1.833451e-01 8.166549e-01 3.540367e-01
8.348835e-01 1.825702e-01 8.174298e-01 3.540367e-01
8.352835e-01 1.817964e-01 8.182036e-01 3.540367e-01
8.356836e-01 1.810237e-01 8.189763e-01 3.540367e-01
8.360836e-01 1.802521e-01 8.197479e-01 3.540367e-01
8.364836e-01 1.794816e-01 8.205184e-01 3.540367e-01
8.368837e-01 1.787121e-01 8.212879e-01 3.540367e-01
8.372837e-01 1.779438e-01 8.220562e-01 3.540367e-01
8.376838e-01 1.771766e-01 8.228234e-01 3.540367e-01
8.380838e-01 1.764104e-01 8.235896e-01 3.540367e-01
8.384838e-01 1.756454e-01 8.243546e-01 3.540367e-01
8.388839e-01 1.748815e-01 8.251185e-01 3.540367e-01
8.392839e-01 1.741187e-01 8.258813e-01 3.540367e-01
8.396840e-01 1.733570e-01 8.266430e-01 3.540367e-01
8.400840e-01 1.725965e-01 8.274035e-01 3.540367e-01
8.404840e-01 1.718371e-01 8.281629e-01 3.540367e-01
8.408841e-01 1.710788e-01 8.289212e-01 3.540367e-01
8.412841e-01 1.703217e-01 8.296783e-01 3.540367e-01
8.416842e-01 1.695657e-01 8.304343e-01 3.540367e-01
8.420842e-01 1.688109e-01 8.311891e-01 3.540367e-01
8.424842e-01 1.680573e-01 8.319427e-01 3.540367e-01
8.428843e-01 1.673048e-01 8.326952e-01 3.540367e-01
8.432843e-01 1.665534e-01 8.334466e-01 3.540367e-01
8.436844e-01 1.658033e-01 8.341967e-01 3.540367e-01
8.440844e-01 1.650543e-01 8.349457e-01 3.540367e-01
8.444844e-01 1.643065e-01 8.356935e-01 3.540367e-01
8.448845e-01 1.635599e-01 8.364401e-01 3.540367e-01
8.452845e-01 1.628145e-01 8.371855e-01 3.540367e-01
8.456846e-01 1.620702e-01 8.379298e-01 3.540367e-01
8.460846e-01 1.613272e-01 8.386728e-01 3.540367e-01
8.464846e-01 1.605854e-01 8.394146e-01 3.540367e-01
8.468847e-01 1.598448e-01 8.401552e-01 3.540367e-01
8.472847e-01 1.591054e-01 8.408946e-01 3.540367e-01
8.476848e-01 1.583672e-01 8.416328e-01 3.540367e-01
8.480848e-01 1.576303e-01 8.423697e-01 3.540367e-01
8.484848e-01 1.568945e-01 8.431055e-01 3.540367e-01
8.488849e-01 1.561600e-01 8.438400e-01 3.540367e-01
8.492849e-01 1.554268e-01 8.445732e-01 3.540367e-01
8.496850e-01 1.546948e-01 8.453052e-01 3.540367e-01
8.500850e-01 1.539640e-01 8.460360e-01 3.540367e-01
8.504850e-01 1.532345e-01 8.467655e-01 3.540367e-01
8.508851e-01 1.525062e-01 8.474938e-01 3.540367e-01
8.512851e-01 1.517792e-01 8.482208e-01 3.540367e-01
8.516852e-01 1.510535e-01 8.489465e-01 3.540367e-01
8.520852e-01 1.503290e-01 8.496710e-01 3.540367e-01
8.524852e-01 1.496058e-01 8.503942e-01 3.540367e-01
8.528853e-01 1.488839e-01 8.511161e-01 3.540367e-01
8.532853e-01 1.481633e-01 8.518367e-01 3.540367e-01
8.536854e-01 1.474439e-01 8.525561e-01 3.540367e-01
8.540854e-01 1.467259e-01 8.532741e-01 3.540367e-01
8.544854e-01 1.460091e-01 8.539909e-01 3.540367e-01
8.548855e-01 1.452936e-01 8.547064e-01 3.540367e-01
8.552855e-01 1.445795e-01 8.554205e-01 3.540367e-01
8.556856e-01 1.438666e-01 8.561334e-01 3.540367e-01
8.560856e-01 1.431551e-01 8.568449e-01 3.540367e-01
8.564856e-01 1.424449e-01 8.575551e-01 3.540367e-01
8.568857e-01 1.417360e-01 8.582640e-01 3.540367e-01
8.572857e-01 1.410284e-01 8.589716e-01 3.540367e-01
8.576858e-01 1.403222e-01 8.596778e-01 3.540367e-01
8.580858e-01 1.396173e-01 8.603827e-01 3.540367e-01
8.584858e-01 1.389138e-01 8.610862e-01 3.540367e-01
8.588859e-01 1.382116e-01 8.617884e-01 3.540367e-01
8.592859e-01 1.375107e-01 8.624893e-01 3.540367e-01
8.596860e-01 1.368112e-01 8.631888e-01 3.540367e-01
8.600860e-01 1.361130e-01 8.638870e-01 3.540367e-01
8.604860e-01 1.354163e-01 8.645837e-01 3.540367e-01
8.608861e-01 1.347208e-01 8.652792e-01 3.540367e-01
8.612861e-01 1.340268e-01 8.659732e-01 3.540367e-01
8.616862e-01 1.333341e-01 8.666659e-01 3.540367e-01
8.620862e-01 1.326428e-01 8.673572e-01 3.540367e-01
8.624862e-01 1.319529e-01 8.680471e-01 3.540367e-01
8.628863e-01 1.312644e-01 8.687356e-01 3.540367e-01
8.632863e-01 1.305773e-01 8.694227e-01 3.540367e-01
8.636864e-01 1.298916e-01 8.701084e-01 3.540367e-01
8.640864e-01 1.292072e-01 8.707928e-01 3.540367e-01
8.644864e-01 1.285243e-01 8.714757e-01 3.540367e-01
8.648865e-01 1.278428e-01 8.721572e-01 3.540367e-01
8.652865e-01 1.271627e-01 8.728373e-01 3.540367e-01
8.656866e-01 1.264840e-01 8.735160e-01 3.540367e-01
8.660866e-01 1.258068e-01 8.741932e-01 3.540367e-01
8.664866e-01 1.251309e-01 8.748691e-01 3.540367e-01
8.668867e-01 1.244565e-01 8.755435e-01 3.540367e-01
8.672867e-01 1.237836e-01 8.762164e-01 3.540367e-01
8.676868e-01 1.231120e-01 8.768880e-01 3.540367e-01
8.680868e-01 1.224420e-01 8.775580e-01 3.540367e-01
8.684868e-01 1.217733e-01 8.782267e-01 3.540367e-01
8.688869e-01 1.211061e-01 8.788939e-01 3.540367e-01
8.692869e-01 1.204404e-01 8.795596e-01 3.540367e-01
8.696870e-01 1.197762e-01 8.802238e-01 3.540367e-01
8.700870e-01 1.191134e-01 8.808866e-01 3.540367e-01
8.704870e-01 1.184520e-01 8.815480e-01 3.540367e-01
8.708871e-01 1.177922e-01 8.822078e-01 3.540367e-01
8.712871e-01 1.171338e-01 8.828662e-01 3.540367e-01
8.716872e-01 1.164769e-01 8.835231e-01 3.540367e-01
8.720872e-01 1.158215e-01 8.841785e-01 3.540367e-01
8.724872e-01 1.151675e-01 8.848325e-01 3.540367e-01
8.728873e-01 1.145151e-01 8.854849e-01 3.540367e-01
8.732873e-01 1.138642e-01 8.861358e-01 3.540367e-01
8.736874e-01 1.132147e-01 8.867853e-01 3.540367e-01
8.740874e-01 1.125668e-01 8.874332e-01 3.540367e-01
8.744874e-01 1.119204e-01 8.880796e-01 3.540367e-01
8.748875e-01 1.112755e-01 8.887245e-01 3.540367e-01
8.752875e-01 1.106321e-01 8.893679e-01 3.540367e-01
8.756876e-01 1.099902e-01 8.900098e-01 3.540367e-01
8.760876e-01 1.093499e-01 8.906501e-01 3.540367e-01
8.764876e-01 1.087111e-01 8.912889e-01 3.540367e-01
8.768877e-01 1.080738e-01 8.919262e-01 3.540367e-01
8.772877e-01 1.074381e-01 8.925619e-01 3.540367e-01
8.776878e-01 1.068039e-01 8.931961e-01 3.540367e-01
8.780878e-01 1.061712e-01 8.938288e-01 3.540367e-01
8.784878e-01 1.055401e-01 8.944599e-01 3.540367e-01
8.788879e-01 1.049106e-01 8.950894e-01 3.540367e-01
8.792879e-01 1.042826e-01 8.957174e-01 3.540367e-01
8.796880e-01 1.036562e-01 8.963438e-01 3.540367e-01
8.800880e-01 1.030313e-01 8.969687e-01 3.540367e-01
8.804880e-01 1.024080e-01 8.975920e-01 3.540367e-01
8.808881e-01 1.017863e-01 8.982137e-01 3.540367e-01
8.812881e-01 1.011662e-01 8.988338e-01 3.540367e-01
8.816882e-01 1.005476e-01 8.994524e-01 3.540367e-01
8.820882e-01 9.993062e-02 9.000694e-01 3.540367e-01
8.824882e-01 9.931523e-02 9.006848e-01 3.540367e-01
8.828883e-01 9.870144e-02 9.012986e-01 3.540367e-01
8.832883e-01 9.808924e-02 9.019108e-01 3.540367e-01
8.836884e-01 9.747864e-02 9.025214e-01 3.540367e-01
8.840884e-01 9.686964e-02 9.031304e-01 3.540367e-01
8.844884e-01 9.626225e-02 9.037377e-01 3.540367e-01
8.848885e-01 9.565647e-02 9.043435e-01 3.540367e-01
8.852885e-01 9.505231e-02 9.049477e-01 3.540367e-01
8.856886e-01 9.444977e-02 9.055502e-01 3.540367e-01
8.860886e-01 9.384885e-02 9.061511e-01 3.540367e-01
8.864886e-01 9.324956e-02 9.067504e-01 3.540367e-01
8.868887e-01 9.265190e-02 9.073481e-01 3.540367e-01
8.872887e-01 9.205587e-02 9.079441e-01 3.540367e-01
8.876888e-01 9.146148e-02 9.085385e-01 3.540367e-01
8.880888e-01 9.086873e-02 9.091313e-01 3.540367e-01
8.884888e-01 9.027763e-02 9.097224e-01 3.540367e-01
8.888889e-01 8.968817e-02 9.103118e-01 3.540367e-01
8.892889e-01 8.910037e-02 9.108996e-01 3.540367e-01
8.896890e-01 8.851422e-02 9.114858e-01 3.540367e-01
8.900890e-01 8.792974e-02 9.120703e-01 3.540367e-01
8.904890e-01 8.734692e-02 9.126531e-01 3.540367e-01
8.908891e-01 8.676576e-02 9.132342e-01 3.540367e-01
8.912891e-01 8.618628e-02 9.138137e-01 3.540367e-01
8.916892e-01 8.560847e-02 9.143915e-01 3.540367e-01
8.920892e-01 8.503234e-02 9.149677e-01 3.540367e-01
8.924892e-01 8.445789e-02 9.155421e-01 3.540367e-01
8.928893e-01 8.388513e-02 9.161149e-01 3.540367e-01
8.932893e-01 8.331405e-02 9.166859e-01 3.540367e-01
8.936894e-01 8.274467e-02 9.172553e-01 3.540367e-01
8.940894e-01 8.217698e-02 9.178230e-01 3.540367e-01
8.944894e-01 8.161100e-02 9.183890e-01 3.540367e-01
8.948895e-01 8.104671e-02 9.189533e-01 3.540367e-01
8.952895e-01 8.048414e-02 9.195159e-01 3.540367e-01
8.956896e-01 7.992327e-02 9.200767e-01 3.540367e-01
8.960896e-01 7.936412e-02 9.206359e-01 3.540367e-01
8.964896e-01 7.880668e-02 9.211933e-01 3.540367e-01
8.968897e-01 7.825097e-02 9.217490e-01 3.540367e-01
8.972897e-01 7.769697e-02 9.223030e-01 3.540367e-01
8.976898e-01 7.714471e-02 9.228553e-01 3.540367e-01
8.980898e-01 7.659418e-02 9.234058e-01 3.540367e-01
8.984898e-01 7.604538e-02 9.239546e-01 3.540367e-01
8.988899e-01 7.549832e-02 9.245017e-01 3.540367e-01
8.992899e-01 7.495300e-02 9.250470e-01 3.540367e-01
8.996900e-01 7.440943e-02 9.255906e-01 3.540367e-01
9.000900e-01 7.386760e-02 9.261324e-01 3.540367e-01
9.004900e-01 7.332753e-02 9.266725e-01 3.540367e-01
9.008901e-01 7.278921e-02 9.272108e-01 3.540367e-01
9.012901e-01 7.225265e-02 9.277474e-01 3.540367e-01
9.016902e-01 7.171785e-02 9.282821e-01 3.540367e-01
9.020902e-01 7.118482e-02 9.288152e-01 3.540367e-01
9.024902e-01 7.065355e-02 9.293464e-01 3.540367e-01
9.028903e-01 7.012406e-02 9.298759e-01 3.540367e-01
9.032903e-01 6.959634e-02 9.304037e-01 3.540367e-01
9.036904e-01 6.907040e-02 9.309296e-01 3.540367e-01
9.040904e-01 6.854624e-02 9.314538e-01 3.540367e-01
9.044904e-01 6.802386e-02 9.319761e-01 3.540367e-01
9.048905e-01 6.750328e-02 9.324967e-01 3.540367e-01
9.052905e-01 6.698448e-02 9.330155e-01 3.540367e-01
9.056906e-01 6.646748e-02 9.335325e-01 3.540367e-01
9.060906e-01 6.595228e-02 9.340477e-01 3.540367e-01
9.064906e-01 6.543887e-02 9.345611e-01 3.540367e-01
9.068907e-01 6.492728e-02 9.350727e-01 3.540367e-01
9.072907e-01 6.441749e-02 9.355825e-01 3.540367e-01
9.076908e-01 6.390951e-02 9.360905e-01 3.540367e-01
9.080908e-01 6.340334e-02 9.365967e-01 3.540367e-01
9.084908e-01 6.289899e-02 9.371010e-01 3.540367e-01
9.088909e-01 6.239646e-02 9.376035e-01 3.540367e-01
9.092909e-01 6.189576e-02 9.381042e-01 3.540367e-01
