t P_alpha_to_beta P_alpha_to_alpha 2sin2theta_cos2theta
1.058106e+00 8.576459e-02 9.142354e-01 3.540367e-01
1.058506e+00 8.604625e-02 9.139537e-01 3.540367e-01
1.058906e+00 8.632951e-02 9.136705e-01 3.540367e-01
1.059306e+00 8.661438e-02 9.133856e-01 3.540367e-01
1.059706e+00 8.690084e-02 9.130992e-01 3.540367e-01
1.060106e+00 8.718889e-02 9.128111e-01 3.540367e-01
1.060506e+00 8.747854e-02 9.125215e-01 3.540367e-01
1.060906e+00 8.776978e-02 9.122302e-01 3.540367e-01
1.061306e+00 8.806261e-02 9.119374e-01 3.540367e-01
1.061706e+00 8.835703e-02 9.116430e-01 3.540367e-01
1.062106e+00 8.865302e-02 9.113470e-01 3.540367e-01
1.062506e+00 8.895060e-02 9.110494e-01 3.540367e-01
1.062906e+00 8.924976e-02 9.107502e-01 3.540367e-01
1.063306e+00 8.955049e-02 9.104495e-01 3.540367e-01
1.063706e+00 8.985280e-02 9.101472e-01 3.540367e-01
1.064106e+00 9.015668e-02 9.098433e-01 3.540367e-01
1.064506e+00 9.046213e-02 9.095379e-01 3.540367e-01
1.064906e+00 9.076914e-02 9.092309e-01 3.540367e-01
1.065307e+00 9.107772e-02 9.089223e-01 3.540367e-01
1.065707e+00 9.138786e-02 9.086121e-01 3.540367e-01
1.066107e+00 9.169955e-02 9.083004e-01 3.540367e-01
1.066507e+00 9.201281e-02 9.079872e-01 3.540367e-01
1.066907e+00 9.232761e-02 9.076724e-01 3.540367e-01
1.067307e+00 9.264397e-02 9.073560e-01 3.540367e-01
1.067707e+00 9.296188e-02 9.070381e-01 3.540367e-01
1.068107e+00 9.328133e-02 9.067187e-01 3.540367e-01
1.068507e+00 9.360232e-02 9.063977e-01 3.540367e-01
1.068907e+00 9.392486e-02 9.060751e-01 3.540367e-01
1.069307e+00 9.424893e-02 9.057511e-01 3.540367e-01
1.069707e+00 9.457454e-02 9.054255e-01 3.540367e-01
1.070107e+00 9.490169e-02 9.050983e-01 3.540367e-01
1.070507e+00 9.523036e-02 9.047696e-01 3.540367e-01
1.070907e+00 9.556056e-02 9.044394e-01 3.540367e-01
1.071307e+00 9.589228e-02 9.041077e-01 3.540367e-01
1.071707e+00 9.622553e-02 9.037745e-01 3.540367e-01
1.072107e+00 9.656030e-02 9.034397e-01 3.540367e-01
1.072507e+00 9.689658e-02 9.031034e-01 3.540367e-01
1.072907e+00 9.723438e-02 9.027656e-01 3.540367e-01
1.073307e+00 9.757369e-02 9.024263e-01 3.540367e-01
1.073707e+00 9.791451e-02 9.020855e-01 3.540367e-01
1.074107e+00 9.825684e-02 9.017432e-01 3.540367e-01
1.074507e+00 9.860066e-02 9.013993e-01 3.540367e-01
1.074907e+00 9.894599e-02 9.010540e-01 3.540367e-01
1.075308e+00 9.929282e-02 9.007072e-01 3.540367e-01
1.075708e+00 9.964114e-02 9.003589e-01 3.540367e-01
1.076108e+00 9.999096e-02 9.000090e-01 3.540367e-01
1.076508e+00 1.003423e-01 8.996577e-01 3.540367e-01
1.076908e+00 1.006951e-01 8.993049e-01 3.540367e-01
1.077308e+00 1.010493e-01 8.989507e-01 3.540367e-01
1.077708e+00 1.014051e-01 8.985949e-01 3.540367e-01
1.078108e+00 1.017623e-01 8.982377e-01 3.540367e-01
1.078508e+00 1.021210e-01 8.978790e-01 3.540367e-01
1.078908e+00 1.024812e-01 8.975188e-01 3.540367e-01
1.079308e+00 1.028429e-01 8.971571e-01 3.540367e-01
1.079708e+00 1.032060e-01 8.967940e-01 3.540367e-01
1.080108e+00 1.035706e-01 8.964294e-01 3.540367e-01
1.080508e+00 1.039366e-01 8.960634e-01 3.540367e-01
1.080908e+00 1.043041e-01 8.956959e-01 3.540367e-01
1.081308e+00 1.046731e-01 8.953269e-01 3.540367e-01
1.081708e+00 1.050435e-01 8.949565e-01 3.540367e-01
1.082108e+00 1.054154e-01 8.945846e-01 3.540367e-01
1.082508e+00 1.057887e-01 8.942113e-01 3.540367e-01
1.082908e+00 1.061634e-01 8.938366e-01 3.540367e-01
1.083308e+00 1.065396e-01 8.934604e-01 3.540367e-01
1.083708e+00 1.069173e-01 8.930827e-01 3.540367e-01
1.084108e+00 1.072963e-01 8.927037e-01 3.540367e-01
1.084508e+00 1.076768e-01 8.923232e-01 3.540367e-01
1.084908e+00 1.080588e-01 8.919412e-01 3.540367e-01
1.085309e+00 1.084421e-01 8.915579e-01 3.540367e-01
1.085709e+00 1.088269e-01 8.911731e-01 3.540367e-01
1.086109e+00 1.092131e-01 8.907869e-01 3.540367e-01
1.086509e+00 1.096007e-01 8.903993e-01 3.540367e-01
1.086909e+00 1.099898e-01 8.900102e-01 3.540367e-01
1.087309e+00 1.103802e-01 8.896198e-01 3.540367e-01
1.087709e+00 1.107721e-01 8.892279e-01 3.540367e-01
1.088109e+00 1.111654e-01 8.888346e-01 3.540367e-01
1.088509e+00 1.115600e-01 8.884400e-01 3.540367e-01
1.088909e+00 1.119561e-01 8.880439e-01 3.540367e-01
1.089309e+00 1.123535e-01 8.876465e-01 3.540367e-01
1.089709e+00 1.127524e-01 8.872476e-01 3.540367e-01
1.090109e+00 1.131527e-01 8.868473e-01 3.540367e-01
1.090509e+00 1.135543e-01 8.864457e-01 3.540367e-01
1.090909e+00 1.139573e-01 8.860427e-01 3.540367e-01
1.091309e+00 1.143617e-01 8.856383e-01 3.540367e-01
1.091709e+00 1.147675e-01 8.852325e-01 3.540367e-01
1.092109e+00 1.151746e-01 8.848254e-01 3.540367e-01
1.092509e+00 1.155832e-01 8.844168e-01 3.540367e-01
1.092909e+00 1.159930e-01 8.840070e-01 3.540367e-01
1.093309e+00 1.164043e-01 8.835957e-01 3.540367e-01
1.093709e+00 1.168169e-01 8.831831e-01 3.540367e-01
1.094109e+00 1.172309e-01 8.827691e-01 3.540367e-01
1.094509e+00 1.176463e-01 8.823537e-01 3.540367e-01
1.094909e+00 1.180629e-01 8.819371e-01 3.540367e-01
1.095310e+00 1.184810e-01 8.815190e-01 3.540367e-01
1.095710e+00 1.189004e-01 8.810996e-01 3.540367e-01
1.096110e+00 1.193211e-01 8.806789e-01 3.540367e-01
1.096510e+00 1.197432e-01 8.802568e-01 3.540367e-01
1.096910e+00 1.201666e-01 8.798334e-01 3.540367e-01
1.097310e+00 1.205913e-01 8.794087e-01 3.540367e-01
1.097710e+00 1.210174e-01 8.789826e-01 3.540367e-01
1.098110e+00 1.214448e-01 8.785552e-01 3.540367e-01
1.098510e+00 1.218735e-01 8.781265e-01 3.540367e-01
1.098910e+00 1.223036e-01 8.776964e-01 3.540367e-01
1.099310e+00 1.227350e-01 8.772650e-01 3.540367e-01
1.099710e+00 1.231676e-01 8.768324e-01 3.540367e-01
1.100110e+00 1.236016e-01 8.763984e-01 3.540367e-01
1.100510e+00 1.240369e-01 8.759631e-01 3.540367e-01
1.100910e+00 1.244735e-01 8.755265e-01 3.540367e-01
1.101310e+00 1.249114e-01 8.750886e-01 3.540367e-01
1.101710e+00 1.253506e-01 8.746494e-01 3.540367e-01
1.102110e+00 1.257912e-01 8.742088e-01 3.540367e-01
1.102510e+00 1.262329e-01 8.737671e-01 3.540367e-01
1.102910e+00 1.266760e-01 8.733240e-01 3.540367e-01
1.103310e+00 1.271204e-01 8.728796e-01 3.540367e-01
1.103710e+00 1.275660e-01 8.724340e-01 3.540367e-01
1.104110e+00 1.280130e-01 8.719870e-01 3.540367e-01
1.104510e+00 1.284612e-01 8.715388e-01 3.540367e-01
1.104910e+00 1.289107e-01 8.710893e-01 3.540367e-01
1.105311e+00 1.293614e-01 8.706386e-01 3.540367e-01
1.105711e+00 1.298134e-01 8.701866e-01 3.540367e-01
1.106111e+00 1.302667e-01 8.697333e-01 3.540367e-01
1.106511e+00 1.307212e-01 8.692788e-01 3.540367e-01
1.106911e+00 1.311770e-01 8.688230e-01 3.540367e-01
1.107311e+00 1.316340e-01 8.683660e-01 3.540367e-01
1.107711e+00 1.320923e-01 8.679077e-01 3.540367e-01
1.108111e+00 1.325519e-01 8.674481e-01 3.540367e-01
1.108511e+00 1.330126e-01 8.669874e-01 3.540367e-01
1.108911e+00 1.334746e-01 8.665254e-01 3.540367e-01
1.109311e+00 1.339379e-01 8.660621e-01 3.540367e-01
1.109711e+00 1.344024e-01 8.655976e-01 3.540367e-01
1.110111e+00 1.348681e-01 8.651319e-01 3.540367e-01
1.110511e+00 1.353350e-01 8.646650e-01 3.540367e-01
1.110911e+00 1.358031e-01 8.641969e-01 3.540367e-01
1.111311e+00 1.362725e-01 8.637275e-01 3.540367e-01
1.111711e+00 1.367431e-01 8.632569e-01 3.540367e-01
1.112111e+00 1.372149e-01 8.627851e-01 3.540367e-01
1.112511e+00 1.376879e-01 8.623121e-01 3.540367e-01
1.112911e+00 1.381621e-01 8.618379e-01 3.540367e-01
1.113311e+00 1.386375e-01 8.613625e-01 3.540367e-01
1.113711e+00 1.391141e-01 8.608859e-01 3.540367e-01
1.114111e+00 1.395919e-01 8.604081e-01 3.540367e-01
1.114511e+00 1.400709e-01 8.599291e-01 3.540367e-01
1.114911e+00 1.405511e-01 8.594489e-01 3.540367e-01
1.115312e+00 1.410324e-01 8.589676e-01 3.540367e-01
1.115712e+00 1.415149e-01 8.584851e-01 3.540367e-01
1.116112e+00 1.419986e-01 8.580014e-01 3.540367e-01
1.116512e+00 1.424835e-01 8.575165e-01 3.540367e-01
1.116912e+00 1.429696e-01 8.570304e-01 3.540367e-01
1.117312e+00 1.434568e-01 8.565432e-01 3.540367e-01
1.117712e+00 1.439452e-01 8.560548e-01 3.540367e-01
1.118112e+00 1.444347e-01 8.555653e-01 3.540367e-01
1.118512e+00 1.449254e-01 8.550746e-01 3.540367e-01
1.118912e+00 1.454172e-01 8.545828e-01 3.540367e-01
1.119312e+00 1.459102e-01 8.540898e-01 3.540367e-01
1.119712e+00 1.464043e-01 8.535957e-01 3.540367e-01
1.120112e+00 1.468996e-01 8.531004e-01 3.540367e-01
1.120512e+00 1.473960e-01 8.526040e-01 3.540367e-01
1.120912e+00 1.478936e-01 8.521064e-01 3.540367e-01
1.121312e+00 1.483922e-01 8.516078e-01 3.540367e-01
1.121712e+00 1.488920e-01 8.511080e-01 3.540367e-01
1.122112e+00 1.493929e-01 8.506071e-01 3.540367e-01
1.122512e+00 1.498950e-01 8.501050e-01 3.540367e-01
1.122912e+00 1.503981e-01 8.496019e-01 3.540367e-01
1.123312e+00 1.509024e-01 8.490976e-01 3.540367e-01
1.123712e+00 1.514078e-01 8.485922e-01 3.540367e-01
1.124112e+00 1.519142e-01 8.480858e-01 3.540367e-01
1.124512e+00 1.524218e-01 8.475782e-01 3.540367e-01
1.124912e+00 1.529305e-01 8.470695e-01 3.540367e-01
1.125313e+00 1.534402e-01 8.465598e-01 3.540367e-01
1.125713e+00 1.539511e-01 8.460489e-01 3.540367e-01
1.126113e+00 1.544630e-01 8.455370e-01 3.540367e-01
1.126513e+00 1.549760e-01 8.450240e-01 3.540367e-01
1.126913e+00 1.554901e-01 8.445099e-01 3.540367e-01
1.127313e+00 1.560053e-01 8.439947e-01 3.540367e-01
1.127713e+00 1.565215e-01 8.434785e-01 3.540367e-01
1.128113e+00 1.570388e-01 8.429612e-01 3.540367e-01
1.128513e+00 1.575572e-01 8.424428e-01 3.540367e-01
1.128913e+00 1.580766e-01 8.419234e-01 3.540367e-01
1.129313e+00 1.585971e-01 8.414029e-01 3.540367e-01
1.129713e+00 1.591187e-01 8.408813e-01 3.540367e-01
1.130113e+00 1.596413e-01 8.403587e-01 3.540367e-01
1.130513e+00 1.601649e-01 8.398351e-01 3.540367e-01
1.130913e+00 1.606896e-01 8.393104e-01 3.540367e-01
1.131313e+00 1.612153e-01 8.387847e-01 3.540367e-01
1.131713e+00 1.617420e-01 8.382580e-01 3.540367e-01
1.132113e+00 1.622698e-01 8.377302e-01 3.540367e-01
1.132513e+00 1.627986e-01 8.372014e-01 3.540367e-01
1.132913e+00 1.633284e-01 8.366716e-01 3.540367e-01
1.133313e+00 1.638592e-01 8.361408e-01 3.540367e-01
1.133713e+00 1.643911e-01 8.356089e-01 3.540367e-01
1.134113e+00 1.649239e-01 8.350761e-01 3.540367e-01
1.134513e+00 1.654578e-01 8.345422e-01 3.540367e-01
1.134913e+00 1.659927e-01 8.340073e-01 3.540367e-01
1.135314e+00 1.665286e-01 8.334714e-01 3.540367e-01
1.135714e+00 1.670654e-01 8.329346e-01 3.540367e-01
1.136114e+00 1.676033e-01 8.323967e-01 3.540367e-01
1.136514e+00 1.681421e-01 8.318579e-01 3.540367e-01
1.136914e+00 1.686820e-01 8.313180e-01 3.540367e-01
1.137314e+00 1.692228e-01 8.307772e-01 3.540367e-01
1.137714e+00 1.697645e-01 8.302355e-01 3.540367e-01
1.138114e+00 1.703073e-01 8.296927e-01 3.540367e-01
1.138514e+00 1.708510e-01 8.291490e-01 3.540367e-01
1.138914e+00 1.713957e-01 8.286043e-01 3.540367e-01
1.139314e+00 1.719414e-01 8.280586e-01 3.540367e-01
1.139714e+00 1.724880e-01 8.275120e-01 3.540367e-01
1.140114e+00 1.730355e-01 8.269645e-01 3.540367e-01
1.140514e+00 1.735840e-01 8.264160e-01 3.540367e-01
1.140914e+00 1.741335e-01 8.258665e-01 3.540367e-01
1.141314e+00 1.746839e-01 8.253161e-01 3.540367e-01
1.141714e+00 1.752352e-01 8.247648e-01 3.540367e-01
1.142114e+00 1.757875e-01 8.242125e-01 3.540367e-01
1.142514e+00 1.763407e-01 8.236593e-01 3.540367e-01
1.142914e+00 1.768948e-01 8.231052e-01 3.540367e-01
1.143314e+00 1.774499e-01 8.225501e-01 3.540367e-01
1.143714e+00 1.780058e-01 8.219942e-01 3.540367e-01
1.144114e+00 1.785627e-01 8.214373e-01 3.540367e-01
1.144514e+00 1.791205e-01 8.208795e-01 3.540367e-01
1.144914e+00 1.796792e-01 8.203208e-01 3.540367e-01
1.145315e+00 1.802388e-01 8.197612e-01 3.540367e-01
1.145715e+00 1.807993e-01 8.192007e-01 3.540367e-01
1.146115e+00 1.813607e-01 8.186393e-01 3.540367e-01
1.146515e+00 1.819229e-01 8.180771e-01 3.540367e-01
1.146915e+00 1.824861e-01 8.175139e-01 3.540367e-01
1.147315e+00 1.830501e-01 8.169499e-01 3.540367e-01
1.147715e+00 1.836151e-01 8.163849e-01 3.540367e-01
1.148115e+00 1.841809e-01 8.158191e-01 3.540367e-01
1.148515e+00 1.847475e-01 8.152525e-01 3.540367e-01
1.148915e+00 1.853151e-01 8.146849e-01 3.540367e-01
1.149315e+00 1.858835e-01 8.141165e-01 3.540367e-01
1.149715e+00 1.864527e-01 8.135473e-01 3.540367e-01
1.150115e+00 1.870229e-01 8.129771e-01 3.540367e-01
1.150515e+00 1.875938e-01 8.124062e-01 3.540367e-01
1.150915e+00 1.881656e-01 8.118344e-01 3.540367e-01
1.151315e+00 1.887383e-01 8.112617e-01 3.540367e-01
1.151715e+00 1.893118e-01 8.106882e-01 3.540367e-01
1.152115e+00 1.898861e-01 8.101139e-01 3.540367e-01
1.152515e+00 1.904613e-01 8.095387e-01 3.540367e-01
1.152915e+00 1.910372e-01 8.089628e-01 3.540367e-01
1.153315e+00 1.916140e-01 8.083860e-01 3.540367e-01
1.153715e+00 1.921917e-01 8.078083e-01 3.540367e-01
1.154115e+00 1.927701e-01 8.072299e-01 3.540367e-01
1.154515e+00 1.933494e-01 8.066506e-01 3.540367e-01
1.154915e+00 1.939294e-01 8.060706e-01 3.540367e-01
1.155316e+00 1.945103e-01 8.054897e-01 3.540367e-01
1.155716e+00 1.950919e-01 8.049081e-01 3.540367e-01
1.156116e+00 1.956744e-01 8.043256e-01 3.540367e-01
1.156516e+00 1.962576e-01 8.037424e-01 3.540367e-01
1.156916e+00 1.968417e-01 8.031583e-01 3.540367e-01
1.157316e+00 1.974265e-01 8.025735e-01 3.540367e-01
1.157716e+00 1.980121e-01 8.019879e-01 3.540367e-01
1.158116e+00 1.985984e-01 8.014016e-01 3.540367e-01
1.158516e+00 1.991856e-01 8.008144e-01 3.540367e-01
1.158916e+00 1.997735e-01 8.002265e-01 3.540367e-01
1.159316e+00 2.003621e-01 7.996379e-01 3.540367e-01
1.159716e+00 2.009515e-01 7.990485e-01 3.540367e-01
1.160116e+00 2.015417e-01 7.984583e-01 3.540367e-01
1.160516e+00 2.021326e-01 7.978674e-01 3.540367e-01
1.160916e+00 2.027243e-01 7.972757e-01 3.540367e-01
1.161316e+00 2.033167e-01 7.966833e-01 3.540367e-01
1.161716e+00 2.039099e-01 7.960901e-01 3.540367e-01
1.162116e+00 2.045037e-01 7.954963e-01 3.540367e-01
1.162516e+00 2.050983e-01 7.949017e-01 3.540367e-01
1.162916e+00 2.056937e-01 7.943063e-01 3.540367e-01
1.163316e+00 2.062897e-01 7.937103e-01 3.540367e-01
1.163716e+00 2.068865e-01 7.931135e-01 3.540367e-01
1.164116e+00 2.074840e-01 7.925160e-01 3.540367e-01
1.164516e+00 2.080822e-01 7.919178e-01 3.540367e-01
1.164916e+00 2.086811e-01 7.913189e-01 3.540367e-01
1.165317e+00 2.092807e-01 7.907193e-01 3.540367e-01
1.165717e+00 2.098810e-01 7.901190e-01 3.540367e-01
1.166117e+00 2.104820e-01 7.895180e-01 3.540367e-01
1.166517e+00 2.110836e-01 7.889164e-01 3.540367e-01
1.166917e+00 2.116860e-01 7.883140e-01 3.540367e-01
1.167317e+00 2.122890e-01 7.877110e-01 3.540367e-01
1.167717e+00 2.128927e-01 7.871073e-01 3.540367e-01
1.168117e+00 2.134971e-01 7.865029e-01 3.540367e-01
1.168517e+00 2.141022e-01 7.858978e-01 3.540367e-01
1.168917e+00 2.147079e-01 7.852921e-01 3.540367e-01
1.169317e+00 2.153143e-01 7.846857e-01 3.540367e-01
1.169717e+00 2.159213e-01 7.840787e-01 3.540367e-01
1.170117e+00 2.165290e-01 7.834710e-01 3.540367e-01
1.170517e+00 2.171373e-01 7.828627e-01 3.540367e-01
1.170917e+00 2.177463e-01 7.822537e-01 3.540367e-01
1.171317e+00 2.183559e-01 7.816441e-01 3.540367e-01
1.171717e+00 2.189661e-01 7.810339e-01 3.540367e-01
1.172117e+00 2.195770e-01 7.804230e-01 3.540367e-01
1.172517e+00 2.201885e-01 7.798115e-01 3.540367e-01
1.172917e+00 2.208006e-01 7.791994e-01 3.540367e-01
1.173317e+00 2.214134e-01 7.785866e-01 3.540367e-01
1.173717e+00 2.220267e-01 7.779733e-01 3.540367e-01
1.174117e+00 2.226407e-01 7.773593e-01 3.540367e-01
1.174517e+00 2.232552e-01 7.767448e-01 3.540367e-01
1.174917e+00 2.238704e-01 7.761296e-01 3.540367e-01
1.175318e+00 2.244861e-01 7.755139e-01 3.540367e-01
1.175718e+00 2.251025e-01 7.748975e-01 3.540367e-01
1.176118e+00 2.257194e-01 7.742806e-01 3.540367e-01
1.176518e+00 2.263370e-01 7.736630e-01 3.540367e-01
1.176918e+00 2.269551e-01 7.730449e-01 3.540367e-01
1.177318e+00 2.275737e-01 7.724263e-01 3.540367e-01
1.177718e+00 2.281930e-01 7.718070e-01 3.540367e-01
1.178118e+00 2.288128e-01 7.711872e-01 3.540367e-01
1.178518e+00 2.294332e-01 7.705668e-01 3.540367e-01
1.178918e+00 2.300541e-01 7.699459e-01 3.540367e-01
1.179318e+00 2.306756e-01 7.693244e-01 3.540367e-01
1.179718e+00 2.312977e-01 7.687023e-01 3.540367e-01
1.180118e+00 2.319202e-01 7.680798e-01 3.540367e-01
1.180518e+00 2.325434e-01 7.674566e-01 3.540367e-01
1.180918e+00 2.331670e-01 7.668330e-01 3.540367e-01
1.181318e+00 2.337912e-01 7.662088e-01 3.540367e-01
1.181718e+00 2.344160e-01 7.655840e-01 3.540367e-01
1.182118e+00 2.350412e-01 7.649588e-01 3.540367e-01
1.182518e+00 2.356670e-01 7.643330e-01 3.540367e-01
1.182918e+00 2.362933e-01 7.637067e-01 3.540367e-01
1.183318e+00 2.369201e-01 7.630799e-01 3.540367e-01
1.183718e+00 2.375474e-01 7.624526e-01 3.540367e-01
1.184118e+00 2.381752e-01 7.618248e-01 3.540367e-01
1.184518e+00 2.388035e-01 7.611965e-01 3.540367e-01
1.184918e+00 2.394323e-01 7.605677e-01 3.540367e-01
1.185319e+00 2.400616e-01 7.599384e-01 3.540367e-01
1.185719e+00 2.406914e-01 7.593086e-01 3.540367e-01
1.186119e+00 2.413217e-01 7.586783e-01 3.540367e-01
1.186519e+00 2.419524e-01 7.580476e-01 3.540367e-01
1.186919e+00 2.425837e-01 7.574163e-01 3.540367e-01
1.187319e+00 2.432154e-01 7.567846e-01 3.540367e-01
1.187719e+00 2.438475e-01 7.561525e-01 3.540367e-01
1.188119e+00 2.444801e-01 7.555199e-01 3.540367e-01
1.188519e+00 2.451132e-01 7.548868e-01 3.540367e-01
1.188919e+00 2.457467e-01 7.542533e-01 3.540367e-01
1.189319e+00 2.463807e-01 7.536193e-01 3.540367e-01
1.189719e+00 2.470151e-01 7.529849e-01 3.540367e-01
1.190119e+00 2.476500e-01 7.523500e-01 3.540367e-01
1.190519e+00 2.482853e-01 7.517147e-01 3.540367e-01
1.190919e+00 2.489210e-01 7.510790e-01 3.540367e-01
1.191319e+00 2.495571e-01 7.504429e-01 3.540367e-01
1.191719e+00 2.501937e-01 7.498063e-01 3.540367e-01
1.192119e+00 2.508307e-01 7.491693e-01 3.540367e-01
1.192519e+00 2.514681e-01 7.485319e-01 3.540367e-01
1.192919e+00 2.521059e-01 7.478941e-01 3.540367e-01
1.193319e+00 2.527442e-01 7.472558e-01 3.540367e-01
1.193719e+00 2.533828e-01 7.466172e-01 3.540367e-01
1.194119e+00 2.540218e-01 7.459782e-01 3.540367e-01
1.194519e+00 2.546612e-01 7.453388e-01 3.540367e-01
1.194919e+00 2.553010e-01 7.446990e-01 3.540367e-01
1.195320e+00 2.559412e-01 7.440588e-01 3.540367e-01
1.195720e+00 2.565818e-01 7.434182e-01 3.540367e-01
1.196120e+00 2.572227e-01 7.427773e-01 3.540367e-01
1.196520e+00 2.578640e-01 7.421360e-01 3.540367e-01
1.196920e+00 2.585057e-01 7.414943e-01 3.540367e-01
1.197320e+00 2.591478e-01 7.408522e-01 3.540367e-01
1.197720e+00 2.597902e-01 7.402098e-01 3.540367e-01
1.198120e+00 2.604329e-01 7.395671e-01 3.540367e-01
1.198520e+00 2.610760e-01 7.389240e-01 3.540367e-01
1.198920e+00 2.617195e-01 7.382805e-01 3.540367e-01
1.199320e+00 2.623633e-01 7.376367e-01 3.540367e-01
1.199720e+00 2.630074e-01 7.369926e-01 3.540367e-01
1.200120e+00 2.636519e-01 7.363481e-01 3.540367e-01
1.200520e+00 2.642967e-01 7.357033e-01 3.540367e-01
1.200920e+00 2.649418e-01 7.350582e-01 3.540367e-01
1.201320e+00 2.655872e-01 7.344128e-01 3.540367e-01
1.201720e+00 2.662330e-01 7.337670e-01 3.540367e-01
1.202120e+00 2.668791e-01 7.331209e-01 3.540367e-01
1.202520e+00 2.675254e-01 7.324746e-01 3.540367e-01
1.202920e+00 2.681721e-01 7.318279e-01 3.540367e-01
1.203320e+00 2.688191e-01 7.311809e-01 3.540367e-01
1.203720e+00 2.694664e-01 7.305336e-01 3.540367e-01
1.204120e+00 2.701139e-01 7.298861e-01 3.540367e-01
1.204520e+00 2.707618e-01 7.292382e-01 3.540367e-01
1.204920e+00 2.714099e-01 7.285901e-01 3.540367e-01
1.205321e+00 2.720583e-01 7.279417e-01 3.540367e-01
1.205721e+00 2.727070e-01 7.272930e-01 3.540367e-01
1.206121e+00 2.733559e-01 7.266441e-01 3.540367e-01
1.206521e+00 2.740051e-01 7.259949e-01 3.540367e-01
1.206921e+00 2.746546e-01 7.253454e-01 3.540367e-01
1.207321e+00 2.753043e-01 7.246957e-01 3.540367e-01
1.207721e+00 2.759543e-01 7.240457e-01 3.540367e-01
1.208121e+00 2.766045e-01 7.233955e-01 3.540367e-01
1.208521e+00 2.772550e-01 7.227450e-01 3.540367e-01
1.208921e+00 2.779057e-01 7.220943e-01 3.540367e-01
1.209321e+00 2.785567e-01 7.214433e-01 3.540367e-01
1.209721e+00 2.792078e-01 7.207922e-01 3.540367e-01
1.210121e+00 2.798592e-01 7.201408e-01 3.540367e-01
1.210521e+00 2.805108e-01 7.194892e-01 3.540367e-01
1.210921e+00 2.811627e-01 7.188373e-01 3.540367e-01
1.211321e+00 2.818147e-01 7.181853e-01 3.540367e-01
1.211721e+00 2.824670e-01 7.175330e-01 3.540367e-01
1.212121e+00 2.831194e-01 7.168806e-01 3.540367e-01
1.212521e+00 2.837721e-01 7.162279e-01 3.540367e-01
1.212921e+00 2.844250e-01 7.155750e-01 3.540367e-01
1.213321e+00 2.850780e-01 7.149220e-01 3.540367e-01
1.213721e+00 2.857312e-01 7.142688e-01 3.540367e-01
1.214121e+00 2.863847e-01 7.136153e-01 3.540367e-01
1.214521e+00 2.870383e-01 7.129617e-01 3.540367e-01
1.214921e+00 2.876920e-01 7.123080e-01 3.540367e-01
1.215322e+00 2.883460e-01 7.116540e-01 3.540367e-01
1.215722e+00 2.890001e-01 7.109999e-01 3.540367e-01
1.216122e+00 2.896544e-01 7.103456e-01 3.540367e-01
1.216522e+00 2.903088e-01 7.096912e-01 3.540367e-01
1.216922e+00 2.909634e-01 7.090366e-01 3.540367e-01
1.217322e+00 2.916181e-01 7.083819e-01 3.540367e-01
1.217722e+00 2.922730e-01 7.077270e-01 3.540367e-01
1.218122e+00 2.929280e-01 7.070720e-01 3.540367e-01
1.218522e+00 2.935831e-01 7.064169e-01 3.540367e-01
1.218922e+00 2.942384e-01 7.057616e-01 3.540367e-01
1.219322e+00 2.948938e-01 7.051062e-01 3.540367e-01
1.219722e+00 2.955493e-01 7.044507e-01 3.540367e-01
1.220122e+00 2.962050e-01 7.037950e-01 3.540367e-01
1.220522e+00 2.968608e-01 7.031392e-01 3.540367e-01
1.220922e+00 2.975166e-01 7.024834e-01 3.540367e-01
1.221322e+00 2.981726e-01 7.018274e-01 3.540367e-01
1.221722e+00 2.988287e-01 7.011713e-01 3.540367e-01
1.222122e+00 2.994849e-01 7.005151e-01 3.540367e-01
1.222522e+00 3.001411e-01 6.998589e-01 3.540367e-01
1.222922e+00 3.007975e-01 6.992025e-01 3.540367e-01
1.223322e+00 3.014539e-01 6.985461e-01 3.540367e-01
1.223722e+00 3.021105e-01 6.978895e-01 3.540367e-01
1.224122e+00 3.027671e-01 6.972329e-01 3.540367e-01
1.224522e+00 3.034237e-01 6.965763e-01 3.540367e-01
1.224922e+00 3.040805e-01 6.959195e-01 3.540367e-01
1.225323e+00 3.047373e-01 6.952627e-01 3.540367e-01
1.225723e+00 3.053941e-01 6.946059e-01 3.540367e-01
1.226123e+00 3.060511e-01 6.939489e-01 3.540367e-01
1.226523e+00 3.067080e-01 6.932920e-01 3.540367e-01
1.226923e+00 3.073650e-01 6.926350e-01 3.540367e-01
1.227323e+00 3.080221e-01 6.919779e-01 3.540367e-01
1.227723e+00 3.086792e-01 6.913208e-01 3.540367e-01
1.228123e+00 3.093363e-01 6.906637e-01 3.540367e-01
1.228523e+00 3.099935e-01 6.900065e-01 3.540367e-01
1.228923e+00 3.106506e-01 6.893494e-01 3.540367e-01
1.229323e+00 3.113078e-01 6.886922e-01 3.540367e-01
1.229723e+00 3.119651e-01 6.880349e-01 3.540367e-01
1.230123e+00 3.126223e-01 6.873777e-01 3.540367e-01
1.230523e+00 3.132795e-01 6.867205e-01 3.540367e-01
1.230923e+00 3.139368e-01 6.860632e-01 3.540367e-01
1.231323e+00 3.145940e-01 6.854060e-01 3.540367e-01
1.231723e+00 3.152512e-01 6.847488e-01 3.540367e-01
1.232123e+00 3.159085e-01 6.840915e-01 3.540367e-01
