x real_part imag_part
-2.000000e+00 1.445104e-05 -4.339091e-05
-1.995749e+00 1.496060e-05 -4.423016e-05
-1.991498e+00 1.548528e-05 -4.508328e-05
-1.987247e+00 1.602547e-05 -4.595042e-05
-1.982996e+00 1.658158e-05 -4.683175e-05
-1.978745e+00 1.715401e-05 -4.772743e-05
-1.974494e+00 1.774317e-05 -4.863763e-05
-1.970243e+00 1.834949e-05 -4.956249e-05
-1.965991e+00 1.897341e-05 -5.050217e-05
-1.961740e+00 1.961536e-05 -5.145684e-05
-1.957489e+00 2.027581e-05 -5.242665e-05
-1.953238e+00 2.095521e-05 -5.341176e-05
-1.948987e+00 2.165404e-05 -5.441232e-05
-1.944736e+00 2.237277e-05 -5.542849e-05
-1.940485e+00 2.311191e-05 -5.646041e-05
-1.936234e+00 2.387196e-05 -5.750824e-05
-1.931983e+00 2.465342e-05 -5.857213e-05
-1.927732e+00 2.545683e-05 -5.965223e-05
-1.923481e+00 2.628273e-05 -6.074868e-05
-1.919230e+00 2.713165e-05 -6.186162e-05
-1.914979e+00 2.800416e-05 -6.299119e-05
-1.910728e+00 2.890083e-05 -6.413754e-05
-1.906477e+00 2.982223e-05 -6.530080e-05
-1.902226e+00 3.076897e-05 -6.648111e-05
-1.897974e+00 3.174164e-05 -6.767860e-05
-1.893723e+00 3.274087e-05 -6.889339e-05
-1.889472e+00 3.376728e-05 -7.012561e-05
-1.885221e+00 3.482152e-05 -7.137538e-05
-1.880970e+00 3.590424e-05 -7.264282e-05
-1.876719e+00 3.701611e-05 -7.392804e-05
-1.872468e+00 3.815782e-05 -7.523116e-05
-1.868217e+00 3.933005e-05 -7.655228e-05
-1.863966e+00 4.053352e-05 -7.789150e-05
-1.859715e+00 4.176894e-05 -7.924892e-05
-1.855464e+00 4.303706e-05 -8.062464e-05
-1.851213e+00 4.433863e-05 -8.201873e-05
-1.846962e+00 4.567440e-05 -8.343129e-05
-1.842711e+00 4.704516e-05 -8.486239e-05
-1.838460e+00 4.845170e-05 -8.631209e-05
-1.834209e+00 4.989484e-05 -8.778048e-05
-1.829957e+00 5.137539e-05 -8.926759e-05
-1.825706e+00 5.289419e-05 -9.077349e-05
-1.821455e+00 5.445211e-05 -9.229823e-05
-1.817204e+00 5.605000e-05 -9.384183e-05
-1.812953e+00 5.768876e-05 -9.540433e-05
-1.808702e+00 5.936929e-05 -9.698576e-05
-1.804451e+00 6.109251e-05 -9.858612e-05
-1.800200e+00 6.285935e-05 -1.002054e-04
-1.795949e+00 6.467077e-05 -1.018437e-04
-1.791698e+00 6.652773e-05 -1.035009e-04
-1.787447e+00 6.843123e-05 -1.051769e-04
-1.783196e+00 7.038227e-05 -1.068719e-04
-1.778945e+00 7.238186e-05 -1.085857e-04
-1.774694e+00 7.443105e-05 -1.103183e-04
-1.770443e+00 7.653089e-05 -1.120696e-04
-1.766192e+00 7.868246e-05 -1.138396e-04
-1.761940e+00 8.088686e-05 -1.156282e-04
-1.757689e+00 8.314519e-05 -1.174352e-04
-1.753438e+00 8.545858e-05 -1.192606e-04
-1.749187e+00 8.782819e-05 -1.211042e-04
-1.744936e+00 9.025519e-05 -1.229659e-04
-1.740685e+00 9.274075e-05 -1.248456e-04
-1.736434e+00 9.528610e-05 -1.267431e-04
-1.732183e+00 9.789245e-05 -1.286582e-04
-1.727932e+00 1.005611e-04 -1.305908e-04
-1.723681e+00 1.032932e-04 -1.325405e-04
-1.719430e+00 1.060901e-04 -1.345073e-04
-1.715179e+00 1.089532e-04 -1.364908e-04
-1.710928e+00 1.118836e-04 -1.384908e-04
-1.706677e+00 1.148829e-04 -1.405070e-04
-1.702426e+00 1.179523e-04 -1.425392e-04
-1.698175e+00 1.210933e-04 -1.445870e-04
-1.693923e+00 1.243073e-04 -1.466500e-04
-1.689672e+00 1.275956e-04 -1.487280e-04
-1.685421e+00 1.309598e-04 -1.508205e-04
-1.681170e+00 1.344013e-04 -1.529272e-04
-1.676919e+00 1.379216e-04 -1.550477e-04
-1.672668e+00 1.415223e-04 -1.571815e-04
-1.668417e+00 1.452048e-04 -1.593281e-04
-1.664166e+00 1.489708e-04 -1.614871e-04
-1.659915e+00 1.528218e-04 -1.636580e-04
-1.655664e+00 1.567594e-04 -1.658402e-04
-1.651413e+00 1.607853e-04 -1.680332e-04
-1.647162e+00 1.649011e-04 -1.702364e-04
-1.642911e+00 1.691085e-04 -1.724491e-04
-1.638660e+00 1.734091e-04 -1.746708e-04
-1.634409e+00 1.778048e-04 -1.769008e-04
-1.630158e+00 1.822972e-04 -1.791384e-04
-1.625906e+00 1.868881e-04 -1.813828e-04
-1.621655e+00 1.915792e-04 -1.836333e-04
-1.617404e+00 1.963725e-04 -1.858892e-04
-1.613153e+00 2.012697e-04 -1.881495e-04
-1.608902e+00 2.062727e-04 -1.904135e-04
-1.604651e+00 2.113834e-04 -1.926802e-04
-1.600400e+00 2.166036e-04 -1.949488e-04
-1.596149e+00 2.219353e-04 -1.972182e-04
-1.591898e+00 2.273805e-04 -1.994875e-04
-1.587647e+00 2.329410e-04 -2.017557e-04
-1.583396e+00 2.386190e-04 -2.040217e-04
-1.579145e+00 2.444163e-04 -2.062844e-04
-1.574894e+00 2.503350e-04 -2.085425e-04
-1.570643e+00 2.563773e-04 -2.107951e-04
-1.566392e+00 2.625451e-04 -2.130407e-04
-1.562141e+00 2.688406e-04 -2.152782e-04
-1.557889e+00 2.752659e-04 -2.175062e-04
-1.553638e+00 2.818232e-04 -2.197233e-04
-1.549387e+00 2.885145e-04 -2.219283e-04
-1.545136e+00 2.953422e-04 -2.241195e-04
-1.540885e+00 3.023083e-04 -2.262955e-04
-1.536634e+00 3.094152e-04 -2.284548e-04
-1.532383e+00 3.166650e-04 -2.305957e-04
-1.528132e+00 3.240602e-04 -2.327166e-04
-1.523881e+00 3.316028e-04 -2.348158e-04
-1.519630e+00 3.392953e-04 -2.368915e-04
-1.515379e+00 3.471400e-04 -2.389420e-04
-1.511128e+00 3.551392e-04 -2.409653e-04
-1.506877e+00 3.632953e-04 -2.429595e-04
-1.502626e+00 3.716107e-04 -2.449227e-04
-1.498375e+00 3.800878e-04 -2.468528e-04
-1.494124e+00 3.887290e-04 -2.487477e-04
-1.489872e+00 3.975368e-04 -2.506052e-04
-1.485621e+00 4.065135e-04 -2.524232e-04
-1.481370e+00 4.156617e-04 -2.541993e-04
-1.477119e+00 4.249838e-04 -2.559311e-04
-1.472868e+00 4.344824e-04 -2.576164e-04
-1.468617e+00 4.441600e-04 -2.592524e-04
-1.464366e+00 4.540191e-04 -2.608369e-04
-1.460115e+00 4.640622e-04 -2.623669e-04
-1.455864e+00 4.742919e-04 -2.638400e-04
-1.451613e+00 4.847107e-04 -2.652533e-04
-1.447362e+00 4.953213e-04 -2.666039e-04
-1.443111e+00 5.061262e-04 -2.678890e-04
-1.438860e+00 5.171280e-04 -2.691056e-04
-1.434609e+00 5.283293e-04 -2.702505e-04
-1.430358e+00 5.397328e-04 -2.713207e-04
-1.426107e+00 5.513410e-04 -2.723128e-04
-1.421855e+00 5.631566e-04 -2.732236e-04
