x real_part imag_part
-1.149787e+00 -2.876460e-04 1.336394e-05
-1.145536e+00 -2.902392e-04 1.357748e-05
-1.141285e+00 -2.928544e-04 1.378996e-05
-1.137034e+00 -2.954916e-04 1.400129e-05
-1.132783e+00 -2.981512e-04 1.421142e-05
-1.128532e+00 -3.008333e-04 1.442025e-05
-1.124281e+00 -3.035380e-04 1.462772e-05
-1.120030e+00 -3.062656e-04 1.483375e-05
-1.115779e+00 -3.090163e-04 1.503826e-05
-1.111528e+00 -3.117901e-04 1.524115e-05
-1.107277e+00 -3.145873e-04 1.544237e-05
-1.103026e+00 -3.174082e-04 1.564181e-05
-1.098775e+00 -3.202528e-04 1.583939e-05
-1.094524e+00 -3.231213e-04 1.603502e-05
-1.090273e+00 -3.260141e-04 1.622862e-05
-1.086022e+00 -3.289311e-04 1.642009e-05
-1.081770e+00 -3.318727e-04 1.660935e-05
-1.077519e+00 -3.348390e-04 1.679628e-05
-1.073268e+00 -3.378303e-04 1.698081e-05
-1.069017e+00 -3.408466e-04 1.716283e-05
-1.064766e+00 -3.438883e-04 1.734224e-05
-1.060515e+00 -3.469554e-04 1.751894e-05
-1.056264e+00 -3.500483e-04 1.769282e-05
-1.052013e+00 -3.531671e-04 1.786379e-05
-1.047762e+00 -3.563120e-04 1.803173e-05
-1.043511e+00 -3.594833e-04 1.819653e-05
-1.039260e+00 -3.626810e-04 1.835809e-05
-1.035009e+00 -3.659055e-04 1.851628e-05
-1.030758e+00 -3.691569e-04 1.867101e-05
-1.026507e+00 -3.724354e-04 1.882214e-05
-1.022256e+00 -3.757413e-04 1.896955e-05
-1.018005e+00 -3.790748e-04 1.911314e-05
-1.013753e+00 -3.824360e-04 1.925277e-05
-1.009502e+00 -3.858253e-04 1.938832e-05
-1.005251e+00 -3.892427e-04 1.951966e-05
-1.001000e+00 -3.926885e-04 1.964667e-05
-9.967492e-01 -3.961630e-04 1.976920e-05
-9.924981e-01 -3.996664e-04 1.988713e-05
-9.882471e-01 -4.031988e-04 2.000032e-05
-9.839960e-01 -4.067605e-04 2.010862e-05
-9.797449e-01 -4.103517e-04 2.021191e-05
-9.754939e-01 -4.139726e-04 2.031004e-05
-9.712428e-01 -4.176236e-04 2.040285e-05
-9.669917e-01 -4.213047e-04 2.049021e-05
-9.627407e-01 -4.250162e-04 2.057196e-05
-9.584896e-01 -4.287584e-04 2.064795e-05
-9.542386e-01 -4.325314e-04 2.071803e-05
-9.499875e-01 -4.363356e-04 2.078202e-05
-9.457364e-01 -4.401711e-04 2.083979e-05
-9.414854e-01 -4.440382e-04 2.089115e-05
-9.372343e-01 -4.479371e-04 2.093596e-05
-9.329832e-01 -4.518680e-04 2.097403e-05
-9.287322e-01 -4.558312e-04 2.100519e-05
-9.244811e-01 -4.598269e-04 2.102928e-05
-9.202301e-01 -4.638554e-04 2.104611e-05
-9.159790e-01 -4.679169e-04 2.105552e-05
-9.117279e-01 -4.720116e-04 2.105730e-05
-9.074769e-01 -4.761399e-04 2.105129e-05
-9.032258e-01 -4.803018e-04 2.103729e-05
-8.989747e-01 -4.844977e-04 2.101511e-05
-8.947237e-01 -4.887279e-04 2.098455e-05
-8.904726e-01 -4.929925e-04 2.094543e-05
-8.862216e-01 -4.972919e-04 2.089754e-05
-8.819705e-01 -5.016262e-04 2.084067e-05
-8.777194e-01 -5.059957e-04 2.077463e-05
-8.734684e-01 -5.104007e-04 2.069920e-05
-8.692173e-01 -5.148415e-04 2.061417e-05
-8.649662e-01 -5.193182e-04 2.051933e-05
-8.607152e-01 -5.238312e-04 2.041445e-05
-8.564641e-01 -5.283807e-04 2.029932e-05
-8.522131e-01 -5.329669e-04 2.017371e-05
-8.479620e-01 -5.375901e-04 2.003739e-05
-8.437109e-01 -5.422507e-04 1.989013e-05
-8.394599e-01 -5.469488e-04 1.973170e-05
-8.352088e-01 -5.516846e-04 1.956184e-05
-8.309577e-01 -5.564586e-04 1.938034e-05
-8.267067e-01 -5.612709e-04 1.918692e-05
-8.224556e-01 -5.661217e-04 1.898136e-05
-8.182046e-01 -5.710115e-04 1.876339e-05
-8.139535e-01 -5.759404e-04 1.853276e-05
-8.097024e-01 -5.809086e-04 1.828921e-05
-8.054514e-01 -5.859166e-04 1.803246e-05
-8.012003e-01 -5.909645e-04 1.776227e-05
-7.969492e-01 -5.960526e-04 1.747835e-05
-7.926982e-01 -6.011813e-04 1.718042e-05
-7.884471e-01 -6.063506e-04 1.686821e-05
-7.841960e-01 -6.115611e-04 1.654144e-05
-7.799450e-01 -6.168128e-04 1.619982e-05
-7.756939e-01 -6.221061e-04 1.584305e-05
-7.714429e-01 -6.274413e-04 1.547084e-05
-7.671918e-01 -6.328187e-04 1.508289e-05
-7.629407e-01 -6.382385e-04 1.467890e-05
-7.586897e-01 -6.437010e-04 1.425855e-05
-7.544386e-01 -6.492065e-04 1.382154e-05
-7.501875e-01 -6.547552e-04 1.336756e-05
-7.459365e-01 -6.603475e-04 1.289626e-05
-7.416854e-01 -6.659837e-04 1.240735e-05
-7.374344e-01 -6.716640e-04 1.190047e-05
-7.331833e-01 -6.773887e-04 1.137530e-05
-7.289322e-01 -6.831580e-04 1.083150e-05
-7.246812e-01 -6.889724e-04 1.026873e-05
-7.204301e-01 -6.948320e-04 9.686638e-06
-7.161790e-01 -7.007372e-04 9.084869e-06
-7.119280e-01 -7.066883e-04 8.463068e-06
-7.076769e-01 -7.126854e-04 7.820873e-06
-7.034259e-01 -7.187290e-04 7.157916e-06
-6.991748e-01 -7.248193e-04 6.473826e-06
-6.949237e-01 -7.309566e-04 5.768225e-06
-6.906727e-01 -7.371412e-04 5.040733e-06
-6.864216e-01 -7.433734e-04 4.290962e-06
-6.821705e-01 -7.496534e-04 3.518519e-06
-6.779195e-01 -7.559816e-04 2.723010e-06
-6.736684e-01 -7.623583e-04 1.904030e-06
-6.694174e-01 -7.687837e-04 1.061173e-06
-6.651663e-01 -7.752582e-04 1.940269e-07
-6.609152e-01 -7.817820e-04 -6.978272e-07
-6.566642e-01 -7.883555e-04 -1.614812e-06
-6.524131e-01 -7.949788e-04 -2.557357e-06
-6.481620e-01 -8.016524e-04 -3.525895e-06
-6.439110e-01 -8.083766e-04 -4.520867e-06
-6.396599e-01 -8.151515e-04 -5.542717e-06
-6.354089e-01 -8.219775e-04 -6.591897e-06
-6.311578e-01 -8.288549e-04 -7.668863e-06
-6.269067e-01 -8.357840e-04 -8.774077e-06
-6.226557e-01 -8.427651e-04 -9.908008e-06
-6.184046e-01 -8.497985e-04 -1.107113e-05
-6.141535e-01 -8.568844e-04 -1.226392e-05
-6.099025e-01 -8.640232e-04 -1.348687e-05
-6.056514e-01 -8.712152e-04 -1.474046e-05
-6.014004e-01 -8.784606e-04 -1.602520e-05
-5.971493e-01 -8.857598e-04 -1.734159e-05
-5.928982e-01 -8.931130e-04 -1.869013e-05
-5.886472e-01 -9.005206e-04 -2.007136e-05
-5.843961e-01 -9.079828e-04 -2.148578e-05
-5.801450e-01 -9.154999e-04 -2.293392e-05
-5.758940e-01 -9.230722e-04 -2.441633e-05
-5.716429e-01 -9.307000e-04 -2.593354e-05
-5.673918e-01 -9.383836e-04 -2.748610e-05
-5.631408e-01 -9.461233e-04 -2.907457e-05
-5.588897e-01 -9.539193e-04 -3.069951e-05
-5.546387e-01 -9.617720e-04 -3.236148e-05
-5.503876e-01 -9.696816e-04 -3.406107e-05
-5.461365e-01 -9.776485e-04 -3.579884e-05
-5.418855e-01 -9.856729e-04 -3.757539e-05
-5.376344e-01 -9.937551e-04 -3.939132e-05
-5.333833e-01 -1.001895e-03 -4.124723e-05
-5.291323e-01 -1.010094e-03 -4.314372e-05
-5.248812e-01 -1.018351e-03 -4.508142e-05
-5.206302e-01 -1.026667e-03 -4.706094e-05
-5.163791e-01 -1.035043e-03 -4.908291e-05
-5.121280e-01 -1.043478e-03 -5.114798e-05
-5.078770e-01 -1.051972e-03 -5.325679e-05
-5.036259e-01 -1.060527e-03 -5.541000e-05
-4.993748e-01 -1.069142e-03 -5.760825e-05
-4.951238e-01 -1.077818e-03 -5.985222e-05
-4.908727e-01 -1.086554e-03 -6.214258e-05
-4.866217e-01 -1.095352e-03 -6.448002e-05
-4.823706e-01 -1.104210e-03 -6.686523e-05
-4.781195e-01 -1.113131e-03 -6.929889e-05
-4.738685e-01 -1.122113e-03 -7.178173e-05
-4.696174e-01 -1.131158e-03 -7.431445e-05
-4.653663e-01 -1.140265e-03 -7.689777e-05
-4.611153e-01 -1.149435e-03 -7.953242e-05
-4.568642e-01 -1.158668e-03 -8.221915e-05
-4.526132e-01 -1.167963e-03 -8.495868e-05
-4.483621e-01 -1.177323e-03 -8.775179e-05
-4.441110e-01 -1.186746e-03 -9.059922e-05
-4.398600e-01 -1.196233e-03 -9.350176e-05
-4.356089e-01 -1.205784e-03 -9.646017e-05
-4.313578e-01 -1.215400e-03 -9.947524e-05
-4.271068e-01 -1.225080e-03 -1.025478e-04
-4.228557e-01 -1.234825e-03 -1.056786e-04
-4.186047e-01 -1.244635e-03 -1.088684e-04
-4.143536e-01 -1.254511e-03 -1.121182e-04
-4.101025e-01 -1.264452e-03 -1.154287e-04
-4.058515e-01 -1.274459e-03 -1.188007e-04
-4.016004e-01 -1.284532e-03 -1.222351e-04
-3.973493e-01 -1.294671e-03 -1.257328e-04
-3.930983e-01 -1.304877e-03 -1.292947e-04
-3.888472e-01 -1.315149e-03 -1.329215e-04
-3.845961e-01 -1.325488e-03 -1.366142e-04
-3.803451e-01 -1.335894e-03 -1.403737e-04
-3.760940e-01 -1.346368e-03 -1.442008e-04
-3.718430e-01 -1.356909e-03 -1.480966e-04
-3.675919e-01 -1.367518e-03 -1.520618e-04
-3.633408e-01 -1.378194e-03 -1.560975e-04
-3.590898e-01 -1.388938e-03 -1.602045e-04
-3.548387e-01 -1.399751e-03 -1.643838e-04
-3.505876e-01 -1.410632e-03 -1.686364e-04
