x prob_density
-1.295324e-01 1.859520e-06
-1.252813e-01 1.882525e-06
-1.210303e-01 1.905802e-06
-1.167792e-01 1.929354e-06
-1.125281e-01 1.953185e-06
-1.082771e-01 1.977298e-06
-1.040260e-01 2.001695e-06
-9.977494e-02 2.026381e-06
-9.552388e-02 2.051357e-06
-9.127282e-02 2.076628e-06
-8.702176e-02 2.102197e-06
-8.277069e-02 2.128067e-06
-7.851963e-02 2.154242e-06
-7.426857e-02 2.180725e-06
-7.001750e-02 2.207518e-06
-6.576644e-02 2.234627e-06
-6.151538e-02 2.262054e-06
-5.726432e-02 2.289803e-06
-5.301325e-02 2.317878e-06
-4.876219e-02 2.346281e-06
-4.451113e-02 2.375018e-06
-4.026007e-02 2.404090e-06
-3.600900e-02 2.433503e-06
-3.175794e-02 2.463261e-06
-2.750688e-02 2.493365e-06
-2.325581e-02 2.523822e-06
-1.900475e-02 2.554634e-06
-1.475369e-02 2.585806e-06
-1.050263e-02 2.617341e-06
-6.251563e-03 2.649244e-06
-2.000500e-03 2.681519e-06
2.250563e-03 2.714169e-06
6.501625e-03 2.747199e-06
1.075269e-02 2.780613e-06
1.500375e-02 2.814416e-06
1.925481e-02 2.848611e-06
2.350588e-02 2.883203e-06
2.775694e-02 2.918196e-06
3.200800e-02 2.953595e-06
3.625906e-02 2.989404e-06
4.051013e-02 3.025628e-06
4.476119e-02 3.062271e-06
4.901225e-02 3.099338e-06
5.326332e-02 3.136834e-06
5.751438e-02 3.174763e-06
6.176544e-02 3.213129e-06
6.601650e-02 3.251939e-06
7.026757e-02 3.291196e-06
7.451863e-02 3.330905e-06
7.876969e-02 3.371072e-06
8.302076e-02 3.411701e-06
8.727182e-02 3.452798e-06
9.152288e-02 3.494367e-06
9.577394e-02 3.536414e-06
1.000250e-01 3.578944e-06
1.042761e-01 3.621963e-06
1.085271e-01 3.665474e-06
1.127782e-01 3.709485e-06
1.170293e-01 3.754000e-06
1.212803e-01 3.799024e-06
1.255314e-01 3.844564e-06
1.297824e-01 3.890625e-06
1.340335e-01 3.937212e-06
1.382846e-01 3.984332e-06
1.425356e-01 4.031989e-06
1.467867e-01 4.080190e-06
1.510378e-01 4.128941e-06
1.552888e-01 4.178248e-06
1.595399e-01 4.228116e-06
1.637909e-01 4.278552e-06
1.680420e-01 4.329562e-06
1.722931e-01 4.381151e-06
1.765441e-01 4.433327e-06
1.807952e-01 4.486095e-06
1.850463e-01 4.539463e-06
1.892973e-01 4.593435e-06
1.935484e-01 4.648019e-06
1.977994e-01 4.703222e-06
2.020505e-01 4.759050e-06
2.063016e-01 4.815510e-06
2.105526e-01 4.872607e-06
2.148037e-01 4.930351e-06
2.190548e-01 4.988746e-06
2.233058e-01 5.047801e-06
2.275569e-01 5.107522e-06
2.318080e-01 5.167916e-06
