z rho_density
-4.644911e+00 1.443110e-33
-4.639910e+00 1.633606e-33
-4.634909e+00 1.849063e-33
-4.629907e+00 2.092727e-33
-4.624906e+00 2.368265e-33
-4.619905e+00 2.679813e-33
-4.614904e+00 3.032042e-33
-4.609902e+00 3.430225e-33
-4.604901e+00 3.880312e-33
-4.599900e+00 4.389018e-33
-4.594899e+00 4.963918e-33
-4.589897e+00 5.613561e-33
-4.584896e+00 6.347591e-33
-4.579895e+00 7.176886e-33
-4.574894e+00 8.113716e-33
-4.569892e+00 9.171917e-33
-4.564891e+00 1.036709e-32
-4.559890e+00 1.171684e-32
-4.554889e+00 1.324100e-32
-4.549887e+00 1.496193e-32
-4.544886e+00 1.690483e-32
-4.539885e+00 1.909813e-32
-4.534884e+00 2.157384e-32
-4.529882e+00 2.436805e-32
-4.524881e+00 2.752141e-32
-4.519880e+00 3.107972e-32
-4.514879e+00 3.509459e-32
-4.509877e+00 3.962414e-32
-4.504876e+00 4.473383e-32
-4.499875e+00 5.049740e-32
-4.494874e+00 5.699785e-32
-4.489872e+00 6.432868e-32
-4.484871e+00 7.259511e-32
-4.479870e+00 8.191562e-32
-4.474869e+00 9.242356e-32
-4.469867e+00 1.042690e-31
-4.464866e+00 1.176209e-31
-4.459865e+00 1.326693e-31
-4.454864e+00 1.496279e-31
-4.449862e+00 1.687376e-31
-4.444861e+00 1.902687e-31
-4.439860e+00 2.145259e-31
-4.434859e+00 2.418514e-31
-4.429857e+00 2.726302e-31
-4.424856e+00 3.072954e-31
-4.419855e+00 3.463338e-31
-4.414854e+00 3.902925e-31
-4.409852e+00 4.397867e-31
-4.404851e+00 4.955080e-31
-4.399850e+00 5.582334e-31
-4.394849e+00 6.288363e-31
-4.389847e+00 7.082980e-31
-4.384846e+00 7.977210e-31
-4.379845e+00 8.983439e-31
-4.374844e+00 1.011558e-30
-4.369842e+00 1.138927e-30
-4.364841e+00 1.282204e-30
-4.359840e+00 1.443362e-30
-4.354839e+00 1.624613e-30
-4.349837e+00 1.828442e-30
-4.344836e+00 2.057639e-30
-4.339835e+00 2.315334e-30
-4.334834e+00 2.605043e-30
-4.329832e+00 2.930708e-30
-4.324831e+00 3.296757e-30
-4.319830e+00 3.708156e-30
-4.314829e+00 4.170475e-30
-4.309827e+00 4.689967e-30
-4.304826e+00 5.273641e-30
-4.299825e+00 5.929363e-30
-4.294824e+00 6.665950e-30
-4.289822e+00 7.493294e-30
-4.284821e+00 8.422481e-30
-4.279820e+00 9.465944e-30
-4.274819e+00 1.063762e-29
-4.269817e+00 1.195313e-29
-4.264816e+00 1.342998e-29
-4.259815e+00 1.508779e-29
-4.254814e+00 1.694855e-29
-4.249812e+00 1.903690e-29
-4.244811e+00 2.138043e-29
-4.239810e+00 2.401006e-29
-4.234809e+00 2.696042e-29
-4.229807e+00 3.027030e-29
-4.224806e+00 3.398313e-29
-4.219805e+00 3.814755e-29
-4.214804e+00 4.281801e-29
-4.209802e+00 4.805549e-29
-4.204801e+00 5.392822e-29
-4.199800e+00 6.051260e-29
-4.194799e+00 6.789412e-29
-4.189797e+00 7.616845e-29
-4.184796e+00 8.544264e-29
-4.179795e+00 9.583648e-29
-4.174794e+00 1.074840e-28
-4.169792e+00 1.205350e-28
-4.164791e+00 1.351572e-28
-4.159790e+00 1.515381e-28
-4.154789e+00 1.698873e-28
-4.149787e+00 1.904394e-28
-4.144786e+00 2.134565e-28
-4.139785e+00 2.392315e-28
-4.134784e+00 2.680922e-28
-4.129782e+00 3.004045e-28
-4.124781e+00 3.365778e-28
-4.119780e+00 3.770691e-28
-4.114779e+00 4.223896e-28
-4.109777e+00 4.731098e-28
-4.104776e+00 5.298676e-28
-4.099775e+00 5.933752e-28
-4.094774e+00 6.644282e-28
-4.089772e+00 7.439149e-28
-4.084771e+00 8.328277e-28
-4.079770e+00 9.322741e-28
-4.074769e+00 1.043491e-27
-4.069767e+00 1.167859e-27
-4.064766e+00 1.306919e-27
-4.059765e+00 1.462392e-27
-4.054764e+00 1.636196e-27
-4.049762e+00 1.830473e-27
-4.044761e+00 2.047615e-27
-4.039760e+00 2.290285e-27
-4.034759e+00 2.561460e-27
-4.029757e+00 2.864457e-27
-4.024756e+00 3.202975e-27
-4.019755e+00 3.581141e-27
-4.014754e+00 4.003555e-27
-4.009752e+00 4.475349e-27
-4.004751e+00 5.002241e-27
-3.999750e+00 5.590607e-27
-3.994749e+00 6.247552e-27
-3.989747e+00 6.980997e-27
-3.984746e+00 7.799767e-27
-3.979745e+00 8.713696e-27
-3.974744e+00 9.733742e-27
-3.969742e+00 1.087211e-26
-3.964741e+00 1.214240e-26
-3.959740e+00 1.355975e-26
-3.954739e+00 1.514104e-26
-3.949737e+00 1.690503e-26
-3.944736e+00 1.887266e-26
-3.939735e+00 2.106720e-26
-3.934734e+00 2.351458e-26
-3.929732e+00 2.624364e-26
-3.924731e+00 2.928652e-26
-3.919730e+00 3.267893e-26
-3.914729e+00 3.646067e-26
-3.909727e+00 4.067599e-26
-3.904726e+00 4.537411e-26
-3.899725e+00 5.060982e-26
-3.894724e+00 5.644403e-26
-3.889722e+00 6.294451e-26
-3.884721e+00 7.018663e-26
-3.879720e+00 7.825417e-26
-3.874719e+00 8.724031e-26
-3.869717e+00 9.724864e-26
-3.864716e+00 1.083943e-25
-3.859715e+00 1.208053e-25
-3.854714e+00 1.346239e-25
-3.849712e+00 1.500082e-25
-3.844711e+00 1.671339e-25
-3.839710e+00 1.861961e-25
-3.834709e+00 2.074116e-25
-3.829707e+00 2.310215e-25
-3.824706e+00 2.572932e-25
-3.819705e+00 2.865239e-25
-3.814704e+00 3.190435e-25
-3.809702e+00 3.552185e-25
-3.804701e+00 3.954558e-25
-3.799700e+00 4.402070e-25
-3.794699e+00 4.899734e-25
-3.789697e+00 5.453116e-25
-3.784696e+00 6.068391e-25
-3.779695e+00 6.752413e-25
-3.774694e+00 7.512786e-25
-3.769692e+00 8.357948e-25
-3.764691e+00 9.297260e-25
-3.759690e+00 1.034110e-24
-3.754689e+00 1.150099e-24
-3.749687e+00 1.278970e-24
-3.744686e+00 1.422140e-24
-3.739685e+00 1.581177e-24
-3.734684e+00 1.757825e-24
-3.729682e+00 1.954012e-24
-3.724681e+00 2.171878e-24
-3.719680e+00 2.413794e-24
-3.714679e+00 2.682389e-24
-3.709677e+00 2.980573e-24
-3.704676e+00 3.311574e-24
-3.699675e+00 3.678966e-24
-3.694674e+00 4.086709e-24
-3.689672e+00 4.539188e-24
-3.684671e+00 5.041263e-24
-3.679670e+00 5.598312e-24
-3.674669e+00 6.216293e-24
-3.669667e+00 6.901802e-24
-3.664666e+00 7.662141e-24
-3.659665e+00 8.505393e-24
-3.654664e+00 9.440505e-24
-3.649662e+00 1.047738e-23
-3.644661e+00 1.162698e-23
-3.639660e+00 1.290142e-23
-3.634659e+00 1.431413e-23
-3.629657e+00 1.587994e-23
-3.624656e+00 1.761527e-23
-3.619655e+00 1.953829e-23
-3.614654e+00 2.166907e-23
-3.609652e+00 2.402983e-23
-3.604651e+00 2.664512e-23
-3.599650e+00 2.954210e-23
-3.594649e+00 3.275078e-23
-3.589647e+00 3.630434e-23
-3.584646e+00 4.023945e-23
-3.579645e+00 4.459664e-23
-3.574644e+00 4.942070e-23
-3.569642e+00 5.476111e-23
-3.564641e+00 6.067254e-23
-3.559640e+00 6.721540e-23
-3.554639e+00 7.445639e-23
-3.549637e+00 8.246920e-23
-3.544636e+00 9.133521e-23
-3.539635e+00 1.011443e-22
-3.534634e+00 1.119956e-22
-3.529632e+00 1.239987e-22
-3.524631e+00 1.372746e-22
-3.519630e+00 1.519566e-22
-3.514629e+00 1.681922e-22
-3.509627e+00 1.861438e-22
-3.504626e+00 2.059909e-22
-3.499625e+00 2.279313e-22
-3.494624e+00 2.521835e-22
-3.489622e+00 2.789882e-22
-3.484621e+00 3.086112e-22
-3.479620e+00 3.413455e-22
-3.474619e+00 3.775142e-22
-3.469617e+00 4.174736e-22
-3.464616e+00 4.616165e-22
-3.459615e+00 5.103760e-22
-3.454614e+00 5.642296e-22
-3.449612e+00 6.237033e-22
-3.444611e+00 6.893771e-22
-3.439610e+00 7.618900e-22
-3.434609e+00 8.419461e-22
-3.429607e+00 9.303213e-22
-3.424606e+00 1.027870e-21
-3.419605e+00 1.135534e-21
-3.414604e+00 1.254350e-21
-3.409602e+00 1.385459e-21
-3.404601e+00 1.530120e-21
-3.399600e+00 1.689717e-21
-3.394599e+00 1.865773e-21
-3.389597e+00 2.059968e-21
-3.384596e+00 2.274148e-21
-3.379595e+00 2.510346e-21
-3.374594e+00 2.770799e-21
-3.369592e+00 3.057969e-21
-3.364591e+00 3.374565e-21
-3.359590e+00 3.723566e-21
-3.354589e+00 4.108252e-21
-3.349587e+00 4.532226e-21
-3.344586e+00 4.999456e-21
-3.339585e+00 5.514302e-21
-3.334584e+00 6.081559e-21
-3.329582e+00 6.706501e-21
-3.324581e+00 7.394923e-21
-3.319580e+00 8.153196e-21
-3.314579e+00 8.988326e-21
-3.309577e+00 9.908007e-21
-3.304576e+00 1.092070e-20
-3.299575e+00 1.203569e-20
-3.294574e+00 1.326321e-20
-3.289572e+00 1.461445e-20
-3.284571e+00 1.610175e-20
-3.279570e+00 1.773864e-20
-3.274569e+00 1.953998e-20
-3.269567e+00 2.152210e-20
-3.264566e+00 2.370291e-20
-3.259565e+00 2.610210e-20
-3.254564e+00 2.874126e-20
-3.249562e+00 3.164409e-20
-3.244561e+00 3.483664e-20
-3.239560e+00 3.834744e-20
-3.234559e+00 4.220785e-20
-3.229557e+00 4.645223e-20
-3.224556e+00 5.111833e-20
-3.219555e+00 5.624751e-20
-3.214554e+00 6.188517e-20
-3.209552e+00 6.808108e-20
-3.204551e+00 7.488985e-20
-3.199550e+00 8.237133e-20
-3.194549e+00 9.059116e-20
-3.189547e+00 9.962130e-20
-3.184546e+00 1.095406e-19
-3.179545e+00 1.204356e-19
-3.174544e+00 1.324009e-19
-3.169542e+00 1.455405e-19
-3.164541e+00 1.599681e-19
-3.159540e+00 1.758083e-19
-3.154539e+00 1.931978e-19
-3.149537e+00 2.122861e-19
-3.144536e+00 2.332370e-19
-3.139535e+00 2.562300e-19
-3.134534e+00 2.814616e-19
-3.129532e+00 3.091470e-19
-3.124531e+00 3.395216e-19
-3.119530e+00 3.728434e-19
-3.114529e+00 4.093946e-19
-3.109527e+00 4.494842e-19
-3.104526e+00 4.934502e-19
-3.099525e+00 5.416626e-19
-3.094524e+00 5.945262e-19
-3.089522e+00 6.524838e-19
-3.084521e+00 7.160200e-19
-3.079520e+00 7.856645e-19
-3.074519e+00 8.619971e-19
-3.069517e+00 9.456513e-19
-3.064516e+00 1.037320e-18
-3.059515e+00 1.137762e-18
-3.054514e+00 1.247804e-18
-3.049512e+00 1.368353e-18
-3.044511e+00 1.500398e-18
-3.039510e+00 1.645021e-18
-3.034509e+00 1.803404e-18
-3.029507e+00 1.976839e-18
-3.024506e+00 2.166737e-18
-3.019505e+00 2.374639e-18
-3.014504e+00 2.602230e-18
-3.009502e+00 2.851349e-18
-3.004501e+00 3.124005e-18
-2.999500e+00 3.422391e-18
-2.994499e+00 3.748903e-18
-2.989497e+00 4.106155e-18
-2.984496e+00 4.497003e-18
-2.979495e+00 4.924562e-18
-2.974494e+00 5.392232e-18
-2.969492e+00 5.903727e-18
-2.964491e+00 6.463095e-18
-2.959490e+00 7.074756e-18
-2.954489e+00 7.743529e-18
-2.949487e+00 8.474676e-18
-2.944486e+00 9.273931e-18
-2.939485e+00 1.014755e-17
-2.934484e+00 1.110236e-17
-2.929482e+00 1.214579e-17
-2.924481e+00 1.328597e-17
-2.919480e+00 1.453172e-17
-2.914479e+00 1.589269e-17
-2.909477e+00 1.737939e-17
-2.904476e+00 1.900327e-17
-2.899475e+00 2.077680e-17
-2.894474e+00 2.271358e-17
-2.889472e+00 2.482843e-17
-2.884471e+00 2.713747e-17
-2.879470e+00 2.965830e-17
-2.874469e+00 3.241005e-17
-2.869467e+00 3.541358e-17
-2.864466e+00 3.869158e-17
-2.859465e+00 4.226879e-17
-2.854464e+00 4.617211e-17
-2.849462e+00 5.043085e-17
-2.844461e+00 5.507690e-17
-2.839460e+00 6.014497e-17
-2.834459e+00 6.567283e-17
-2.829457e+00 7.170159e-17
-2.824456e+00 7.827596e-17
-2.819455e+00 8.544462e-17
-2.814454e+00 9.326048e-17
-2.809452e+00 1.017811e-16
-2.804451e+00 1.110691e-16
-2.799450e+00 1.211926e-16
-2.794449e+00 1.322256e-16
-2.789447e+00 1.442486e-16
-2.784446e+00 1.573491e-16
-2.779445e+00 1.716222e-16
-2.774444e+00 1.871713e-16
-2.769442e+00 2.041088e-16
-2.764441e+00 2.225568e-16
-2.759440e+00 2.426480e-16
-2.754439e+00 2.645264e-16
-2.749437e+00 2.883487e-16
-2.744436e+00 3.142850e-16
-2.739435e+00 3.425200e-16
-2.734434e+00 3.732542e-16
-2.729432e+00 4.067057e-16
-2.724431e+00 4.431108e-16
-2.719430e+00 4.827264e-16
-2.714429e+00 5.258312e-16
-2.709427e+00 5.727279e-16
-2.704426e+00 6.237448e-16
-2.699425e+00 6.792383e-16
-2.694424e+00 7.395950e-16
-2.689422e+00 8.052346e-16
-2.684421e+00 8.766122e-16
-2.679420e+00 9.542216e-16
-2.674419e+00 1.038598e-15
-2.669417e+00 1.130323e-15
-2.664416e+00 1.230025e-15
-2.659415e+00 1.338389e-15
-2.654414e+00 1.456153e-15
-2.649412e+00 1.584121e-15
-2.644411e+00 1.723164e-15
-2.639410e+00 1.874223e-15
-2.634409e+00 2.038321e-15
-2.629407e+00 2.216565e-15
-2.624406e+00 2.410155e-15
-2.619405e+00 2.620391e-15
-2.614404e+00 2.848682e-15
-2.609402e+00 3.096552e-15
-2.604401e+00 3.365653e-15
-2.599400e+00 3.657775e-15
-2.594399e+00 3.974855e-15
-2.589397e+00 4.318990e-15
-2.584396e+00 4.692451e-15
-2.579395e+00 5.097696e-15
-2.574394e+00 5.537384e-15
-2.569392e+00 6.014397e-15
-2.564391e+00 6.531848e-15
-2.559390e+00 7.093110e-15
-2.554389e+00 7.701831e-15
-2.549387e+00 8.361956e-15
-2.544386e+00 9.077753e-15
-2.539385e+00 9.853840e-15
-2.534384e+00 1.069521e-14
-2.529382e+00 1.160726e-14
-2.524381e+00 1.259583e-14
-2.519380e+00 1.366722e-14
-2.514379e+00 1.482827e-14
-2.509377e+00 1.608634e-14
-2.504376e+00 1.744941e-14
-2.499375e+00 1.892609e-14
-2.494374e+00 2.052569e-14
-2.489372e+00 2.225825e-14
-2.484371e+00 2.413465e-14
-2.479370e+00 2.616662e-14
-2.474369e+00 2.836683e-14
-2.469367e+00 3.074898e-14
-2.464366e+00 3.332784e-14
-2.459365e+00 3.611938e-14
-2.454364e+00 3.914083e-14
-2.449362e+00 4.241079e-14
-2.444361e+00 4.594934e-14
-2.439360e+00 4.977817e-14
-2.434359e+00 5.392065e-14
-2.429357e+00 5.840203e-14
-2.424356e+00 6.324955e-14
-2.419355e+00 6.849258e-14
-2.414354e+00 7.416281e-14
-2.409352e+00 8.029445e-14
-2.404351e+00 8.692436e-14
-2.399350e+00 9.409230e-14
-2.394349e+00 1.018411e-13
-2.389347e+00 1.102171e-13
-2.384346e+00 1.192701e-13
-2.379345e+00 1.290537e-13
-2.374344e+00 1.396260e-13
-2.369342e+00 1.510493e-13
-2.364341e+00 1.633908e-13
-2.359340e+00 1.767230e-13
-2.354339e+00 1.911240e-13
-2.349337e+00 2.066779e-13
-2.344336e+00 2.234753e-13
-2.339335e+00 2.416137e-13
-2.334334e+00 2.611983e-13
-2.329332e+00 2.823421e-13
-2.324331e+00 3.051670e-13
-2.319330e+00 3.298042e-13
-2.314329e+00 3.563947e-13
-2.309327e+00 3.850908e-13
-2.304326e+00 4.160558e-13
-2.299325e+00 4.494657e-13
-2.294324e+00 4.855101e-13
-2.289322e+00 5.243926e-13
-2.284321e+00 5.663325e-13
-2.279320e+00 6.115656e-13
-2.274319e+00 6.603455e-13
-2.269317e+00 7.129450e-13
-2.264316e+00 7.696573e-13
-2.259315e+00 8.307980e-13
-2.254314e+00 8.967061e-13
-2.249312e+00 9.677461e-13
-2.244311e+00 1.044310e-12
-2.239310e+00 1.126818e-12
-2.234309e+00 1.215724e-12
-2.229307e+00 1.311514e-12
-2.224306e+00 1.414709e-12
-2.219305e+00 1.525873e-12
-2.214304e+00 1.645606e-12
-2.209302e+00 1.774558e-12
-2.204301e+00 1.913424e-12
-2.199300e+00 2.062950e-12
-2.194299e+00 2.223939e-12
-2.189297e+00 2.397252e-12
-2.184296e+00 2.583813e-12
-2.179295e+00 2.784614e-12
-2.174294e+00 3.000722e-12
-2.169292e+00 3.233278e-12
-2.164291e+00 3.483509e-12
-2.159290e+00 3.752731e-12
-2.154289e+00 4.042357e-12
-2.149287e+00 4.353900e-12
-2.144286e+00 4.688985e-12
-2.139285e+00 5.049354e-12
-2.134284e+00 5.436877e-12
-2.129282e+00 5.853556e-12
-2.124281e+00 6.301540e-12
-2.119280e+00 6.783131e-12
-2.114279e+00 7.300799e-12
-2.109277e+00 7.857188e-12
-2.104276e+00 8.455135e-12
-2.099275e+00 9.097678e-12
-2.094274e+00 9.788074e-12
-2.089272e+00 1.052981e-11
-2.084271e+00 1.132662e-11
-2.079270e+00 1.218251e-11
-2.074269e+00 1.310177e-11
-2.069267e+00 1.408899e-11
-2.064266e+00 1.514908e-11
-2.059265e+00 1.628731e-11
-2.054264e+00 1.750931e-11
-2.049262e+00 1.882111e-11
-2.044261e+00 2.022917e-11
-2.039260e+00 2.174041e-11
-2.034259e+00 2.336221e-11
-2.029257e+00 2.510248e-11
-2.024256e+00 2.696969e-11
-2.019255e+00 2.897291e-11
-2.014254e+00 3.112180e-11
-2.009252e+00 3.342674e-11
-2.004251e+00 3.589880e-11
-1.999250e+00 3.854983e-11
-1.994249e+00 4.139249e-11
-1.989247e+00 4.444034e-11
-1.984246e+00 4.770784e-11
-1.979245e+00 5.121048e-11
-1.974244e+00 5.496478e-11
-1.969242e+00 5.898842e-11
-1.964241e+00 6.330029e-11
-1.959240e+00 6.792055e-11
-1.954239e+00 7.287077e-11
-1.949237e+00 7.817397e-11
-1.944236e+00 8.385473e-11
-1.939235e+00 8.993932e-11
-1.934234e+00 9.645578e-11
-1.929232e+00 1.034341e-10
-1.924231e+00 1.109061e-10
-1.919230e+00 1.189061e-10
-1.914229e+00 1.274704e-10
-1.909227e+00 1.366378e-10
-1.904226e+00 1.464500e-10
-1.899225e+00 1.569511e-10
-1.894224e+00 1.681884e-10
-1.889222e+00 1.802123e-10
-1.884221e+00 1.930765e-10
-1.879220e+00 2.068383e-10
-1.874219e+00 2.215588e-10
-1.869217e+00 2.373033e-10
-1.864216e+00 2.541413e-10
-1.859215e+00 2.721469e-10
-1.854214e+00 2.913990e-10
-1.849212e+00 3.119818e-10
-1.844211e+00 3.339852e-10
-1.839210e+00 3.575047e-10
-1.834209e+00 3.826423e-10
-1.829207e+00 4.095065e-10
-1.824206e+00 4.382130e-10
-1.819205e+00 4.688849e-10
-1.814204e+00 5.016537e-10
-1.809202e+00 5.366588e-10
-1.804201e+00 5.740494e-10
-1.799200e+00 6.139836e-10
-1.794199e+00 6.566304e-10
-1.789197e+00 7.021693e-10
-1.784196e+00 7.507913e-10
-1.779195e+00 8.027001e-10
-1.774194e+00 8.581121e-10
-1.769192e+00 9.172577e-10
-1.764191e+00 9.803819e-10
-1.759190e+00 1.047746e-09
-1.754189e+00 1.119626e-09
-1.749187e+00 1.196319e-09
-1.744186e+00 1.278137e-09
-1.739185e+00 1.365414e-09
-1.734184e+00 1.458506e-09
-1.729182e+00 1.557788e-09
-1.724181e+00 1.663663e-09
-1.719180e+00 1.776557e-09
-1.714179e+00 1.896921e-09
-1.709177e+00 2.025238e-09
-1.704176e+00 2.162019e-09
-1.699175e+00 2.307808e-09
-1.694174e+00 2.463181e-09
-1.689172e+00 2.628753e-09
-1.684171e+00 2.805173e-09
-1.679170e+00 2.993135e-09
-1.674169e+00 3.193372e-09
-1.669167e+00 3.406665e-09
-1.664166e+00 3.633841e-09
-1.659165e+00 3.875779e-09
-1.654164e+00 4.133412e-09
-1.649162e+00 4.407731e-09
-1.644161e+00 4.699786e-09
-1.639160e+00 5.010692e-09
-1.634159e+00 5.341632e-09
-1.629157e+00 5.693861e-09
-1.624156e+00 6.068709e-09
-1.619155e+00 6.467590e-09
-1.614154e+00 6.891999e-09
-1.609152e+00 7.343525e-09
-1.604151e+00 7.823851e-09
-1.599150e+00 8.334763e-09
-1.594149e+00 8.878150e-09
-1.589147e+00 9.456020e-09
-1.584146e+00 1.007050e-08
-1.579145e+00 1.072383e-08
-1.574144e+00 1.141841e-08
-1.569142e+00 1.215677e-08
-1.564141e+00 1.294158e-08
-1.559140e+00 1.377568e-08
-1.554139e+00 1.466207e-08
-1.549137e+00 1.560393e-08
-1.544136e+00 1.660465e-08
-1.539135e+00 1.766777e-08
-1.534134e+00 1.879709e-08
-1.529132e+00 1.999659e-08
-1.524131e+00 2.127052e-08
-1.519130e+00 2.262334e-08
-1.514129e+00 2.405980e-08
-1.509127e+00 2.558491e-08
-1.504126e+00 2.720398e-08
-1.499125e+00 2.892262e-08
-1.494124e+00 3.074677e-08
-1.489122e+00 3.268270e-08
-1.484121e+00 3.473705e-08
-1.479120e+00 3.691685e-08
-1.474119e+00 3.922952e-08
-1.469117e+00 4.168290e-08
-1.464116e+00 4.428529e-08
-1.459115e+00 4.704546e-08
-1.454114e+00 4.997267e-08
-1.449112e+00 5.307671e-08
-1.444111e+00 5.636793e-08
-1.439110e+00 5.985726e-08
-1.434109e+00 6.355624e-08
-1.429107e+00 6.747706e-08
-1.424106e+00 7.163261e-08
-1.419105e+00 7.603648e-08
-1.414104e+00 8.070303e-08
-1.409102e+00 8.564743e-08
-1.404101e+00 9.088567e-08
-1.399100e+00 9.643466e-08
-1.394099e+00 1.023122e-07
-1.389097e+00 1.085372e-07
-1.384096e+00 1.151294e-07
-1.379095e+00 1.221098e-07
-1.374094e+00 1.295005e-07
-1.369092e+00 1.373247e-07
-1.364091e+00 1.456072e-07
-1.359090e+00 1.543738e-07
-1.354089e+00 1.636519e-07
-1.349087e+00 1.734703e-07
-1.344086e+00 1.838594e-07
-1.339085e+00 1.948512e-07
-1.334084e+00 2.064795e-07
-1.329082e+00 2.187799e-07
-1.324081e+00 2.317900e-07
-1.319080e+00 2.455492e-07
-1.314079e+00 2.600991e-07
-1.309077e+00 2.754837e-07
-1.304076e+00 2.917491e-07
-1.299075e+00 3.089441e-07
-1.294074e+00 3.271198e-07
-1.289072e+00 3.463302e-07
-1.284071e+00 3.666322e-07
-1.279070e+00 3.880855e-07
-1.274069e+00 4.107531e-07
-1.269067e+00 4.347013e-07
-1.264066e+00 4.599998e-07
-1.259065e+00 4.867220e-07
-1.254064e+00 5.149451e-07
-1.249062e+00 5.447503e-07
-1.244061e+00 5.762232e-07
-1.239060e+00 6.094535e-07
-1.234059e+00 6.445358e-07
-1.229057e+00 6.815695e-07
-1.224056e+00 7.206591e-07
-1.219055e+00 7.619145e-07
-1.214054e+00 8.054512e-07
-1.209052e+00 8.513907e-07
-1.204051e+00 8.998604e-07
-1.199050e+00 9.509945e-07
-1.194049e+00 1.004934e-06
-1.189047e+00 1.061827e-06
-1.184046e+00 1.121828e-06
-1.179045e+00 1.185102e-06
-1.174044e+00 1.251820e-06
-1.169042e+00 1.322161e-06
-1.164041e+00 1.396316e-06
-1.159040e+00 1.474483e-06
-1.154039e+00 1.556870e-06
-1.149037e+00 1.643696e-06
-1.144036e+00 1.735191e-06
-1.139035e+00 1.831596e-06
-1.134034e+00 1.933164e-06
-1.129032e+00 2.040161e-06
-1.124031e+00 2.152864e-06
-1.119030e+00 2.271567e-06
-1.114029e+00 2.396576e-06
-1.109027e+00 2.528211e-06
-1.104026e+00 2.666811e-06
-1.099025e+00 2.812728e-06
-1.094024e+00 2.966332e-06
-1.089022e+00 3.128013e-06
-1.084021e+00 3.298176e-06
-1.079020e+00 3.477249e-06
-1.074019e+00 3.665679e-06
-1.069017e+00 3.863934e-06
-1.064016e+00 4.072504e-06
-1.059015e+00 4.291904e-06
-1.054014e+00 4.522673e-06
-1.049012e+00 4.765373e-06
-1.044011e+00 5.020596e-06
-1.039010e+00 5.288960e-06
-1.034009e+00 5.571113e-06
-1.029007e+00 5.867732e-06
-1.024006e+00 6.179526e-06
-1.019005e+00 6.507238e-06
-1.014004e+00 6.851645e-06
-1.009002e+00 7.213560e-06
-1.004001e+00 7.593833e-06
-9.989997e-01 7.993355e-06
-9.939985e-01 8.413056e-06
-9.889972e-01 8.853910e-06
-9.839960e-01 9.316934e-06
-9.789947e-01 9.803194e-06
-9.739935e-01 1.031380e-05
-9.689922e-01 1.084992e-05
-9.639910e-01 1.141277e-05
-9.589897e-01 1.200362e-05
-9.539885e-01 1.262379e-05
-9.489872e-01 1.327469e-05
-9.439860e-01 1.395774e-05
-9.389847e-01 1.467448e-05
-9.339835e-01 1.542649e-05
-9.289822e-01 1.621541e-05
-9.239810e-01 1.704298e-05
-9.189797e-01 1.791099e-05
-9.139785e-01 1.882133e-05
-9.089772e-01 1.977597e-05
-9.039760e-01 2.077695e-05
-8.989747e-01 2.182642e-05
-8.939735e-01 2.292660e-05
