t P_alpha_to_beta P_alpha_to_alpha
4.100410e-02 1.156949e-03 9.988431e-01
4.200420e-02 1.214041e-03 9.987860e-01
4.300430e-02 1.272505e-03 9.987275e-01
4.400440e-02 1.332342e-03 9.986677e-01
4.500450e-02 1.393551e-03 9.986064e-01
4.600460e-02 1.456132e-03 9.985439e-01
4.700470e-02 1.520084e-03 9.984799e-01
4.800480e-02 1.585408e-03 9.984146e-01
4.900490e-02 1.652102e-03 9.983479e-01
5.000500e-02 1.720168e-03 9.982798e-01
5.100510e-02 1.789604e-03 9.982104e-01
5.200520e-02 1.860410e-03 9.981396e-01
5.300530e-02 1.932587e-03 9.980674e-01
5.400540e-02 2.006133e-03 9.979939e-01
5.500550e-02 2.081048e-03 9.979190e-01
5.600560e-02 2.157333e-03 9.978427e-01
5.700570e-02 2.234986e-03 9.977650e-01
5.800580e-02 2.314008e-03 9.976860e-01
5.900590e-02 2.394398e-03 9.976056e-01
6.000600e-02 2.476156e-03 9.975238e-01
6.100610e-02 2.559282e-03 9.974407e-01
6.200620e-02 2.643775e-03 9.973562e-01
6.300630e-02 2.729635e-03 9.972704e-01
6.400640e-02 2.816862e-03 9.971831e-01
6.500650e-02 2.905454e-03 9.970945e-01
6.600660e-02 2.995413e-03 9.970046e-01
6.700670e-02 3.086737e-03 9.969133e-01
6.800680e-02 3.179427e-03 9.968206e-01
6.900690e-02 3.273481e-03 9.967265e-01
7.000700e-02 3.368900e-03 9.966311e-01
7.100710e-02 3.465683e-03 9.965343e-01
7.200720e-02 3.563830e-03 9.964362e-01
7.300730e-02 3.663340e-03 9.963367e-01
7.400740e-02 3.764213e-03 9.962358e-01
7.500750e-02 3.866449e-03 9.961336e-01
7.600760e-02 3.970046e-03 9.960300e-01
7.700770e-02 4.075006e-03 9.959250e-01
7.800780e-02 4.181327e-03 9.958187e-01
7.900790e-02 4.289009e-03 9.957110e-01
8.000800e-02 4.398051e-03 9.956019e-01
8.100810e-02 4.508454e-03 9.954915e-01
8.200820e-02 4.620216e-03 9.953798e-01
8.300830e-02 4.733337e-03 9.952667e-01
8.400840e-02 4.847817e-03 9.951522e-01
8.500850e-02 4.963656e-03 9.950363e-01
8.600860e-02 5.080852e-03 9.949191e-01
8.700870e-02 5.199406e-03 9.948006e-01
8.800880e-02 5.319317e-03 9.946807e-01
8.900890e-02 5.440584e-03 9.945594e-01
9.000900e-02 5.563208e-03 9.944368e-01
9.100910e-02 5.687187e-03 9.943128e-01
9.200920e-02 5.812521e-03 9.941875e-01
9.300930e-02 5.939210e-03 9.940608e-01
9.400940e-02 6.067252e-03 9.939327e-01
9.500950e-02 6.196649e-03 9.938034e-01
9.600960e-02 6.327398e-03 9.936726e-01
9.700970e-02 6.459500e-03 9.935405e-01
9.800980e-02 6.592954e-03 9.934070e-01
9.900990e-02 6.727760e-03 9.932722e-01
1.000100e-01 6.863916e-03 9.931361e-01
1.010101e-01 7.001423e-03 9.929986e-01
1.020102e-01 7.140280e-03 9.928597e-01
1.030103e-01 7.280487e-03 9.927195e-01
1.040104e-01 7.422042e-03 9.925780e-01
1.050105e-01 7.564946e-03 9.924351e-01
1.060106e-01 7.709197e-03 9.922908e-01
1.070107e-01 7.854796e-03 9.921452e-01
1.080108e-01 8.001741e-03 9.919983e-01
1.090109e-01 8.150032e-03 9.918500e-01
1.100110e-01 8.299669e-03 9.917003e-01
1.110111e-01 8.450650e-03 9.915493e-01
1.120112e-01 8.602976e-03 9.913970e-01
1.130113e-01 8.756646e-03 9.912434e-01
1.140114e-01 8.911659e-03 9.910883e-01
1.150115e-01 9.068014e-03 9.909320e-01
1.160116e-01 9.225711e-03 9.907743e-01
1.170117e-01 9.384749e-03 9.906153e-01
1.180118e-01 9.545129e-03 9.904549e-01
1.190119e-01 9.706848e-03 9.902932e-01
1.200120e-01 9.869906e-03 9.901301e-01
1.210121e-01 1.003430e-02 9.899657e-01
1.220122e-01 1.020004e-02 9.898000e-01
1.230123e-01 1.036711e-02 9.896329e-01
1.240124e-01 1.053552e-02 9.894645e-01
1.250125e-01 1.070527e-02 9.892947e-01
1.260126e-01 1.087635e-02 9.891237e-01
1.270127e-01 1.104876e-02 9.889512e-01
1.280128e-01 1.122251e-02 9.887775e-01
1.290129e-01 1.139760e-02 9.886024e-01
1.300130e-01 1.157402e-02 9.884260e-01
1.310131e-01 1.175176e-02 9.882482e-01
1.320132e-01 1.193084e-02 9.880692e-01
1.330133e-01 1.211126e-02 9.878887e-01
1.340134e-01 1.229300e-02 9.877070e-01
1.350135e-01 1.247607e-02 9.875239e-01
1.360136e-01 1.266047e-02 9.873395e-01
1.370137e-01 1.284619e-02 9.871538e-01
1.380138e-01 1.303325e-02 9.869668e-01
1.390139e-01 1.322163e-02 9.867784e-01
1.400140e-01 1.341133e-02 9.865887e-01
1.410141e-01 1.360236e-02 9.863976e-01
1.420142e-01 1.379472e-02 9.862053e-01
1.430143e-01 1.398840e-02 9.860116e-01
1.440144e-01 1.418340e-02 9.858166e-01
1.450145e-01 1.437972e-02 9.856203e-01
1.460146e-01 1.457737e-02 9.854226e-01
1.470147e-01 1.477633e-02 9.852237e-01
1.480148e-01 1.497662e-02 9.850234e-01
1.490149e-01 1.517822e-02 9.848218e-01
1.500150e-01 1.538114e-02 9.846189e-01
1.510151e-01 1.558538e-02 9.844146e-01
1.520152e-01 1.579094e-02 9.842091e-01
1.530153e-01 1.599781e-02 9.840022e-01
1.540154e-01 1.620599e-02 9.837940e-01
1.550155e-01 1.641549e-02 9.835845e-01
1.560156e-01 1.662630e-02 9.833737e-01
1.570157e-01 1.683843e-02 9.831616e-01
1.580158e-01 1.705187e-02 9.829481e-01
1.590159e-01 1.726662e-02 9.827334e-01
1.600160e-01 1.748267e-02 9.825173e-01
1.610161e-01 1.770004e-02 9.823000e-01
1.620162e-01 1.791871e-02 9.820813e-01
1.630163e-01 1.813870e-02 9.818613e-01
1.640164e-01 1.835999e-02 9.816400e-01
1.650165e-01 1.858258e-02 9.814174e-01
1.660166e-01 1.880648e-02 9.811935e-01
1.670167e-01 1.903168e-02 9.809683e-01
1.680168e-01 1.925819e-02 9.807418e-01
1.690169e-01 1.948600e-02 9.805140e-01
1.700170e-01 1.971511e-02 9.802849e-01
1.710171e-01 1.994552e-02 9.800545e-01
1.720172e-01 2.017723e-02 9.798228e-01
1.730173e-01 2.041024e-02 9.795898e-01
1.740174e-01 2.064454e-02 9.793555e-01
1.750175e-01 2.088015e-02 9.791199e-01
1.760176e-01 2.111704e-02 9.788830e-01
1.770177e-01 2.135524e-02 9.786448e-01
1.780178e-01 2.159472e-02 9.784053e-01
1.790179e-01 2.183550e-02 9.781645e-01
1.800180e-01 2.207758e-02 9.779224e-01
1.810181e-01 2.232094e-02 9.776791e-01
1.820182e-01 2.256560e-02 9.774344e-01
1.830183e-01 2.281154e-02 9.771885e-01
1.840184e-01 2.305877e-02 9.769412e-01
1.850185e-01 2.330729e-02 9.766927e-01
1.860186e-01 2.355709e-02 9.764429e-01
1.870187e-01 2.380818e-02 9.761918e-01
1.880188e-01 2.406056e-02 9.759394e-01
1.890189e-01 2.431422e-02 9.756858e-01
1.900190e-01 2.456916e-02 9.754308e-01
1.910191e-01 2.482538e-02 9.751746e-01
1.920192e-01 2.508288e-02 9.749171e-01
1.930193e-01 2.534167e-02 9.746583e-01
1.940194e-01 2.560173e-02 9.743983e-01
1.950195e-01 2.586306e-02 9.741369e-01
1.960196e-01 2.612568e-02 9.738743e-01
1.970197e-01 2.638957e-02 9.736104e-01
1.980198e-01 2.665473e-02 9.733453e-01
1.990199e-01 2.692117e-02 9.730788e-01
2.000200e-01 2.718888e-02 9.728111e-01
2.010201e-01 2.745786e-02 9.725421e-01
2.020202e-01 2.772811e-02 9.722719e-01
2.030203e-01 2.799963e-02 9.720004e-01
2.040204e-01 2.827242e-02 9.717276e-01
2.050205e-01 2.854648e-02 9.714535e-01
2.060206e-01 2.882180e-02 9.711782e-01
2.070207e-01 2.909838e-02 9.709016e-01
2.080208e-01 2.937623e-02 9.706238e-01
2.090209e-01 2.965535e-02 9.703447e-01
2.100210e-01 2.993572e-02 9.700643e-01
2.110211e-01 3.021736e-02 9.697826e-01
2.120212e-01 3.050025e-02 9.694997e-01
2.130213e-01 3.078440e-02 9.692156e-01
2.140214e-01 3.106981e-02 9.689302e-01
2.150215e-01 3.135648e-02 9.686435e-01
2.160216e-01 3.164440e-02 9.683556e-01
2.170217e-01 3.193357e-02 9.680664e-01
2.180218e-01 3.222400e-02 9.677760e-01
2.190219e-01 3.251568e-02 9.674843e-01
2.200220e-01 3.280861e-02 9.671914e-01
2.210221e-01 3.310279e-02 9.668972e-01
2.220222e-01 3.339822e-02 9.666018e-01
2.230223e-01 3.369489e-02 9.663051e-01
2.240224e-01 3.399281e-02 9.660072e-01
2.250225e-01 3.429198e-02 9.657080e-01
2.260226e-01 3.459238e-02 9.654076e-01
2.270227e-01 3.489403e-02 9.651060e-01
2.280228e-01 3.519693e-02 9.648031e-01
2.290229e-01 3.550106e-02 9.644989e-01
2.300230e-01 3.580643e-02 9.641936e-01
2.310231e-01 3.611304e-02 9.638870e-01
2.320232e-01 3.642088e-02 9.635791e-01
2.330233e-01 3.672996e-02 9.632700e-01
2.340234e-01 3.704027e-02 9.629597e-01
2.350235e-01 3.735182e-02 9.626482e-01
2.360236e-01 3.766460e-02 9.623354e-01
2.370237e-01 3.797861e-02 9.620214e-01
2.380238e-01 3.829385e-02 9.617062e-01
2.390239e-01 3.861031e-02 9.613897e-01
2.400240e-01 3.892800e-02 9.610720e-01
2.410241e-01 3.924692e-02 9.607531e-01
2.420242e-01 3.956707e-02 9.604329e-01
2.430243e-01 3.988843e-02 9.601116e-01
2.440244e-01 4.021102e-02 9.597890e-01
2.450245e-01 4.053482e-02 9.594652e-01
2.460246e-01 4.085985e-02 9.591401e-01
2.470247e-01 4.118610e-02 9.588139e-01
2.480248e-01 4.151356e-02 9.584864e-01
2.490249e-01 4.184223e-02 9.581578e-01
2.500250e-01 4.217212e-02 9.578279e-01
2.510251e-01 4.250323e-02 9.574968e-01
2.520252e-01 4.283554e-02 9.571645e-01
2.530253e-01 4.316907e-02 9.568309e-01
2.540254e-01 4.350380e-02 9.564962e-01
2.550255e-01 4.383974e-02 9.561603e-01
2.560256e-01 4.417689e-02 9.558231e-01
2.570257e-01 4.451524e-02 9.554848e-01
2.580258e-01 4.485480e-02 9.551452e-01
2.590259e-01 4.519556e-02 9.548044e-01
2.600260e-01 4.553752e-02 9.544625e-01
2.610261e-01 4.588068e-02 9.541193e-01
2.620262e-01 4.622504e-02 9.537750e-01
2.630263e-01 4.657059e-02 9.534294e-01
2.640264e-01 4.691734e-02 9.530827e-01
2.650265e-01 4.726529e-02 9.527347e-01
2.660266e-01 4.761443e-02 9.523856e-01
2.670267e-01 4.796476e-02 9.520352e-01
2.680268e-01 4.831628e-02 9.516837e-01
2.690269e-01 4.866898e-02 9.513310e-01
2.700270e-01 4.902288e-02 9.509771e-01
2.710271e-01 4.937796e-02 9.506220e-01
2.720272e-01 4.973423e-02 9.502658e-01
2.730273e-01 5.009168e-02 9.499083e-01
2.740274e-01 5.045031e-02 9.495497e-01
2.750275e-01 5.081012e-02 9.491899e-01
2.760276e-01 5.117112e-02 9.488289e-01
2.770277e-01 5.153329e-02 9.484667e-01
2.780278e-01 5.189663e-02 9.481034e-01
2.790279e-01 5.226115e-02 9.477388e-01
2.800280e-01 5.262685e-02 9.473732e-01
2.810281e-01 5.299371e-02 9.470063e-01
2.820282e-01 5.336175e-02 9.466382e-01
2.830283e-01 5.373096e-02 9.462690e-01
2.840284e-01 5.410133e-02 9.458987e-01
2.850285e-01 5.447287e-02 9.455271e-01
2.860286e-01 5.484558e-02 9.451544e-01
2.870287e-01 5.521944e-02 9.447806e-01
2.880288e-01 5.559447e-02 9.444055e-01
2.890289e-01 5.597067e-02 9.440293e-01
2.900290e-01 5.634802e-02 9.436520e-01
2.910291e-01 5.672652e-02 9.432735e-01
2.920292e-01 5.710619e-02 9.428938e-01
2.930293e-01 5.748700e-02 9.425130e-01
2.940294e-01 5.786898e-02 9.421310e-01
2.950295e-01 5.825210e-02 9.417479e-01
2.960296e-01 5.863637e-02 9.413636e-01
2.970297e-01 5.902179e-02 9.409782e-01
2.980298e-01 5.940836e-02 9.405916e-01
2.990299e-01 5.979608e-02 9.402039e-01
3.000300e-01 6.018493e-02 9.398151e-01
3.010301e-01 6.057493e-02 9.394251e-01
3.020302e-01 6.096608e-02 9.390339e-01
3.030303e-01 6.135836e-02 9.386416e-01
3.040304e-01 6.175178e-02 9.382482e-01
3.050305e-01 6.214633e-02 9.378537e-01
3.060306e-01 6.254202e-02 9.374580e-01
3.070307e-01 6.293885e-02 9.370612e-01
3.080308e-01 6.333680e-02 9.366632e-01
3.090309e-01 6.373589e-02 9.362641e-01
3.100310e-01 6.413611e-02 9.358639e-01
3.110311e-01 6.453745e-02 9.354626e-01
3.120312e-01 6.493992e-02 9.350601e-01
3.130313e-01 6.534351e-02 9.346565e-01
3.140314e-01 6.574822e-02 9.342518e-01
3.150315e-01 6.615406e-02 9.338459e-01
3.160316e-01 6.656101e-02 9.334390e-01
3.170317e-01 6.696909e-02 9.330309e-01
3.180318e-01 6.737827e-02 9.326217e-01
3.190319e-01 6.778858e-02 9.322114e-01
3.200320e-01 6.819999e-02 9.318000e-01
3.210321e-01 6.861252e-02 9.313875e-01
3.220322e-01 6.902616e-02 9.309738e-01
3.230323e-01 6.944090e-02 9.305591e-01
3.240324e-01 6.985675e-02 9.301432e-01
3.250325e-01 7.027371e-02 9.297263e-01
3.260326e-01 7.069177e-02 9.293082e-01
3.270327e-01 7.111093e-02 9.288891e-01
3.280328e-01 7.153119e-02 9.284688e-01
3.290329e-01 7.195255e-02 9.280474e-01
3.300330e-01 7.237501e-02 9.276250e-01
3.310331e-01 7.279856e-02 9.272014e-01
3.320332e-01 7.322320e-02 9.267768e-01
3.330333e-01 7.364894e-02 9.263511e-01
3.340334e-01 7.407577e-02 9.259242e-01
3.350335e-01 7.450368e-02 9.254963e-01
3.360336e-01 7.493268e-02 9.250673e-01
3.370337e-01 7.536277e-02 9.246372e-01
3.380338e-01 7.579394e-02 9.242061e-01
3.390339e-01 7.622619e-02 9.237738e-01
3.400340e-01 7.665953e-02 9.233405e-01
3.410341e-01 7.709394e-02 9.229061e-01
3.420342e-01 7.752942e-02 9.224706e-01
3.430343e-01 7.796598e-02 9.220340e-01
3.440344e-01 7.840362e-02 9.215964e-01
3.450345e-01 7.884233e-02 9.211577e-01
3.460346e-01 7.928210e-02 9.207179e-01
3.470347e-01 7.972295e-02 9.202771e-01
3.480348e-01 8.016486e-02 9.198351e-01
3.490349e-01 8.060784e-02 9.193922e-01
3.500350e-01 8.105187e-02 9.189481e-01
3.510351e-01 8.149697e-02 9.185030e-01
3.520352e-01 8.194313e-02 9.180569e-01
3.530353e-01 8.239035e-02 9.176096e-01
3.540354e-01 8.283862e-02 9.171614e-01
3.550355e-01 8.328795e-02 9.167120e-01
3.560356e-01 8.373833e-02 9.162617e-01
3.570357e-01 8.418976e-02 9.158102e-01
3.580358e-01 8.464224e-02 9.153578e-01
3.590359e-01 8.509577e-02 9.149042e-01
3.600360e-01 8.555034e-02 9.144497e-01
3.610361e-01 8.600596e-02 9.139940e-01
3.620362e-01 8.646262e-02 9.135374e-01
3.630363e-01 8.692031e-02 9.130797e-01
3.640364e-01 8.737905e-02 9.126210e-01
3.650365e-01 8.783882e-02 9.121612e-01
3.660366e-01 8.829963e-02 9.117004e-01
3.670367e-01 8.876147e-02 9.112385e-01
3.680368e-01 8.922434e-02 9.107757e-01
3.690369e-01 8.968824e-02 9.103118e-01
3.700370e-01 9.015317e-02 9.098468e-01
3.710371e-01 9.061913e-02 9.093809e-01
3.720372e-01 9.108611e-02 9.089139e-01
3.730373e-01 9.155411e-02 9.084459e-01
3.740374e-01 9.202313e-02 9.079769e-01
3.750375e-01 9.249317e-02 9.075068e-01
3.760376e-01 9.296422e-02 9.070358e-01
3.770377e-01 9.343629e-02 9.065637e-01
3.780378e-01 9.390938e-02 9.060906e-01
3.790379e-01 9.438347e-02 9.056165e-01
3.800380e-01 9.485858e-02 9.051414e-01
3.810381e-01 9.533469e-02 9.046653e-01
3.820382e-01 9.581181e-02 9.041882e-01
3.830383e-01 9.628993e-02 9.037101e-01
3.840384e-01 9.676905e-02 9.032310e-01
3.850385e-01 9.724917e-02 9.027508e-01
3.860386e-01 9.773029e-02 9.022697e-01
3.870387e-01 9.821241e-02 9.017876e-01
3.880388e-01 9.869552e-02 9.013045e-01
3.890389e-01 9.917962e-02 9.008204e-01
3.900390e-01 9.966472e-02 9.003353e-01
3.910391e-01 1.001508e-01 8.998492e-01
3.920392e-01 1.006379e-01 8.993621e-01
3.930393e-01 1.011259e-01 8.988741e-01
3.940394e-01 1.016150e-01 8.983850e-01
3.950395e-01 1.021050e-01 8.978950e-01
3.960396e-01 1.025960e-01 8.974040e-01
3.970397e-01 1.030880e-01 8.969120e-01
3.980398e-01 1.035809e-01 8.964191e-01
3.990399e-01 1.040748e-01 8.959252e-01
4.000400e-01 1.045697e-01 8.954303e-01
4.010401e-01 1.050656e-01 8.949344e-01
4.020402e-01 1.055624e-01 8.944376e-01
4.030403e-01 1.060602e-01 8.939398e-01
4.040404e-01 1.065590e-01 8.934410e-01
4.050405e-01 1.070587e-01 8.929413e-01
4.060406e-01 1.075594e-01 8.924406e-01
4.070407e-01 1.080610e-01 8.919390e-01
4.080408e-01 1.085636e-01 8.914364e-01
4.090409e-01 1.090672e-01 8.909328e-01
4.100410e-01 1.095717e-01 8.904283e-01
4.110411e-01 1.100771e-01 8.899229e-01
4.120412e-01 1.105835e-01 8.894165e-01
4.130413e-01 1.110909e-01 8.889091e-01
4.140414e-01 1.115992e-01 8.884008e-01
4.150415e-01 1.121084e-01 8.878916e-01
4.160416e-01 1.126186e-01 8.873814e-01
4.170417e-01 1.131297e-01 8.868703e-01
4.180418e-01 1.136417e-01 8.863583e-01
4.190419e-01 1.141547e-01 8.858453e-01
4.200420e-01 1.146686e-01 8.853314e-01
4.210421e-01 1.151835e-01 8.848165e-01
4.220422e-01 1.156992e-01 8.843008e-01
4.230423e-01 1.162159e-01 8.837841e-01
4.240424e-01 1.167336e-01 8.832664e-01
4.250425e-01 1.172521e-01 8.827479e-01
4.260426e-01 1.177716e-01 8.822284e-01
4.270427e-01 1.182920e-01 8.817080e-01
4.280428e-01 1.188133e-01 8.811867e-01
4.290429e-01 1.193355e-01 8.806645e-01
4.300430e-01 1.198586e-01 8.801414e-01
4.310431e-01 1.203826e-01 8.796174e-01
4.320432e-01 1.209076e-01 8.790924e-01
4.330433e-01 1.214334e-01 8.785666e-01
4.340434e-01 1.219602e-01 8.780398e-01
4.350435e-01 1.224878e-01 8.775122e-01
4.360436e-01 1.230164e-01 8.769836e-01
4.370437e-01 1.235458e-01 8.764542e-01
4.380438e-01 1.240762e-01 8.759238e-01
4.390439e-01 1.246074e-01 8.753926e-01
4.400440e-01 1.251395e-01 8.748605e-01
4.410441e-01 1.256726e-01 8.743274e-01
4.420442e-01 1.262065e-01 8.737935e-01
4.430443e-01 1.267413e-01 8.732587e-01
4.440444e-01 1.272769e-01 8.727231e-01
4.450445e-01 1.278135e-01 8.721865e-01
4.460446e-01 1.283509e-01 8.716491e-01
4.470447e-01 1.288893e-01 8.711107e-01
4.480448e-01 1.294284e-01 8.705716e-01
4.490449e-01 1.299685e-01 8.700315e-01
4.500450e-01 1.305094e-01 8.694906e-01
4.510451e-01 1.310512e-01 8.689488e-01
4.520452e-01 1.315939e-01 8.684061e-01
4.530453e-01 1.321374e-01 8.678626e-01
4.540454e-01 1.326818e-01 8.673182e-01
4.550455e-01 1.332271e-01 8.667729e-01
4.560456e-01 1.337732e-01 8.662268e-01
4.570457e-01 1.343202e-01 8.656798e-01
4.580458e-01 1.348680e-01 8.651320e-01
4.590459e-01 1.354166e-01 8.645834e-01
4.600460e-01 1.359662e-01 8.640338e-01
4.610461e-01 1.365165e-01 8.634835e-01
4.620462e-01 1.370677e-01 8.629323e-01
4.630463e-01 1.376198e-01 8.623802e-01
4.640464e-01 1.381727e-01 8.618273e-01
4.650465e-01 1.387264e-01 8.612736e-01
4.660466e-01 1.392810e-01 8.607190e-01
4.670467e-01 1.398364e-01 8.601636e-01
4.680468e-01 1.403926e-01 8.596074e-01
4.690469e-01 1.409497e-01 8.590503e-01
4.700470e-01 1.415076e-01 8.584924e-01
4.710471e-01 1.420663e-01 8.579337e-01
4.720472e-01 1.426259e-01 8.573741e-01
4.730473e-01 1.431862e-01 8.568138e-01
4.740474e-01 1.437474e-01 8.562526e-01
4.750475e-01 1.443094e-01 8.556906e-01
4.760476e-01 1.448722e-01 8.551278e-01
4.770477e-01 1.454359e-01 8.545641e-01
4.780478e-01 1.460003e-01 8.539997e-01
4.790479e-01 1.465655e-01 8.534345e-01
4.800480e-01 1.471316e-01 8.528684e-01
4.810481e-01 1.476985e-01 8.523015e-01
4.820482e-01 1.482661e-01 8.517339e-01
4.830483e-01 1.488346e-01 8.511654e-01
4.840484e-01 1.494038e-01 8.505962e-01
4.850485e-01 1.499739e-01 8.500261e-01
4.860486e-01 1.505447e-01 8.494553e-01
4.870487e-01 1.511163e-01 8.488837e-01
4.880488e-01 1.516888e-01 8.483112e-01
4.890489e-01 1.522620e-01 8.477380e-01
4.900490e-01 1.528359e-01 8.471641e-01
4.910491e-01 1.534107e-01 8.465893e-01
4.920492e-01 1.539863e-01 8.460137e-01
4.930493e-01 1.545626e-01 8.454374e-01
4.940494e-01 1.551397e-01 8.448603e-01
4.950495e-01 1.557176e-01 8.442824e-01
4.960496e-01 1.562962e-01 8.437038e-01
4.970497e-01 1.568756e-01 8.431244e-01
4.980498e-01 1.574558e-01 8.425442e-01
4.990499e-01 1.580367e-01 8.419633e-01
5.000500e-01 1.586184e-01 8.413816e-01
5.010501e-01 1.592009e-01 8.407991e-01
5.020502e-01 1.597841e-01 8.402159e-01
5.030503e-01 1.603681e-01 8.396319e-01
5.040504e-01 1.609528e-01 8.390472e-01
5.050505e-01 1.615383e-01 8.384617e-01
5.060506e-01 1.621245e-01 8.378755e-01
5.070507e-01 1.627115e-01 8.372885e-01
5.080508e-01 1.632992e-01 8.367008e-01
5.090509e-01 1.638876e-01 8.361124e-01
5.100510e-01 1.644768e-01 8.355232e-01
5.110511e-01 1.650667e-01 8.349333e-01
5.120512e-01 1.656574e-01 8.343426e-01
5.130513e-01 1.662488e-01 8.337512e-01
5.140514e-01 1.668409e-01 8.331591e-01
5.150515e-01 1.674337e-01 8.325663e-01
5.160516e-01 1.680273e-01 8.319727e-01
5.170517e-01 1.686216e-01 8.313784e-01
5.180518e-01 1.692166e-01 8.307834e-01
5.190519e-01 1.698123e-01 8.301877e-01
5.200520e-01 1.704088e-01 8.295912e-01
5.210521e-01 1.710059e-01 8.289941e-01
5.220522e-01 1.716038e-01 8.283962e-01
5.230523e-01 1.722024e-01 8.277976e-01
5.240524e-01 1.728016e-01 8.271984e-01
5.250525e-01 1.734016e-01 8.265984e-01
5.260526e-01 1.740023e-01 8.259977e-01
5.270527e-01 1.746037e-01 8.253963e-01
5.280528e-01 1.752058e-01 8.247942e-01
5.290529e-01 1.758086e-01 8.241914e-01
5.300530e-01 1.764120e-01 8.235880e-01
5.310531e-01 1.770162e-01 8.229838e-01
5.320532e-01 1.776210e-01 8.223790e-01
5.330533e-01 1.782266e-01 8.217734e-01
5.340534e-01 1.788328e-01 8.211672e-01
5.350535e-01 1.794397e-01 8.205603e-01
5.360536e-01 1.800472e-01 8.199528e-01
5.370537e-01 1.806555e-01 8.193445e-01
5.380538e-01 1.812644e-01 8.187356e-01
5.390539e-01 1.818740e-01 8.181260e-01
5.400540e-01 1.824842e-01 8.175158e-01
5.410541e-01 1.830951e-01 8.169049e-01
5.420542e-01 1.837067e-01 8.162933e-01
5.430543e-01 1.843190e-01 8.156810e-01
5.440544e-01 1.849319e-01 8.150681e-01
5.450545e-01 1.855454e-01 8.144546e-01
5.460546e-01 1.861597e-01 8.138403e-01
5.470547e-01 1.867745e-01 8.132255e-01
5.480548e-01 1.873900e-01 8.126100e-01
5.490549e-01 1.880062e-01 8.119938e-01
5.500550e-01 1.886230e-01 8.113770e-01
5.510551e-01 1.892405e-01 8.107595e-01
5.520552e-01 1.898585e-01 8.101415e-01
5.530553e-01 1.904773e-01 8.095227e-01
5.540554e-01 1.910966e-01 8.089034e-01
5.550555e-01 1.917166e-01 8.082834e-01
5.560556e-01 1.923372e-01 8.076628e-01
5.570557e-01 1.929585e-01 8.070415e-01
5.580558e-01 1.935804e-01 8.064196e-01
5.590559e-01 1.942029e-01 8.057971e-01
5.600560e-01 1.948260e-01 8.051740e-01
5.610561e-01 1.954497e-01 8.045503e-01
5.620562e-01 1.960741e-01 8.039259e-01
5.630563e-01 1.966990e-01 8.033010e-01
5.640564e-01 1.973246e-01 8.026754e-01
5.650565e-01 1.979508e-01 8.020492e-01
5.660566e-01 1.985776e-01 8.014224e-01
5.670567e-01 1.992049e-01 8.007951e-01
5.680568e-01 1.998329e-01 8.001671e-01
5.690569e-01 2.004615e-01 7.995385e-01
5.700570e-01 2.010907e-01 7.989093e-01
5.710571e-01 2.017205e-01 7.982795e-01
5.720572e-01 2.023509e-01 7.976491e-01
5.730573e-01 2.029818e-01 7.970182e-01
5.740574e-01 2.036134e-01 7.963866e-01
5.750575e-01 2.042455e-01 7.957545e-01
5.760576e-01 2.048782e-01 7.951218e-01
5.770577e-01 2.055115e-01 7.944885e-01
5.780578e-01 2.061453e-01 7.938547e-01
5.790579e-01 2.067798e-01 7.932202e-01
5.800580e-01 2.074148e-01 7.925852e-01
