p rho_p
6.549137e+00 9.503523e-20
6.556639e+00 1.000636e-19
6.564141e+00 1.053549e-19
6.571643e+00 1.109227e-19
6.579145e+00 1.167814e-19
6.586647e+00 1.229459e-19
6.594149e+00 1.294320e-19
6.601650e+00 1.362563e-19
6.609152e+00 1.434362e-19
6.616654e+00 1.509900e-19
6.624156e+00 1.589369e-19
6.631658e+00 1.672972e-19
6.639160e+00 1.760921e-19
6.646662e+00 1.853439e-19
6.654164e+00 1.950760e-19
6.661665e+00 2.053132e-19
6.669167e+00 2.160813e-19
6.676669e+00 2.274074e-19
6.684171e+00 2.393202e-19
6.691673e+00 2.518497e-19
6.699175e+00 2.650273e-19
6.706677e+00 2.788863e-19
6.714179e+00 2.934615e-19
6.721680e+00 3.087893e-19
6.729182e+00 3.249081e-19
6.736684e+00 3.418584e-19
6.744186e+00 3.596824e-19
6.751688e+00 3.784246e-19
6.759190e+00 3.981318e-19
6.766692e+00 4.188530e-19
6.774194e+00 4.406397e-19
6.781695e+00 4.635461e-19
6.789197e+00 4.876291e-19
6.796699e+00 5.129481e-19
6.804201e+00 5.395661e-19
6.811703e+00 5.675486e-19
6.819205e+00 5.969649e-19
6.826707e+00 6.278875e-19
6.834209e+00 6.603925e-19
6.841710e+00 6.945600e-19
6.849212e+00 7.304738e-19
6.856714e+00 7.682222e-19
6.864216e+00 8.078976e-19
6.871718e+00 8.495972e-19
6.879220e+00 8.934230e-19
6.886722e+00 9.394820e-19
6.894224e+00 9.878867e-19
6.901725e+00 1.038755e-18
6.909227e+00 1.092210e-18
6.916729e+00 1.148383e-18
6.924231e+00 1.207410e-18
6.931733e+00 1.269433e-18
6.939235e+00 1.334604e-18
6.946737e+00 1.403079e-18
6.954239e+00 1.475024e-18
6.961740e+00 1.550613e-18
6.969242e+00 1.630028e-18
6.976744e+00 1.713460e-18
6.984246e+00 1.801110e-18
6.991748e+00 1.893189e-18
6.999250e+00 1.989916e-18
7.006752e+00 2.091525e-18
7.014254e+00 2.198257e-18
7.021755e+00 2.310369e-18
7.029257e+00 2.428127e-18
7.036759e+00 2.551813e-18
7.044261e+00 2.681721e-18
7.051763e+00 2.818161e-18
7.059265e+00 2.961455e-18
7.066767e+00 3.111944e-18
7.074269e+00 3.269986e-18
7.081770e+00 3.435953e-18
7.089272e+00 3.610238e-18
7.096774e+00 3.793254e-18
7.104276e+00 3.985430e-18
7.111778e+00 4.187220e-18
7.119280e+00 4.399099e-18
7.126782e+00 4.621565e-18
7.134284e+00 4.855139e-18
7.141785e+00 5.100369e-18
7.149287e+00 5.357829e-18
7.156789e+00 5.628122e-18
7.164291e+00 5.911877e-18
7.171793e+00 6.209757e-18
7.179295e+00 6.522457e-18
7.186797e+00 6.850703e-18
7.194299e+00 7.195258e-18
7.201800e+00 7.556922e-18
7.209302e+00 7.936534e-18
7.216804e+00 8.334972e-18
7.224306e+00 8.753157e-18
7.231808e+00 9.192056e-18
7.239310e+00 9.652680e-18
7.246812e+00 1.013609e-17
7.254314e+00 1.064340e-17
7.261815e+00 1.117578e-17
7.269317e+00 1.173444e-17
7.276819e+00 1.232067e-17
7.284321e+00 1.293581e-17
7.291823e+00 1.358127e-17
7.299325e+00 1.425851e-17
7.306827e+00 1.496910e-17
7.314329e+00 1.571464e-17
7.321830e+00 1.649682e-17
7.329332e+00 1.731744e-17
7.336834e+00 1.817835e-17
7.344336e+00 1.908150e-17
7.351838e+00 2.002894e-17
7.359340e+00 2.102281e-17
7.366842e+00 2.206535e-17
7.374344e+00 2.315892e-17
7.381845e+00 2.430599e-17
7.389347e+00 2.550912e-17
7.396849e+00 2.677102e-17
7.404351e+00 2.809454e-17
7.411853e+00 2.948263e-17
7.419355e+00 3.093840e-17
7.426857e+00 3.246510e-17
7.434359e+00 3.406616e-17
7.441860e+00 3.574513e-17
7.449362e+00 3.750575e-17
7.456864e+00 3.935196e-17
7.464366e+00 4.128784e-17
7.471868e+00 4.331769e-17
7.479370e+00 4.544601e-17
7.486872e+00 4.767752e-17
7.494374e+00 5.001715e-17
7.501875e+00 5.247006e-17
7.509377e+00 5.504166e-17
7.516879e+00 5.773762e-17
7.524381e+00 6.056387e-17
7.531883e+00 6.352661e-17
7.539385e+00 6.663236e-17
7.546887e+00 6.988790e-17
7.554389e+00 7.330038e-17
7.561890e+00 7.687724e-17
7.569392e+00 8.062630e-17
7.576894e+00 8.455574e-17
7.584396e+00 8.867410e-17
7.591898e+00 9.299034e-17
7.599400e+00 9.751385e-17
7.606902e+00 1.022544e-16
7.614404e+00 1.072224e-16
7.621905e+00 1.124284e-16
7.629407e+00 1.178837e-16
7.636909e+00 1.236002e-16
7.644411e+00 1.295902e-16
7.651913e+00 1.358664e-16
7.659415e+00 1.424425e-16
7.666917e+00 1.493326e-16
7.674419e+00 1.565513e-16
7.681920e+00 1.641143e-16
7.689422e+00 1.720376e-16
7.696924e+00 1.803383e-16
7.704426e+00 1.890339e-16
7.711928e+00 1.981431e-16
7.719430e+00 2.076852e-16
7.726932e+00 2.176805e-16
7.734434e+00 2.281502e-16
7.741935e+00 2.391165e-16
7.749437e+00 2.506027e-16
7.756939e+00 2.626330e-16
7.764441e+00 2.752328e-16
7.771943e+00 2.884287e-16
7.779445e+00 3.022485e-16
7.786947e+00 3.167213e-16
7.794449e+00 3.318775e-16
7.801950e+00 3.477489e-16
7.809452e+00 3.643687e-16
7.816954e+00 3.817717e-16
7.824456e+00 3.999943e-16
7.831958e+00 4.190746e-16
7.839460e+00 4.390523e-16
7.846962e+00 4.599690e-16
7.854464e+00 4.818682e-16
7.861965e+00 5.047954e-16
7.869467e+00 5.287981e-16
7.876969e+00 5.539260e-16
7.884471e+00 5.802312e-16
7.891973e+00 6.077680e-16
7.899475e+00 6.365931e-16
7.906977e+00 6.667660e-16
7.914479e+00 6.983488e-16
7.921980e+00 7.314063e-16
7.929482e+00 7.660065e-16
7.936984e+00 8.022203e-16
7.944486e+00 8.401217e-16
7.951988e+00 8.797883e-16
7.959490e+00 9.213011e-16
7.966992e+00 9.647446e-16
7.974494e+00 1.010207e-15
7.981995e+00 1.057782e-15
7.989497e+00 1.107565e-15
7.996999e+00 1.159657e-15
8.004501e+00 1.214165e-15
8.012003e+00 1.271197e-15
8.019505e+00 1.330870e-15
8.027007e+00 1.393303e-15
8.034509e+00 1.458623e-15
8.042011e+00 1.526962e-15
8.049512e+00 1.598455e-15
8.057014e+00 1.673248e-15
8.064516e+00 1.751489e-15
8.072018e+00 1.833336e-15
8.079520e+00 1.918952e-15
8.087022e+00 2.008508e-15
8.094524e+00 2.102183e-15
8.102026e+00 2.200163e-15
8.109527e+00 2.302643e-15
8.117029e+00 2.409827e-15
8.124531e+00 2.521926e-15
8.132033e+00 2.639164e-15
8.139535e+00 2.761772e-15
8.147037e+00 2.889992e-15
8.154539e+00 3.024078e-15
8.162041e+00 3.164293e-15
8.169542e+00 3.310914e-15
8.177044e+00 3.464228e-15
8.184546e+00 3.624536e-15
8.192048e+00 3.792153e-15
8.199550e+00 3.967407e-15
8.207052e+00 4.150640e-15
8.214554e+00 4.342210e-15
8.222056e+00 4.542490e-15
8.229557e+00 4.751870e-15
8.237059e+00 4.970758e-15
8.244561e+00 5.199578e-15
8.252063e+00 5.438774e-15
8.259565e+00 5.688809e-15
8.267067e+00 5.950167e-15
8.274569e+00 6.223352e-15
8.282071e+00 6.508891e-15
8.289572e+00 6.807334e-15
8.297074e+00 7.119256e-15
8.304576e+00 7.445255e-15
8.312078e+00 7.785957e-15
8.319580e+00 8.142014e-15
8.327082e+00 8.514108e-15
8.334584e+00 8.902949e-15
8.342086e+00 9.309279e-15
8.349587e+00 9.733873e-15
8.357089e+00 1.017754e-14
8.364591e+00 1.064112e-14
8.372093e+00 1.112549e-14
8.379595e+00 1.163158e-14
8.387097e+00 1.216033e-14
8.394599e+00 1.271276e-14
8.402101e+00 1.328989e-14
8.409602e+00 1.389283e-14
8.417104e+00 1.452270e-14
8.424606e+00 1.518068e-14
8.432108e+00 1.586802e-14
8.439610e+00 1.658601e-14
8.447112e+00 1.733598e-14
8.454614e+00 1.811933e-14
8.462116e+00 1.893754e-14
8.469617e+00 1.979212e-14
8.477119e+00 2.068467e-14
8.484621e+00 2.161684e-14
8.492123e+00 2.259037e-14
8.499625e+00 2.360706e-14
8.507127e+00 2.466880e-14
8.514629e+00 2.577754e-14
8.522131e+00 2.693534e-14
8.529632e+00 2.814433e-14
8.537134e+00 2.940673e-14
8.544636e+00 3.072487e-14
8.552138e+00 3.210117e-14
8.559640e+00 3.353815e-14
8.567142e+00 3.503845e-14
8.574644e+00 3.660480e-14
8.582146e+00 3.824007e-14
8.589647e+00 3.994724e-14
8.597149e+00 4.172941e-14
8.604651e+00 4.358984e-14
8.612153e+00 4.553190e-14
8.619655e+00 4.755911e-14
8.627157e+00 4.967514e-14
8.634659e+00 5.188382e-14
8.642161e+00 5.418915e-14
8.649662e+00 5.659527e-14
8.657164e+00 5.910652e-14
8.664666e+00 6.172742e-14
8.672168e+00 6.446267e-14
8.679670e+00 6.731718e-14
8.687172e+00 7.029607e-14
8.694674e+00 7.340467e-14
8.702176e+00 7.664851e-14
8.709677e+00 8.003340e-14
8.717179e+00 8.356536e-14
8.724681e+00 8.725066e-14
8.732183e+00 9.109587e-14
8.739685e+00 9.510779e-14
8.747187e+00 9.929354e-14
8.754689e+00 1.036605e-13
8.762191e+00 1.082164e-13
8.769692e+00 1.129693e-13
8.777194e+00 1.179275e-13
8.784696e+00 1.230998e-13
8.792198e+00 1.284953e-13
8.799700e+00 1.341234e-13
8.807202e+00 1.399939e-13
8.814704e+00 1.461172e-13
8.822206e+00 1.525039e-13
8.829707e+00 1.591652e-13
8.837209e+00 1.661126e-13
8.844711e+00 1.733583e-13
8.852213e+00 1.809148e-13
8.859715e+00 1.887953e-13
8.867217e+00 1.970134e-13
8.874719e+00 2.055832e-13
8.882221e+00 2.145197e-13
8.889722e+00 2.238382e-13
8.897224e+00 2.335547e-13
8.904726e+00 2.436859e-13
8.912228e+00 2.542493e-13
8.919730e+00 2.652630e-13
8.927232e+00 2.767458e-13
8.934734e+00 2.887174e-13
8.942236e+00 3.011981e-13
8.949737e+00 3.142093e-13
8.957239e+00 3.277731e-13
8.964741e+00 3.419126e-13
8.972243e+00 3.566518e-13
8.979745e+00 3.720156e-13
8.987247e+00 3.880301e-13
8.994749e+00 4.047223e-13
9.002251e+00 4.221204e-13
9.009752e+00 4.402537e-13
9.017254e+00 4.591528e-13
9.024756e+00 4.788494e-13
9.032258e+00 4.993765e-13
9.039760e+00 5.207686e-13
9.047262e+00 5.430614e-13
9.054764e+00 5.662922e-13
9.062266e+00 5.904997e-13
9.069767e+00 6.157244e-13
9.077269e+00 6.420080e-13
9.084771e+00 6.693944e-13
9.092273e+00 6.979289e-13
9.099775e+00 7.276588e-13
9.107277e+00 7.586333e-13
9.114779e+00 7.909035e-13
9.122281e+00 8.245226e-13
9.129782e+00 8.595461e-13
9.137284e+00 8.960315e-13
9.144786e+00 9.340386e-13
9.152288e+00 9.736299e-13
9.159790e+00 1.014870e-12
9.167292e+00 1.057827e-12
9.174794e+00 1.102570e-12
9.182296e+00 1.149172e-12
9.189797e+00 1.197710e-12
9.197299e+00 1.248262e-12
9.204801e+00 1.300911e-12
9.212303e+00 1.355740e-12
9.219805e+00 1.412840e-12
9.227307e+00 1.472303e-12
9.234809e+00 1.534224e-12
9.242311e+00 1.598703e-12
9.249812e+00 1.665844e-12
9.257314e+00 1.735755e-12
9.264816e+00 1.808548e-12
9.272318e+00 1.884340e-12
9.279820e+00 1.963251e-12
9.287322e+00 2.045408e-12
9.294824e+00 2.130941e-12
9.302326e+00 2.219988e-12
9.309827e+00 2.312689e-12
9.317329e+00 2.409192e-12
9.324831e+00 2.509649e-12
9.332333e+00 2.614220e-12
9.339835e+00 2.723070e-12
9.347337e+00 2.836371e-12
9.354839e+00 2.954300e-12
9.362341e+00 3.077045e-12
9.369842e+00 3.204797e-12
9.377344e+00 3.337757e-12
9.384846e+00 3.476134e-12
9.392348e+00 3.620143e-12
9.399850e+00 3.770009e-12
9.407352e+00 3.925967e-12
9.414854e+00 4.088259e-12
9.422356e+00 4.257138e-12
9.429857e+00 4.432865e-12
9.437359e+00 4.615713e-12
9.444861e+00 4.805965e-12
9.452363e+00 5.003915e-12
9.459865e+00 5.209868e-12
9.467367e+00 5.424143e-12
9.474869e+00 5.647068e-12
9.482371e+00 5.878985e-12
9.489872e+00 6.120252e-12
9.497374e+00 6.371236e-12
9.504876e+00 6.632323e-12
9.512378e+00 6.903910e-12
9.519880e+00 7.186412e-12
9.527382e+00 7.480258e-12
9.534884e+00 7.785896e-12
9.542386e+00 8.103789e-12
9.549887e+00 8.434419e-12
9.557389e+00 8.778287e-12
9.564891e+00 9.135911e-12
9.572393e+00 9.507831e-12
9.579895e+00 9.894608e-12
9.587397e+00 1.029682e-11
9.594899e+00 1.071508e-11
9.602401e+00 1.115001e-11
9.609902e+00 1.160225e-11
9.617404e+00 1.207250e-11
9.624906e+00 1.256144e-11
9.632408e+00 1.306981e-11
9.639910e+00 1.359836e-11
9.647412e+00 1.414788e-11
9.654914e+00 1.471918e-11
9.662416e+00 1.531312e-11
9.669917e+00 1.593056e-11
9.677419e+00 1.657242e-11
9.684921e+00 1.723965e-11
9.692423e+00 1.793323e-11
9.699925e+00 1.865417e-11
9.707427e+00 1.940354e-11
9.714929e+00 2.018244e-11
9.722431e+00 2.099199e-11
9.729932e+00 2.183340e-11
9.737434e+00 2.270788e-11
9.744936e+00 2.361670e-11
9.752438e+00 2.456119e-11
9.759940e+00 2.554272e-11
9.767442e+00 2.656272e-11
9.774944e+00 2.762265e-11
9.782446e+00 2.872405e-11
9.789947e+00 2.986851e-11
9.797449e+00 3.105768e-11
9.804951e+00 3.229326e-11
9.812453e+00 3.357704e-11
9.819955e+00 3.491085e-11
9.827457e+00 3.629660e-11
9.834959e+00 3.773627e-11
9.842461e+00 3.923193e-11
9.849962e+00 4.078569e-11
9.857464e+00 4.239977e-11
9.864966e+00 4.407646e-11
9.872468e+00 4.581814e-11
9.879970e+00 4.762728e-11
9.887472e+00 4.950643e-11
9.894974e+00 5.145824e-11
9.902476e+00 5.348548e-11
9.909977e+00 5.559098e-11
9.917479e+00 5.777770e-11
9.924981e+00 6.004873e-11
9.932483e+00 6.240722e-11
9.939985e+00 6.485649e-11
9.947487e+00 6.739995e-11
9.954989e+00 7.004115e-11
9.962491e+00 7.278376e-11
9.969992e+00 7.563159e-11
9.977494e+00 7.858860e-11
9.984996e+00 8.165887e-11
9.992498e+00 8.484666e-11
1.000000e+01 8.815636e-11
1.000750e+01 9.159255e-11
1.001500e+01 9.515994e-11
1.002251e+01 9.886343e-11
1.003001e+01 1.027081e-10
1.003751e+01 1.066993e-10
1.004501e+01 1.108423e-10
1.005251e+01 1.151429e-10
1.006002e+01 1.196070e-10
1.006752e+01 1.242406e-10
1.007502e+01 1.290499e-10
1.008252e+01 1.340416e-10
1.009002e+01 1.392224e-10
1.009752e+01 1.445993e-10
1.010503e+01 1.501795e-10
1.011253e+01 1.559706e-10
1.012003e+01 1.619804e-10
1.012753e+01 1.682169e-10
1.013503e+01 1.746885e-10
1.014254e+01 1.814039e-10
1.015004e+01 1.883720e-10
1.015754e+01 1.956022e-10
1.016504e+01 2.031041e-10
1.017254e+01 2.108877e-10
1.018005e+01 2.189632e-10
1.018755e+01 2.273415e-10
1.019505e+01 2.360336e-10
1.020255e+01 2.450511e-10
1.021005e+01 2.544057e-10
1.021755e+01 2.641099e-10
1.022506e+01 2.741763e-10
1.023256e+01 2.846183e-10
1.024006e+01 2.954495e-10
1.024756e+01 3.066841e-10
1.025506e+01 3.183368e-10
1.026257e+01 3.304227e-10
1.027007e+01 3.429577e-10
1.027757e+01 3.559580e-10
1.028507e+01 3.694405e-10
1.029257e+01 3.834227e-10
1.030008e+01 3.979227e-10
1.030758e+01 4.129592e-10
1.031508e+01 4.285516e-10
1.032258e+01 4.447200e-10
1.033008e+01 4.614851e-10
1.033758e+01 4.788686e-10
1.034509e+01 4.968927e-10
1.035259e+01 5.155803e-10
1.036009e+01 5.349555e-10
1.036759e+01 5.550429e-10
1.037509e+01 5.758680e-10
1.038260e+01 5.974574e-10
1.039010e+01 6.198385e-10
1.039760e+01 6.430395e-10
1.040510e+01 6.670898e-10
1.041260e+01 6.920198e-10
1.042011e+01 7.178610e-10
1.042761e+01 7.446457e-10
1.043511e+01 7.724077e-10
1.044261e+01 8.011818e-10
1.045011e+01 8.310040e-10
1.045761e+01 8.619116e-10
1.046512e+01 8.939431e-10
1.047262e+01 9.271385e-10
1.048012e+01 9.615390e-10
1.048762e+01 9.971873e-10
1.049512e+01 1.034128e-09
1.050263e+01 1.072406e-09
1.051013e+01 1.112069e-09
1.051763e+01 1.153166e-09
1.052513e+01 1.195747e-09
1.053263e+01 1.239866e-09
1.054014e+01 1.285575e-09
1.054764e+01 1.332931e-09
1.055514e+01 1.381993e-09
1.056264e+01 1.432819e-09
1.057014e+01 1.485471e-09
1.057764e+01 1.540015e-09
1.058515e+01 1.596515e-09
1.059265e+01 1.655041e-09
1.060015e+01 1.715664e-09
1.060765e+01 1.778456e-09
1.061515e+01 1.843493e-09
1.062266e+01 1.910854e-09
1.063016e+01 1.980620e-09
1.063766e+01 2.052874e-09
1.064516e+01 2.127703e-09
1.065266e+01 2.205197e-09
1.066017e+01 2.285448e-09
1.066767e+01 2.368551e-09
1.067517e+01 2.454606e-09
1.068267e+01 2.543714e-09
1.069017e+01 2.635982e-09
1.069767e+01 2.731519e-09
1.070518e+01 2.830437e-09
1.071268e+01 2.932853e-09
1.072018e+01 3.038889e-09
1.072768e+01 3.148667e-09
1.073518e+01 3.262319e-09
1.074269e+01 3.379975e-09
1.075019e+01 3.501775e-09
1.075769e+01 3.627861e-09
1.076519e+01 3.758378e-09
1.077269e+01 3.893480e-09
1.078020e+01 4.033322e-09
1.078770e+01 4.178068e-09
1.079520e+01 4.327885e-09
1.080270e+01 4.482946e-09
1.081020e+01 4.643429e-09
1.081770e+01 4.809519e-09
1.082521e+01 4.981409e-09
1.083271e+01 5.159293e-09
1.084021e+01 5.343377e-09
1.084771e+01 5.533871e-09
1.085521e+01 5.730992e-09
1.086272e+01 5.934965e-09
1.087022e+01 6.146022e-09
1.087772e+01 6.364403e-09
1.088522e+01 6.590354e-09
1.089272e+01 6.824132e-09
1.090023e+01 7.066000e-09
1.090773e+01 7.316232e-09
1.091523e+01 7.575109e-09
1.092273e+01 7.842922e-09
1.093023e+01 8.119970e-09
1.093773e+01 8.406565e-09
1.094524e+01 8.703027e-09
1.095274e+01 9.009685e-09
1.096024e+01 9.326883e-09
1.096774e+01 9.654971e-09
1.097524e+01 9.994315e-09
1.098275e+01 1.034529e-08
1.099025e+01 1.070828e-08
1.099775e+01 1.108370e-08
1.100525e+01 1.147194e-08
1.101275e+01 1.187345e-08
1.102026e+01 1.228866e-08
1.102776e+01 1.271803e-08
1.103526e+01 1.316202e-08
1.104276e+01 1.362112e-08
1.105026e+01 1.409583e-08
1.105776e+01 1.458667e-08
1.106527e+01 1.509416e-08
1.107277e+01 1.561887e-08
1.108027e+01 1.616136e-08
1.108777e+01 1.672221e-08
1.109527e+01 1.730203e-08
1.110278e+01 1.790144e-08
1.111028e+01 1.852109e-08
1.111778e+01 1.916164e-08
1.112528e+01 1.982378e-08
1.113278e+01 2.050821e-08
1.114029e+01 2.121567e-08
1.114779e+01 2.194690e-08
1.115529e+01 2.270269e-08
1.116279e+01 2.348383e-08
1.117029e+01 2.429115e-08
1.117779e+01 2.512552e-08
1.118530e+01 2.598779e-08
1.119280e+01 2.687890e-08
1.120030e+01 2.779976e-08
1.120780e+01 2.875135e-08
1.121530e+01 2.973466e-08
1.122281e+01 3.075073e-08
1.123031e+01 3.180060e-08
1.123781e+01 3.288538e-08
1.124531e+01 3.400620e-08
1.125281e+01 3.516420e-08
1.126032e+01 3.636061e-08
1.126782e+01 3.759664e-08
1.127532e+01 3.887358e-08
1.128282e+01 4.019274e-08
1.129032e+01 4.155548e-08
1.129782e+01 4.296320e-08
1.130533e+01 4.441733e-08
1.131283e+01 4.591937e-08
1.132033e+01 4.747085e-08
1.132783e+01 4.907335e-08
1.133533e+01 5.072849e-08
1.134284e+01 5.243796e-08
1.135034e+01 5.420348e-08
1.135784e+01 5.602685e-08
1.136534e+01 5.790990e-08
1.137284e+01 5.985454e-08
1.138035e+01 6.186270e-08
1.138785e+01 6.393642e-08
1.139535e+01 6.607776e-08
1.140285e+01 6.828886e-08
1.141035e+01 7.057194e-08
1.141785e+01 7.292927e-08
1.142536e+01 7.536319e-08
1.143286e+01 7.787611e-08
1.144036e+01 8.047052e-08
1.144786e+01 8.314899e-08
1.145536e+01 8.591416e-08
1.146287e+01 8.876875e-08
1.147037e+01 9.171557e-08
1.147787e+01 9.475751e-08
1.148537e+01 9.789755e-08
1.149287e+01 1.011387e-07
1.150038e+01 1.044843e-07
1.150788e+01 1.079374e-07
1.151538e+01 1.115014e-07
1.152288e+01 1.151799e-07
1.153038e+01 1.189763e-07
1.153788e+01 1.228943e-07
1.154539e+01 1.269377e-07
1.155289e+01 1.311104e-07
1.156039e+01 1.354164e-07
1.156789e+01 1.398599e-07
1.157539e+01 1.444450e-07
1.158290e+01 1.491762e-07
1.159040e+01 1.540579e-07
1.159790e+01 1.590949e-07
1.160540e+01 1.642918e-07
1.161290e+01 1.696537e-07
1.162041e+01 1.751855e-07
1.162791e+01 1.808926e-07
1.163541e+01 1.867803e-07
1.164291e+01 1.928541e-07
1.165041e+01 1.991197e-07
1.165791e+01 2.055830e-07
1.166542e+01 2.122500e-07
1.167292e+01 2.191270e-07
1.168042e+01 2.262204e-07
1.168792e+01 2.335367e-07
1.169542e+01 2.410827e-07
1.170293e+01 2.488655e-07
1.171043e+01 2.568922e-07
1.171793e+01 2.651702e-07
1.172543e+01 2.737071e-07
1.173293e+01 2.825109e-07
1.174044e+01 2.915894e-07
1.174794e+01 3.009512e-07
1.175544e+01 3.106046e-07
1.176294e+01 3.205585e-07
1.177044e+01 3.308220e-07
1.177794e+01 3.414043e-07
1.178545e+01 3.523151e-07
1.179295e+01 3.635642e-07
1.180045e+01 3.751618e-07
1.180795e+01 3.871183e-07
1.181545e+01 3.994445e-07
1.182296e+01 4.121514e-07
1.183046e+01 4.252503e-07
1.183796e+01 4.387531e-07
1.184546e+01 4.526717e-07
1.185296e+01 4.670185e-07
1.186047e+01 4.818062e-07
1.186797e+01 4.970480e-07
1.187547e+01 5.127574e-07
1.188297e+01 5.289481e-07
1.189047e+01 5.456346e-07
1.189797e+01 5.628314e-07
1.190548e+01 5.805536e-07
1.191298e+01 5.988167e-07
1.192048e+01 6.176368e-07
1.192798e+01 6.370301e-07
1.193548e+01 6.570137e-07
1.194299e+01 6.776048e-07
1.195049e+01 6.988213e-07
1.195799e+01 7.206816e-07
1.196549e+01 7.432045e-07
1.197299e+01 7.664095e-07
1.198050e+01 7.903164e-07
1.198800e+01 8.149458e-07
1.199550e+01 8.403188e-07
1.200300e+01 8.664570e-07
1.201050e+01 8.933828e-07
1.201800e+01 9.211191e-07
1.202551e+01 9.496894e-07
1.203301e+01 9.791179e-07
1.204051e+01 1.009430e-06
1.204801e+01 1.040650e-06
1.205551e+01 1.072805e-06
1.206302e+01 1.105923e-06
1.207052e+01 1.140030e-06
1.207802e+01 1.175156e-06
1.208552e+01 1.211329e-06
1.209302e+01 1.248580e-06
1.210053e+01 1.286940e-06
1.210803e+01 1.326441e-06
1.211553e+01 1.367115e-06
1.212303e+01 1.408997e-06
1.213053e+01 1.452119e-06
1.213803e+01 1.496519e-06
1.214554e+01 1.542233e-06
1.215304e+01 1.589298e-06
1.216054e+01 1.637752e-06
1.216804e+01 1.687636e-06
1.217554e+01 1.738989e-06
1.218305e+01 1.791854e-06
1.219055e+01 1.846273e-06
1.219805e+01 1.902290e-06
1.220555e+01 1.959952e-06
1.221305e+01 2.019304e-06
1.222056e+01 2.080393e-06
1.222806e+01 2.143270e-06
1.223556e+01 2.207984e-06
1.224306e+01 2.274587e-06
1.225056e+01 2.343133e-06
1.225806e+01 2.413675e-06
1.226557e+01 2.486271e-06
1.227307e+01 2.560976e-06
1.228057e+01 2.637851e-06
1.228807e+01 2.716957e-06
1.229557e+01 2.798355e-06
1.230308e+01 2.882109e-06
1.231058e+01 2.968285e-06
1.231808e+01 3.056952e-06
1.232558e+01 3.148176e-06
1.233308e+01 3.242031e-06
1.234059e+01 3.338589e-06
1.234809e+01 3.437924e-06
1.235559e+01 3.540115e-06
1.236309e+01 3.645238e-06
1.237059e+01 3.753377e-06
1.237809e+01 3.864613e-06
1.238560e+01 3.979033e-06
1.239310e+01 4.096723e-06
1.240060e+01 4.217775e-06
1.240810e+01 4.342279e-06
1.241560e+01 4.470331e-06
1.242311e+01 4.602028e-06
1.243061e+01 4.737471e-06
1.243811e+01 4.876760e-06
1.244561e+01 5.020002e-06
1.245311e+01 5.167303e-06
1.246062e+01 5.318776e-06
1.246812e+01 5.474532e-06
1.247562e+01 5.634690e-06
1.248312e+01 5.799367e-06
1.249062e+01 5.968687e-06
1.249812e+01 6.142776e-06
1.250563e+01 6.321762e-06
1.251313e+01 6.505778e-06
1.252063e+01 6.694960e-06
1.252813e+01 6.889447e-06
1.253563e+01 7.089381e-06
1.254314e+01 7.294910e-06
1.255064e+01 7.506183e-06
1.255814e+01 7.723356e-06
1.256564e+01 7.946585e-06
1.257314e+01 8.176033e-06
1.258065e+01 8.411867e-06
1.258815e+01 8.654257e-06
1.259565e+01 8.903377e-06
1.260315e+01 9.159408e-06
1.261065e+01 9.422533e-06
1.261815e+01 9.692940e-06
1.262566e+01 9.970824e-06
1.263316e+01 1.025638e-05
1.264066e+01 1.054982e-05
1.264816e+01 1.085134e-05
1.265566e+01 1.116116e-05
1.266317e+01 1.147950e-05
1.267067e+01 1.180659e-05
1.267817e+01 1.214264e-05
1.268567e+01 1.248791e-05
1.269317e+01 1.284263e-05
1.270068e+01 1.320705e-05
1.270818e+01 1.358142e-05
1.271568e+01 1.396601e-05
1.272318e+01 1.436108e-05
1.273068e+01 1.476690e-05
1.273818e+01 1.518376e-05
1.274569e+01 1.561194e-05
1.275319e+01 1.605174e-05
1.276069e+01 1.650346e-05
1.276819e+01 1.696741e-05
1.277569e+01 1.744390e-05
1.278320e+01 1.793327e-05
1.279070e+01 1.843584e-05
1.279820e+01 1.895195e-05
1.280570e+01 1.948195e-05
1.281320e+01 2.002621e-05
1.282071e+01 2.058509e-05
1.282821e+01 2.115896e-05
1.283571e+01 2.174821e-05
1.284321e+01 2.235323e-05
1.285071e+01 2.297443e-05
1.285821e+01 2.361222e-05
1.286572e+01 2.426703e-05
1.287322e+01 2.493928e-05
1.288072e+01 2.562943e-05
1.288822e+01 2.633792e-05
1.289572e+01 2.706524e-05
1.290323e+01 2.781184e-05
1.291073e+01 2.857822e-05
1.291823e+01 2.936489e-05
1.292573e+01 3.017236e-05
1.293323e+01 3.100114e-05
1.294074e+01 3.185178e-05
1.294824e+01 3.272483e-05
1.295574e+01 3.362086e-05
1.296324e+01 3.454043e-05
1.297074e+01 3.548415e-05
1.297824e+01 3.645261e-05
1.298575e+01 3.744644e-05
1.299325e+01 3.846627e-05
1.300075e+01 3.951275e-05
1.300825e+01 4.058654e-05
1.301575e+01 4.168833e-05
1.302326e+01 4.281881e-05
1.303076e+01 4.397869e-05
1.303826e+01 4.516871e-05
1.304576e+01 4.638960e-05
1.305326e+01 4.764214e-05
1.306077e+01 4.892711e-05
1.306827e+01 5.024530e-05
1.307577e+01 5.159754e-05
1.308327e+01 5.298467e-05
1.309077e+01 5.440753e-05
1.309827e+01 5.586702e-05
