p rho_p
1.966242e+01 1.208591e+01
1.966992e+01 1.210566e+01
1.967742e+01 1.212510e+01
1.968492e+01 1.214422e+01
1.969242e+01 1.216304e+01
1.969992e+01 1.218153e+01
1.970743e+01 1.219971e+01
1.971493e+01 1.221757e+01
1.972243e+01 1.223511e+01
1.972993e+01 1.225233e+01
1.973743e+01 1.226923e+01
1.974494e+01 1.228580e+01
1.975244e+01 1.230205e+01
1.975994e+01 1.231797e+01
1.976744e+01 1.233356e+01
1.977494e+01 1.234882e+01
1.978245e+01 1.236376e+01
1.978995e+01 1.237835e+01
1.979745e+01 1.239262e+01
1.980495e+01 1.240655e+01
1.981245e+01 1.242015e+01
1.981995e+01 1.243341e+01
1.982746e+01 1.244633e+01
1.983496e+01 1.245891e+01
1.984246e+01 1.247116e+01
1.984996e+01 1.248306e+01
1.985746e+01 1.249462e+01
1.986497e+01 1.250584e+01
1.987247e+01 1.251671e+01
1.987997e+01 1.252724e+01
1.988747e+01 1.253742e+01
1.989497e+01 1.254725e+01
1.990248e+01 1.255674e+01
1.990998e+01 1.256588e+01
1.991748e+01 1.257467e+01
1.992498e+01 1.258312e+01
1.993248e+01 1.259121e+01
1.993998e+01 1.259895e+01
1.994749e+01 1.260634e+01
1.995499e+01 1.261337e+01
1.996249e+01 1.262005e+01
1.996999e+01 1.262638e+01
1.997749e+01 1.263236e+01
1.998500e+01 1.263798e+01
1.999250e+01 1.264325e+01
2.000000e+01 1.264816e+01
2.000750e+01 1.265271e+01
2.001500e+01 1.265691e+01
2.002251e+01 1.266075e+01
2.003001e+01 1.266423e+01
2.003751e+01 1.266736e+01
2.004501e+01 1.267013e+01
2.005251e+01 1.267254e+01
2.006002e+01 1.267460e+01
2.006752e+01 1.267629e+01
2.007502e+01 1.267763e+01
2.008252e+01 1.267861e+01
2.009002e+01 1.267923e+01
2.009752e+01 1.267949e+01
2.010503e+01 1.267940e+01
2.011253e+01 1.267894e+01
2.012003e+01 1.267813e+01
2.012753e+01 1.267696e+01
2.013503e+01 1.267543e+01
2.014254e+01 1.267354e+01
2.015004e+01 1.267129e+01
2.015754e+01 1.266869e+01
2.016504e+01 1.266573e+01
2.017254e+01 1.266241e+01
2.018005e+01 1.265873e+01
2.018755e+01 1.265470e+01
2.019505e+01 1.265031e+01
2.020255e+01 1.264556e+01
2.021005e+01 1.264046e+01
2.021755e+01 1.263501e+01
2.022506e+01 1.262920e+01
2.023256e+01 1.262303e+01
2.024006e+01 1.261651e+01
2.024756e+01 1.260964e+01
2.025506e+01 1.260241e+01
2.026257e+01 1.259484e+01
2.027007e+01 1.258691e+01
2.027757e+01 1.257863e+01
2.028507e+01 1.257000e+01
2.029257e+01 1.256102e+01
2.030008e+01 1.255170e+01
2.030758e+01 1.254202e+01
2.031508e+01 1.253200e+01
2.032258e+01 1.252164e+01
2.033008e+01 1.251092e+01
2.033758e+01 1.249987e+01
2.034509e+01 1.248847e+01
2.035259e+01 1.247672e+01
2.036009e+01 1.246464e+01
2.036759e+01 1.245222e+01
2.037509e+01 1.243945e+01
2.038260e+01 1.242635e+01
2.039010e+01 1.241291e+01
2.039760e+01 1.239914e+01
2.040510e+01 1.238503e+01
2.041260e+01 1.237058e+01
2.042011e+01 1.235581e+01
2.042761e+01 1.234070e+01
2.043511e+01 1.232526e+01
2.044261e+01 1.230950e+01
2.045011e+01 1.229341e+01
2.045761e+01 1.227699e+01
2.046512e+01 1.226024e+01
2.047262e+01 1.224317e+01
2.048012e+01 1.222578e+01
2.048762e+01 1.220808e+01
2.049512e+01 1.219005e+01
2.050263e+01 1.217170e+01
2.051013e+01 1.215304e+01
2.051763e+01 1.213406e+01
2.052513e+01 1.211477e+01
2.053263e+01 1.209517e+01
2.054014e+01 1.207526e+01
2.054764e+01 1.205504e+01
2.055514e+01 1.203452e+01
2.056264e+01 1.201369e+01
2.057014e+01 1.199255e+01
2.057764e+01 1.197112e+01
2.058515e+01 1.194939e+01
2.059265e+01 1.192736e+01
2.060015e+01 1.190503e+01
2.060765e+01 1.188241e+01
2.061515e+01 1.185949e+01
2.062266e+01 1.183629e+01
2.063016e+01 1.181280e+01
2.063766e+01 1.178902e+01
2.064516e+01 1.176495e+01
2.065266e+01 1.174061e+01
2.066017e+01 1.171598e+01
2.066767e+01 1.169107e+01
2.067517e+01 1.166589e+01
2.068267e+01 1.164043e+01
2.069017e+01 1.161470e+01
2.069767e+01 1.158870e+01
2.070518e+01 1.156243e+01
2.071268e+01 1.153589e+01
2.072018e+01 1.150909e+01
2.072768e+01 1.148203e+01
2.073518e+01 1.145470e+01
2.074269e+01 1.142712e+01
2.075019e+01 1.139928e+01
2.075769e+01 1.137119e+01
2.076519e+01 1.134285e+01
2.077269e+01 1.131426e+01
2.078020e+01 1.128542e+01
2.078770e+01 1.125634e+01
2.079520e+01 1.122701e+01
2.080270e+01 1.119744e+01
2.081020e+01 1.116764e+01
2.081770e+01 1.113760e+01
2.082521e+01 1.110733e+01
2.083271e+01 1.107682e+01
2.084021e+01 1.104609e+01
2.084771e+01 1.101513e+01
2.085521e+01 1.098395e+01
2.086272e+01 1.095255e+01
2.087022e+01 1.092093e+01
2.087772e+01 1.088909e+01
2.088522e+01 1.085704e+01
2.089272e+01 1.082477e+01
2.090023e+01 1.079230e+01
2.090773e+01 1.075962e+01
2.091523e+01 1.072673e+01
2.092273e+01 1.069365e+01
2.093023e+01 1.066036e+01
2.093773e+01 1.062688e+01
2.094524e+01 1.059320e+01
2.095274e+01 1.055933e+01
2.096024e+01 1.052528e+01
2.096774e+01 1.049103e+01
2.097524e+01 1.045660e+01
2.098275e+01 1.042199e+01
2.099025e+01 1.038720e+01
2.099775e+01 1.035224e+01
2.100525e+01 1.031710e+01
2.101275e+01 1.028179e+01
2.102026e+01 1.024631e+01
2.102776e+01 1.021066e+01
2.103526e+01 1.017485e+01
2.104276e+01 1.013888e+01
2.105026e+01 1.010275e+01
2.105776e+01 1.006647e+01
2.106527e+01 1.003003e+01
2.107277e+01 9.993443e+00
2.108027e+01 9.956706e+00
2.108777e+01 9.919825e+00
2.109527e+01 9.882800e+00
2.110278e+01 9.845636e+00
2.111028e+01 9.808334e+00
2.111778e+01 9.770897e+00
2.112528e+01 9.733328e+00
2.113278e+01 9.695629e+00
2.114029e+01 9.657803e+00
2.114779e+01 9.619853e+00
2.115529e+01 9.581782e+00
2.116279e+01 9.543591e+00
2.117029e+01 9.505284e+00
2.117779e+01 9.466863e+00
2.118530e+01 9.428331e+00
2.119280e+01 9.389690e+00
2.120030e+01 9.350943e+00
2.120780e+01 9.312093e+00
2.121530e+01 9.273143e+00
2.122281e+01 9.234094e+00
2.123031e+01 9.194950e+00
2.123781e+01 9.155713e+00
2.124531e+01 9.116386e+00
2.125281e+01 9.076971e+00
2.126032e+01 9.037471e+00
2.126782e+01 8.997889e+00
2.127532e+01 8.958227e+00
2.128282e+01 8.918487e+00
2.129032e+01 8.878673e+00
2.129782e+01 8.838787e+00
2.130533e+01 8.798832e+00
2.131283e+01 8.758809e+00
2.132033e+01 8.718722e+00
2.132783e+01 8.678574e+00
2.133533e+01 8.638366e+00
2.134284e+01 8.598101e+00
2.135034e+01 8.557782e+00
2.135784e+01 8.517412e+00
2.136534e+01 8.476992e+00
2.137284e+01 8.436526e+00
2.138035e+01 8.396016e+00
2.138785e+01 8.355464e+00
2.139535e+01 8.314872e+00
2.140285e+01 8.274245e+00
2.141035e+01 8.233583e+00
2.141785e+01 8.192889e+00
2.142536e+01 8.152166e+00
2.143286e+01 8.111416e+00
2.144036e+01 8.070642e+00
2.144786e+01 8.029846e+00
2.145536e+01 7.989031e+00
2.146287e+01 7.948198e+00
2.147037e+01 7.907350e+00
2.147787e+01 7.866490e+00
2.148537e+01 7.825620e+00
2.149287e+01 7.784743e+00
2.150038e+01 7.743860e+00
2.150788e+01 7.702974e+00
2.151538e+01 7.662087e+00
2.152288e+01 7.621202e+00
2.153038e+01 7.580321e+00
2.153788e+01 7.539446e+00
2.154539e+01 7.498580e+00
2.155289e+01 7.457724e+00
2.156039e+01 7.416882e+00
2.156789e+01 7.376054e+00
2.157539e+01 7.335245e+00
2.158290e+01 7.294454e+00
2.159040e+01 7.253686e+00
2.159790e+01 7.212942e+00
2.160540e+01 7.172223e+00
2.161290e+01 7.131533e+00
2.162041e+01 7.090874e+00
2.162791e+01 7.050247e+00
2.163541e+01 7.009655e+00
2.164291e+01 6.969100e+00
2.165041e+01 6.928583e+00
2.165791e+01 6.888108e+00
2.166542e+01 6.847675e+00
2.167292e+01 6.807287e+00
2.168042e+01 6.766947e+00
2.168792e+01 6.726655e+00
2.169542e+01 6.686414e+00
2.170293e+01 6.646226e+00
2.171043e+01 6.606093e+00
2.171793e+01 6.566017e+00
2.172543e+01 6.526000e+00
2.173293e+01 6.486043e+00
2.174044e+01 6.446148e+00
2.174794e+01 6.406318e+00
2.175544e+01 6.366554e+00
2.176294e+01 6.326859e+00
2.177044e+01 6.287233e+00
2.177794e+01 6.247678e+00
2.178545e+01 6.208198e+00
2.179295e+01 6.168792e+00
2.180045e+01 6.129463e+00
2.180795e+01 6.090213e+00
2.181545e+01 6.051043e+00
2.182296e+01 6.011955e+00
2.183046e+01 5.972951e+00
2.183796e+01 5.934033e+00
2.184546e+01 5.895201e+00
2.185296e+01 5.856458e+00
2.186047e+01 5.817805e+00
2.186797e+01 5.779244e+00
2.187547e+01 5.740777e+00
2.188297e+01 5.702404e+00
2.189047e+01 5.664128e+00
2.189797e+01 5.625949e+00
2.190548e+01 5.587870e+00
2.191298e+01 5.549893e+00
2.192048e+01 5.512017e+00
2.192798e+01 5.474245e+00
2.193548e+01 5.436579e+00
2.194299e+01 5.399019e+00
2.195049e+01 5.361567e+00
2.195799e+01 5.324224e+00
2.196549e+01 5.286992e+00
2.197299e+01 5.249873e+00
2.198050e+01 5.212866e+00
2.198800e+01 5.175974e+00
2.199550e+01 5.139198e+00
2.200300e+01 5.102539e+00
2.201050e+01 5.065999e+00
2.201800e+01 5.029578e+00
2.202551e+01 4.993277e+00
2.203301e+01 4.957099e+00
2.204051e+01 4.921044e+00
2.204801e+01 4.885113e+00
2.205551e+01 4.849307e+00
2.206302e+01 4.813628e+00
2.207052e+01 4.778076e+00
2.207802e+01 4.742653e+00
2.208552e+01 4.707360e+00
2.209302e+01 4.672197e+00
2.210053e+01 4.637165e+00
2.210803e+01 4.602267e+00
2.211553e+01 4.567502e+00
2.212303e+01 4.532871e+00
2.213053e+01 4.498376e+00
2.213803e+01 4.464018e+00
2.214554e+01 4.429796e+00
2.215304e+01 4.395713e+00
2.216054e+01 4.361769e+00
2.216804e+01 4.327964e+00
2.217554e+01 4.294301e+00
2.218305e+01 4.260778e+00
2.219055e+01 4.227398e+00
2.219805e+01 4.194161e+00
2.220555e+01 4.161068e+00
2.221305e+01 4.128119e+00
2.222056e+01 4.095316e+00
2.222806e+01 4.062658e+00
2.223556e+01 4.030147e+00
2.224306e+01 3.997783e+00
2.225056e+01 3.965567e+00
2.225806e+01 3.933500e+00
2.226557e+01 3.901581e+00
2.227307e+01 3.869812e+00
2.228057e+01 3.838194e+00
2.228807e+01 3.806726e+00
2.229557e+01 3.775410e+00
2.230308e+01 3.744245e+00
2.231058e+01 3.713233e+00
2.231808e+01 3.682373e+00
2.232558e+01 3.651667e+00
2.233308e+01 3.621115e+00
2.234059e+01 3.590717e+00
2.234809e+01 3.560473e+00
2.235559e+01 3.530384e+00
2.236309e+01 3.500451e+00
2.237059e+01 3.470674e+00
2.237809e+01 3.441052e+00
2.238560e+01 3.411587e+00
2.239310e+01 3.382279e+00
2.240060e+01 3.353128e+00
2.240810e+01 3.324134e+00
2.241560e+01 3.295298e+00
2.242311e+01 3.266620e+00
2.243061e+01 3.238099e+00
2.243811e+01 3.209738e+00
2.244561e+01 3.181534e+00
2.245311e+01 3.153490e+00
2.246062e+01 3.125604e+00
2.246812e+01 3.097877e+00
2.247562e+01 3.070310e+00
2.248312e+01 3.042902e+00
2.249062e+01 3.015653e+00
2.249812e+01 2.988564e+00
2.250563e+01 2.961635e+00
2.251313e+01 2.934865e+00
2.252063e+01 2.908255e+00
2.252813e+01 2.881805e+00
2.253563e+01 2.855515e+00
2.254314e+01 2.829385e+00
2.255064e+01 2.803415e+00
2.255814e+01 2.777604e+00
2.256564e+01 2.751954e+00
2.257314e+01 2.726463e+00
2.258065e+01 2.701133e+00
2.258815e+01 2.675962e+00
2.259565e+01 2.650950e+00
2.260315e+01 2.626098e+00
2.261065e+01 2.601406e+00
2.261815e+01 2.576873e+00
2.262566e+01 2.552500e+00
2.263316e+01 2.528285e+00
2.264066e+01 2.504229e+00
2.264816e+01 2.480333e+00
2.265566e+01 2.456595e+00
2.266317e+01 2.433015e+00
2.267067e+01 2.409594e+00
2.267817e+01 2.386330e+00
2.268567e+01 2.363225e+00
2.269317e+01 2.340277e+00
2.270068e+01 2.317486e+00
2.270818e+01 2.294853e+00
2.271568e+01 2.272376e+00
2.272318e+01 2.250056e+00
2.273068e+01 2.227893e+00
2.273818e+01 2.205885e+00
2.274569e+01 2.184033e+00
2.275319e+01 2.162337e+00
2.276069e+01 2.140795e+00
2.276819e+01 2.119408e+00
2.277569e+01 2.098176e+00
2.278320e+01 2.077098e+00
2.279070e+01 2.056173e+00
2.279820e+01 2.035402e+00
2.280570e+01 2.014783e+00
2.281320e+01 1.994317e+00
2.282071e+01 1.974004e+00
2.282821e+01 1.953841e+00
2.283571e+01 1.933831e+00
2.284321e+01 1.913971e+00
2.285071e+01 1.894261e+00
2.285821e+01 1.874702e+00
2.286572e+01 1.855292e+00
2.287322e+01 1.836031e+00
2.288072e+01 1.816919e+00
2.288822e+01 1.797955e+00
2.289572e+01 1.779139e+00
2.290323e+01 1.760470e+00
2.291073e+01 1.741947e+00
2.291823e+01 1.723571e+00
2.292573e+01 1.705341e+00
2.293323e+01 1.687255e+00
2.294074e+01 1.669315e+00
2.294824e+01 1.651518e+00
2.295574e+01 1.633865e+00
2.296324e+01 1.616355e+00
2.297074e+01 1.598988e+00
2.297824e+01 1.581762e+00
2.298575e+01 1.564678e+00
2.299325e+01 1.547735e+00
2.300075e+01 1.530931e+00
2.300825e+01 1.514268e+00
2.301575e+01 1.497744e+00
2.302326e+01 1.481358e+00
2.303076e+01 1.465110e+00
2.303826e+01 1.448999e+00
2.304576e+01 1.433025e+00
2.305326e+01 1.417187e+00
2.306077e+01 1.401484e+00
2.306827e+01 1.385917e+00
2.307577e+01 1.370483e+00
2.308327e+01 1.355183e+00
2.309077e+01 1.340016e+00
2.309827e+01 1.324982e+00
2.310578e+01 1.310079e+00
2.311328e+01 1.295307e+00
2.312078e+01 1.280665e+00
2.312828e+01 1.266154e+00
2.313578e+01 1.251771e+00
2.314329e+01 1.237517e+00
2.315079e+01 1.223390e+00
2.315829e+01 1.209391e+00
2.316579e+01 1.195518e+00
2.317329e+01 1.181771e+00
2.318080e+01 1.168148e+00
2.318830e+01 1.154651e+00
2.319580e+01 1.141277e+00
2.320330e+01 1.128026e+00
2.321080e+01 1.114897e+00
2.321830e+01 1.101890e+00
2.322581e+01 1.089004e+00
2.323331e+01 1.076239e+00
2.324081e+01 1.063593e+00
2.324831e+01 1.051066e+00
2.325581e+01 1.038657e+00
2.326332e+01 1.026366e+00
2.327082e+01 1.014191e+00
2.327832e+01 1.002132e+00
2.328582e+01 9.901894e-01
2.329332e+01 9.783611e-01
2.330083e+01 9.666467e-01
2.330833e+01 9.550457e-01
2.331583e+01 9.435572e-01
2.332333e+01 9.321806e-01
2.333083e+01 9.209151e-01
2.333833e+01 9.097601e-01
2.334584e+01 8.987149e-01
2.335334e+01 8.877786e-01
2.336084e+01 8.769507e-01
2.336834e+01 8.662304e-01
2.337584e+01 8.556169e-01
2.338335e+01 8.451097e-01
2.339085e+01 8.347079e-01
2.339835e+01 8.244108e-01
2.340585e+01 8.142178e-01
2.341335e+01 8.041281e-01
2.342086e+01 7.941410e-01
2.342836e+01 7.842557e-01
2.343586e+01 7.744717e-01
2.344336e+01 7.647881e-01
2.345086e+01 7.552043e-01
2.345836e+01 7.457195e-01
2.346587e+01 7.363330e-01
2.347337e+01 7.270442e-01
2.348087e+01 7.178522e-01
2.348837e+01 7.087565e-01
2.349587e+01 6.997562e-01
2.350338e+01 6.908507e-01
2.351088e+01 6.820393e-01
2.351838e+01 6.733213e-01
2.352588e+01 6.646959e-01
2.353338e+01 6.561625e-01
2.354089e+01 6.477204e-01
2.354839e+01 6.393688e-01
2.355589e+01 6.311071e-01
2.356339e+01 6.229345e-01
2.357089e+01 6.148504e-01
2.357839e+01 6.068541e-01
2.358590e+01 5.989449e-01
2.359340e+01 5.911220e-01
2.360090e+01 5.833849e-01
2.360840e+01 5.757327e-01
2.361590e+01 5.681649e-01
2.362341e+01 5.606807e-01
2.363091e+01 5.532795e-01
2.363841e+01 5.459606e-01
2.364591e+01 5.387233e-01
2.365341e+01 5.315669e-01
2.366092e+01 5.244908e-01
2.366842e+01 5.174942e-01
2.367592e+01 5.105765e-01
2.368342e+01 5.037371e-01
2.369092e+01 4.969753e-01
2.369842e+01 4.902904e-01
2.370593e+01 4.836818e-01
2.371343e+01 4.771488e-01
2.372093e+01 4.706907e-01
2.372843e+01 4.643069e-01
2.373593e+01 4.579968e-01
2.374344e+01 4.517596e-01
2.375094e+01 4.455948e-01
2.375844e+01 4.395018e-01
2.376594e+01 4.334798e-01
2.377344e+01 4.275282e-01
2.378095e+01 4.216465e-01
2.378845e+01 4.158339e-01
2.379595e+01 4.100899e-01
2.380345e+01 4.044138e-01
2.381095e+01 3.988050e-01
2.381845e+01 3.932629e-01
2.382596e+01 3.877869e-01
2.383346e+01 3.823763e-01
2.384096e+01 3.770305e-01
2.384846e+01 3.717490e-01
2.385596e+01 3.665311e-01
2.386347e+01 3.613763e-01
2.387097e+01 3.562839e-01
2.387847e+01 3.512533e-01
2.388597e+01 3.462840e-01
2.389347e+01 3.413754e-01
2.390098e+01 3.365268e-01
2.390848e+01 3.317377e-01
2.391598e+01 3.270076e-01
2.392348e+01 3.223358e-01
2.393098e+01 3.177217e-01
2.393848e+01 3.131649e-01
2.394599e+01 3.086647e-01
2.395349e+01 3.042206e-01
2.396099e+01 2.998320e-01
2.396849e+01 2.954984e-01
2.397599e+01 2.912191e-01
2.398350e+01 2.869938e-01
2.399100e+01 2.828218e-01
2.399850e+01 2.787025e-01
2.400600e+01 2.746355e-01
2.401350e+01 2.706202e-01
2.402101e+01 2.666561e-01
2.402851e+01 2.627426e-01
2.403601e+01 2.588792e-01
2.404351e+01 2.550655e-01
2.405101e+01 2.513008e-01
2.405851e+01 2.475847e-01
2.406602e+01 2.439167e-01
2.407352e+01 2.402962e-01
2.408102e+01 2.367228e-01
2.408852e+01 2.331960e-01
2.409602e+01 2.297152e-01
2.410353e+01 2.262799e-01
2.411103e+01 2.228898e-01
2.411853e+01 2.195442e-01
2.412603e+01 2.162428e-01
2.413353e+01 2.129849e-01
2.414104e+01 2.097703e-01
2.414854e+01 2.065983e-01
2.415604e+01 2.034686e-01
2.416354e+01 2.003806e-01
2.417104e+01 1.973339e-01
2.417854e+01 1.943280e-01
2.418605e+01 1.913625e-01
2.419355e+01 1.884370e-01
2.420105e+01 1.855509e-01
2.420855e+01 1.827039e-01
2.421605e+01 1.798955e-01
2.422356e+01 1.771252e-01
2.423106e+01 1.743927e-01
2.423856e+01 1.716975e-01
2.424606e+01 1.690392e-01
2.425356e+01 1.664173e-01
2.426107e+01 1.638315e-01
2.426857e+01 1.612813e-01
2.427607e+01 1.587663e-01
2.428357e+01 1.562861e-01
2.429107e+01 1.538403e-01
2.429857e+01 1.514285e-01
2.430608e+01 1.490504e-01
2.431358e+01 1.467054e-01
2.432108e+01 1.443932e-01
2.432858e+01 1.421135e-01
2.433608e+01 1.398658e-01
2.434359e+01 1.376498e-01
2.435109e+01 1.354651e-01
2.435859e+01 1.333112e-01
2.436609e+01 1.311880e-01
2.437359e+01 1.290949e-01
2.438110e+01 1.270316e-01
2.438860e+01 1.249977e-01
2.439610e+01 1.229929e-01
2.440360e+01 1.210169e-01
2.441110e+01 1.190693e-01
2.441860e+01 1.171497e-01
2.442611e+01 1.152578e-01
2.443361e+01 1.133932e-01
2.444111e+01 1.115557e-01
2.444861e+01 1.097448e-01
2.445611e+01 1.079603e-01
2.446362e+01 1.062018e-01
2.447112e+01 1.044690e-01
2.447862e+01 1.027616e-01
2.448612e+01 1.010792e-01
2.449362e+01 9.942153e-02
2.450113e+01 9.778831e-02
2.450863e+01 9.617921e-02
2.451613e+01 9.459391e-02
2.452363e+01 9.303211e-02
2.453113e+01 9.149352e-02
2.453863e+01 8.997783e-02
2.454614e+01 8.848476e-02
2.455364e+01 8.701400e-02
2.456114e+01 8.556527e-02
2.456864e+01 8.413829e-02
2.457614e+01 8.273277e-02
2.458365e+01 8.134844e-02
2.459115e+01 7.998501e-02
2.459865e+01 7.864221e-02
2.460615e+01 7.731977e-02
2.461365e+01 7.601742e-02
2.462116e+01 7.473490e-02
2.462866e+01 7.347194e-02
2.463616e+01 7.222828e-02
2.464366e+01 7.100368e-02
2.465116e+01 6.979786e-02
2.465866e+01 6.861059e-02
2.466617e+01 6.744161e-02
2.467367e+01 6.629067e-02
2.468117e+01 6.515753e-02
2.468867e+01 6.404196e-02
2.469617e+01 6.294371e-02
2.470368e+01 6.186255e-02
2.471118e+01 6.079824e-02
2.471868e+01 5.975055e-02
2.472618e+01 5.871926e-02
2.473368e+01 5.770414e-02
2.474119e+01 5.670497e-02
2.474869e+01 5.572153e-02
2.475619e+01 5.475360e-02
2.476369e+01 5.380096e-02
2.477119e+01 5.286341e-02
2.477869e+01 5.194073e-02
2.478620e+01 5.103271e-02
2.479370e+01 5.013915e-02
2.480120e+01 4.925984e-02
2.480870e+01 4.839459e-02
2.481620e+01 4.754320e-02
2.482371e+01 4.670546e-02
2.483121e+01 4.588119e-02
2.483871e+01 4.507020e-02
2.484621e+01 4.427229e-02
2.485371e+01 4.348728e-02
2.486122e+01 4.271498e-02
2.486872e+01 4.195522e-02
2.487622e+01 4.120780e-02
2.488372e+01 4.047256e-02
2.489122e+01 3.974931e-02
2.489872e+01 3.903789e-02
2.490623e+01 3.833811e-02
2.491373e+01 3.764982e-02
2.492123e+01 3.697284e-02
2.492873e+01 3.630701e-02
2.493623e+01 3.565216e-02
2.494374e+01 3.500813e-02
2.495124e+01 3.437477e-02
2.495874e+01 3.375192e-02
2.496624e+01 3.313941e-02
2.497374e+01 3.253710e-02
2.498125e+01 3.194484e-02
2.498875e+01 3.136247e-02
2.499625e+01 3.078985e-02
2.500375e+01 3.022684e-02
2.501125e+01 2.967327e-02
2.501875e+01 2.912903e-02
2.502626e+01 2.859396e-02
2.503376e+01 2.806792e-02
2.504126e+01 2.755079e-02
2.504876e+01 2.704242e-02
2.505626e+01 2.654268e-02
2.506377e+01 2.605144e-02
2.507127e+01 2.556857e-02
2.507877e+01 2.509395e-02
2.508627e+01 2.462743e-02
2.509377e+01 2.416891e-02
2.510128e+01 2.371826e-02
2.510878e+01 2.327535e-02
2.511628e+01 2.284007e-02
2.512378e+01 2.241229e-02
2.513128e+01 2.199191e-02
2.513878e+01 2.157880e-02
2.514629e+01 2.117286e-02
2.515379e+01 2.077396e-02
2.516129e+01 2.038201e-02
2.516879e+01 1.999688e-02
2.517629e+01 1.961848e-02
2.518380e+01 1.924670e-02
2.519130e+01 1.888142e-02
2.519880e+01 1.852256e-02
2.520630e+01 1.817001e-02
2.521380e+01 1.782366e-02
2.522131e+01 1.748342e-02
2.522881e+01 1.714920e-02
2.523631e+01 1.682088e-02
2.524381e+01 1.649839e-02
2.525131e+01 1.618162e-02
2.525881e+01 1.587049e-02
2.526632e+01 1.556490e-02
2.527382e+01 1.526476e-02
2.528132e+01 1.496999e-02
2.528882e+01 1.468049e-02
2.529632e+01 1.439619e-02
2.530383e+01 1.411700e-02
2.531133e+01 1.384282e-02
2.531883e+01 1.357360e-02
2.532633e+01 1.330923e-02
2.533383e+01 1.304964e-02
2.534134e+01 1.279475e-02
2.534884e+01 1.254449e-02
2.535634e+01 1.229878e-02
2.536384e+01 1.205753e-02
2.537134e+01 1.182069e-02
2.537884e+01 1.158817e-02
2.538635e+01 1.135991e-02
2.539385e+01 1.113583e-02
2.540135e+01 1.091585e-02
2.540885e+01 1.069993e-02
2.541635e+01 1.048797e-02
2.542386e+01 1.027993e-02
2.543136e+01 1.007573e-02
2.543886e+01 9.875305e-03
2.544636e+01 9.678595e-03
2.545386e+01 9.485535e-03
2.546137e+01 9.296064e-03
2.546887e+01 9.110120e-03
2.547637e+01 8.927644e-03
2.548387e+01 8.748575e-03
2.549137e+01 8.572857e-03
2.549887e+01 8.400430e-03
2.550638e+01 8.231240e-03
2.551388e+01 8.065229e-03
2.552138e+01 7.902344e-03
2.552888e+01 7.742529e-03
2.553638e+01 7.585733e-03
2.554389e+01 7.431902e-03
2.555139e+01 7.280985e-03
2.555889e+01 7.132931e-03
2.556639e+01 6.987691e-03
2.557389e+01 6.845215e-03
2.558140e+01 6.705455e-03
2.558890e+01 6.568362e-03
2.559640e+01 6.433891e-03
2.560390e+01 6.301995e-03
2.561140e+01 6.172629e-03
2.561890e+01 6.045748e-03
2.562641e+01 5.921308e-03
2.563391e+01 5.799265e-03
2.564141e+01 5.679578e-03
2.564891e+01 5.562203e-03
2.565641e+01 5.447101e-03
2.566392e+01 5.334230e-03
2.567142e+01 5.223550e-03
2.567892e+01 5.115022e-03
2.568642e+01 5.008608e-03
2.569392e+01 4.904270e-03
2.570143e+01 4.801969e-03
2.570893e+01 4.701670e-03
2.571643e+01 4.603335e-03
2.572393e+01 4.506930e-03
2.573143e+01 4.412420e-03
2.573893e+01 4.319769e-03
2.574644e+01 4.228945e-03
2.575394e+01 4.139913e-03
2.576144e+01 4.052642e-03
2.576894e+01 3.967098e-03
2.577644e+01 3.883250e-03
2.578395e+01 3.801067e-03
2.579145e+01 3.720518e-03
2.579895e+01 3.641574e-03
2.580645e+01 3.564204e-03
2.581395e+01 3.488379e-03
2.582146e+01 3.414071e-03
2.582896e+01 3.341252e-03
2.583646e+01 3.269893e-03
2.584396e+01 3.199969e-03
2.585146e+01 3.131451e-03
2.585896e+01 3.064314e-03
2.586647e+01 2.998531e-03
2.587397e+01 2.934078e-03
2.588147e+01 2.870929e-03
2.588897e+01 2.809060e-03
2.589647e+01 2.748447e-03
2.590398e+01 2.689066e-03
2.591148e+01 2.630894e-03
2.591898e+01 2.573907e-03
2.592648e+01 2.518084e-03
2.593398e+01 2.463401e-03
2.594149e+01 2.409839e-03
2.594899e+01 2.357374e-03
2.595649e+01 2.305986e-03
2.596399e+01 2.255656e-03
2.597149e+01 2.206361e-03
2.597899e+01 2.158082e-03
2.598650e+01 2.110801e-03
2.599400e+01 2.064497e-03
2.600150e+01 2.019152e-03
2.600900e+01 1.974747e-03
2.601650e+01 1.931264e-03
2.602401e+01 1.888686e-03
2.603151e+01 1.846993e-03
2.603901e+01 1.806171e-03
2.604651e+01 1.766200e-03
2.605401e+01 1.727066e-03
2.606152e+01 1.688751e-03
2.606902e+01 1.651239e-03
2.607652e+01 1.614515e-03
2.608402e+01 1.578564e-03
2.609152e+01 1.543369e-03
2.609902e+01 1.508916e-03
2.610653e+01 1.475191e-03
2.611403e+01 1.442179e-03
2.612153e+01 1.409866e-03
2.612903e+01 1.378238e-03
2.613653e+01 1.347281e-03
2.614404e+01 1.316983e-03
2.615154e+01 1.287330e-03
2.615904e+01 1.258308e-03
2.616654e+01 1.229907e-03
2.617404e+01 1.202112e-03
2.618155e+01 1.174913e-03
2.618905e+01 1.148296e-03
2.619655e+01 1.122251e-03
2.620405e+01 1.096766e-03
2.621155e+01 1.071829e-03
